SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,
125, 一 层 有 doorman 帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,1,doorman,门卫,,,,,,,,, 一 层 有 门卫帮忙 开门 和 收发 快递 ， 不用 担心 快递 丢失 等 问题 ；,14,1,2,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15],[3],[9_ 16],,,,
126, 地址 ： king edward apartment,1,king edward apartment,爱德华国王公寓,,,,,,,,, 地址：爱德华国王公寓。,1,3,1,[0],[2_ 3_ 4],[1],,,,
129, budget 灵活 。,1,budget,资金,,,,,,,,, 资金灵活,1,1,1,[1],[0],[2],,,,
130, 客厅 超大 ， walk-in closet 也 很 大 。,1,closet,步入式衣柜,,,,,,,,, 客厅超大，步入式衣柜也很大。,5,1,3,[0_ 1_ 5_ 6_ 7],[4],[2_ 3_ 8],,,,
131, 户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,客厅,dining room,餐厅,,,,,,, 户型 ： 一 楼 是 超大 客厅，餐厅 及 厨房 ；,7,4,3,[0_ 2_ 3_ 4_ 5_ 11_ 12],[6_ 7_ 9_ 10],[1_ 8_ 13],,,,
135, 如果 感 兴趣 ， 请 通过 email 联系 em@7,1,email,邮箱,,,,,,,,, 如果 感 兴趣 ， 请 通过 邮箱联系 em@7,6,1,2,[0_ 1_ 2_ 4_ 5_ 7],[6],[3_ 8],,,,
136, 出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,公交车,,,,,,,,, 出门 走 一 分钟 不到 就 有 81-83路 公交 。,7,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6],[8],[7_ 9],,,,
137, leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,租约办公室,lobby,大堂,,,,,,, 租约办公室就 在 大堂 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,15,3,3,[2_ 3_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19],[0_ 1_ 4],[5_ 10_ 20],,,,
138, 房东 人 很 nice 。,1,nice,好,,,,,,,,, 房东人很好,3,1,1,[0_ 1_ 2],[3],[4],,,,
140, 由 正规 公司 管理 ， 欢迎 email 联系 咨询 详细 。,1,email,发邮件,,,,,,,,, 由 正规 公司 管理 ， 欢迎 发邮件联系 咨询 详细 。,8,1,2,[0_ 1_ 2_ 3_ 5_ 7_ 8_ 9],[6],[4_ 10],,,,
141, 半夜 两 点 走 block 都 不 怕 。,1,block,街区,,,,,,,,, 半夜 两 点 走在街区都 不 怕 。,7,1,1,[0_ 1_ 2_ 3_ 5_ 6_ 7],[4],[8],,,,
142, 由于 是 在 terrace 的 最 里面 所以 非常 安静 。,1,terrace,露台,,,,,,,,, 由于 是 在 露台的 最 里面 所以 非常 安静 。,9,1,1,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9],[3],[10],,,,
145, 卧室 内 家具 齐全 ， queen size 床 ， 拎包 入住 。,1,queen size,标准双人,,,,,,,,, 卧室 内 家具 齐全 ， 标准双人 床 ， 拎包 入住 。,7,2,3,[0_ 1_ 2_ 3_ 7_ 9_ 10],[5_ 6],[4_ 8_ 11],,,,
152, 有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,3,indoor,室内,outdoor,室外,停车,,,,,, 有 室内和 室外的 停车场 ， 而且 周围 的 街区 都 可以 免费 停车。,12,3,2,[0_ 2_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[1_ 3_ 15],[6_ 16],,,,
156, trader joe's 和 target 更 是 在 步行 范围 内 。,2,trader,乔氏超市,target,塔吉特商店,,,,,,, 乔氏超市和 塔吉特超市 更 是 在 步行 范围 内 。,7,2,2,[2_ 4_ 5_ 6_ 7_ 8_ 9],[0_ 3],[1_ 10],,,,
161, apt 隶属 franklin west 旗下 ， 物业 管理 良好 ， 有 任何 问题 能 快速 免费 解决 。,2,apt,公寓,franklin west,西富兰克林,,,,,,, 公寓隶属 西富兰克林 旗下 ， 物业 管理 良好 ， 有 任何 问题 能 快速 免费 解决 。,12,3,3,[1_ 4_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15_ 16],[0_ 2_ 3],[5_ 9_ 17],,,,
163, 还有 很多 知名 餐厅 ， 例如 noodle head ， spoon 等等 ， 吃喝 不 愁 。,2,noodle head,面食爱好者,spoon,勺子餐厅,,,,,,, 还有 很多 知名 餐厅 ， 例如 面试爱好者餐厅， 勺子餐厅 等等 ， 吃喝 不 愁 。,9,3,4,[0_ 1_ 2_ 3_ 5_ 10_ 12_ 13_ 14],[6_ 7_ 9],[4_ 8_ 11_ 15],,,,
175, 我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,1,young professional,年轻工作者,,,,,,,,, 我 是 刚 毕业 没 多久 的 年轻工作者， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,16,2,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 10_ 11_ 12_ 14_ 15_ 16_ 17_ 18_ 19],[7_ 8],[9_ 13_ 20],,,,
176, 整个 公寓 总共 两 人 share ， 两 人 比较 好 协调 。,1,share,共用,,,,,,,,, 整个 公寓 总共 两 人 共用， 两 人 比较 好 协调 。,10,1,2,[0_ 1_ 2_ 3_ 4_ 7_ 8_ 9_ 10_ 11],[5],[6_ 12],,,,
185, 晚上 回来 有 学校 的 黄 线 escort 送 回来 ， 治安 非常 好 。,1,escort,护送车,,,,,,,,, 晚上 回来 有 学校 的 黄 线 护送车送 回来 ， 治安 非常 好 。,12,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 11_ 12_ 13],[7],[10_ 14],,,,
186, 户型 ： 一 楼 是 超大 living room ， dining room ， sun room 及 厨房 。,3,living room,客厅,dining room,餐厅,sun room,阳光房,,,,, 户型 ： 一 楼 是超大客厅 ， 餐厅 ， 阳光房 及 厨房 。,7,6,4,[0_ 2_ 3_ 4_ 5_ 14_ 15],[6_ 7_ 9_ 10_ 12_ 13],[1_ 8_ 11_ 16],,,,
193, 邮箱 ： [ url ] em@9,1,url,链接,,,,,,,,, 邮箱 ： [ 链接] em@9,1,1,4,[0],[3],[1_ 2_ 4_ 5],,,,
195, 晚上 ， 有 学校 escort 直达 门口 。,1,escort,护送车,,,,,,,,, 晚上 ， 有 学校护送车直达 门口 。,5,1,2,[0_ 2_ 3_ 5_ 6],[4],[1_ 7],,,,
197, guaizhu_person up 一下 up 一下,2,up,顶,up,顶,,,,,,, guaizhu_person 顶 一下 顶 一下,2,2,1,[2_ 4],[1_ 3],[0],,,,
199, 北边 南 边 都 有 giant eagle ， 左右 邻居 都 是 young couple ， 非常 安静 ， neighborhood 相当 安全 ， 晚上 有 路灯 。,3,giant eagle,巨鹰,young couple,年轻情侣,neighborhood,街区,,,,, 北边 南 边 都 有 巨鹰超市， 左右 邻居 都 是 年轻情侣， 非常 安静 ， 街区相当 安全 ， 晚上 有 路灯 。,16,5,5,[0_ 1_ 2_ 3_ 4_ 8_ 9_ 10_ 11_ 15_ 16_ 19_ 20_ 22_ 23_ 24],[5_ 6_ 12_ 13_ 18],[7_ 14_ 17_ 21_ 25],,,,
202, 三 楼 front room 600，12 ft x 10.,2,front room,客厅,ft x,尺,,,,,,, 三 楼 客厅 600，12 尺x 10.,2,4,2,[0_ 1],[2_ 3_ 5_ 6],[4_ 7],,,,
203, 户型 ： 12'0'' * 10'8' ， 有 足够 挂 衣服 的 地方 价格 ： $480 / 间 ( 包含 : 水 ， garbage ， 不 包含 ： 网 ， 电 ， 气 ),1,garbage,车库,,,,,,,,, 户型 ： 12'0'' * 10'8' ， 有 足够 挂 衣服 的 地方 价格 ： $480 / 间 ( 包含 : 水 ， 车库， 不 包含 ： 网 ， 电 ， 气 ),16,1,16,[0_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 16_ 18_ 20_ 24_ 25_ 27_ 29_ 31],[22],[1_ 2_ 3_ 4_ 5_ 13_ 14_ 15_ 17_ 19_ 21_ 23_ 26_ 28_ 30_ 32],,available,,still available
204, 还 有 其他 utility 吗 ？,1,utility,设施,,,,,,,,, 还 有 其他 设施或服务吗 ？,4,1,1,[0_ 1_ 2_ 4],[3],[5],,,,
209, 房屋 出租 ， 独 栋 房子 ， 其中 一 大 间 带 独立 卫生间 ， 随时 入住 ， 位 于 greenfield ave 紧邻 giant eagle and murry ave.,2,greenfield ave,绿地大道,giant eagle and murry,巨鹰超市和梅瑞大道,,,,,,, 房屋 出租 ， 独 栋 房子 ， 其中 一 大 间 带 独立 卫生间 ， 随时 入住 ， 位 于绿地大道 ，紧邻 巨鹰超市和梅瑞大道.,17,6,5,[0_ 1_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 15_ 16_ 18_ 19_ 22],[20_ 21_ 23_ 24_ 25_ 26],[2_ 6_ 14_ 17_ 27],,,,
210, 大家 住 过 house 就 知道 房东 有 多 重要 了 ！,1,house,房子,,,,,,,,, 大家 住 过 整套房子就 知道 房东 有 多 重要 了 ！,10,1,1,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 10],[3],[11],,,,
212, 由 meyers management 公司 统一 管理 ， 非常 规范 。,1,meyers management,梅耶物业,,,,,,,,, 由 梅耶公司 统一 管理 ， 非常 规范 。,6,2,2,[0_ 3_ 4_ 5_ 7_ 8],[1_ 2],[6_ 9],,,,
213, 也 有 parking 。,1,parking,停车坪,,,,,,,,, 也 有 停车坪。,2,1,1,[0_ 1],[2],[3],,,,
214, 步行 五 分钟 有 whole food 。,1,whole food,全食超市,,,,,,,,, 步行 五 分钟 有 全食超市 。,4,2,1,[0_ 1_ 2_ 3],[4_ 5],[6],,,,
215, 房子 干净 ， 家具 全 ， 网络 全 ， 有 免费 试用 的 washer dryer ， 可 包 utility ， queen 床 ， 厨具 和 床上 用品 都 可以 提供 。,3,washer dryer,洗衣机和烘干机,utility,服务,queen,标准双人大小,,,,, 房子 干净 ， 家具 全 ， 网络 全 ， 有 免费 试用 的 洗衣机和烘干机， 可 包物业费 ， 标准双人床 ， 厨具 和 床上 用品 都 可以 提供 。,20,4,7,[0_ 1_ 3_ 4_ 6_ 7_ 9_ 10_ 11_ 12_ 16_ 17_ 21_ 23_ 24_ 25_ 26_ 27_ 28_ 29],[13_ 14_ 18_ 20],[2_ 5_ 8_ 15_ 19_ 22_ 30],,,,
218, house 出租 2018.,1,house,房屋,,,,,,,,, 房屋出租2018,1,1,1,[1],[0],[2],,,,
220, 房型 ： house 一 层 ， 与 二 层 完全 独立 。,1,house,房屋,,,,,,,,, 房型 ： 房屋一 层  与 二 层 完全 独立 。,8,1,3,[0_ 3_ 4_ 6_ 7_ 8_ 9_ 10],[2],[1_ 5_ 11],,,,
221, 距离 giant eagle （ 10-15 min ） ， cvs （ 10-15 mins ） 可以 步行 可达 ， 周围 还有 很多 的 饭店 。,4,giant eagle,巨鹰超市,min,分钟,cvs,cvs,mins,分钟,,, 距离 巨鹰超市 （ 10-15 分钟 ） ， cvs （ 10-15 分钟 ） 可以 步行 可达 ， 周围 还有 很多 的 饭店 。,9,5,9,[0_ 13_ 14_ 15_ 17_ 18_ 19_ 20_ 21],[1_ 2_ 5_ 8_ 11],[3_ 4_ 6_ 7_ 9_ 10_ 12_ 16_ 22],,,,
222, 周边 有 一 个 pizza 店 ， 一 个 墨西哥 菜 。,1,pizza,披萨,,,,,,,,, 周边 有 一 个 披萨店 ， 一 个 墨西哥 菜 。,9,1,2,[0_ 1_ 2_ 3_ 5_ 7_ 8_ 9_ 10],[4],[6_ 11],,,,
223, 租户 将 与 mozart management 物业 直接 签约 。,1,mozart management,莫扎特管理,,,,,,,,, 租户 将 与莫扎特 物业管理公司 直接 签约 。,6,2,1,[0_ 1_ 2_ 5_ 6_ 7],[3_ 4],[8],,,,
224, 晚上 还有 escort 直达 公寓 门口 。,1,escort,护送车,,,,,,,,, 晚上 还有 护送车直达 公寓 门口 。,5,1,1,[0_ 1_ 3_ 4_ 5],[2],[6],,,,
225, 附近 有 giant eagle 和 府 河 人家 。,1,giant eagle,巨鹰超市,,,,,,,,, 附近 有 巨鹰超市和 府 河 人家 。,6,2,1,[0_ 1_ 4_ 5_ 6_ 7],[2_ 3],[8],,,,
227, 两 个 超大 walk in closet ， 还 可以 免费 申请 地下室 storage space 。,2,walk in closet,步入式衣柜,storage space,储物空间,,,,,,, 两 个 超大 步入式衣柜 ， 还 可以 免费 申请 地下室 的储物空间 。,8,5,2,[0_ 1_ 2_ 7_ 8_ 9_ 10_ 11],[3_ 4_ 5_ 12_ 13],[6_ 14],,,,
228, walnut street 上 餐厅 众多 ， 附近 还有 giant eagle ， whole foods 等 大型 超市 。,3,walnut street,沃尔纳特街,giant eagle,巨鹰超市,whole foods,全食超市,,,,, 沃尔纳特街上 餐厅 众多 ， 附近 还有 巨鹰超市， 全食超市等 大型 超市 。,8,6,3,[2_ 3_ 4_ 6_ 7_ 13_ 14_ 15],[0_ 1_ 8_ 9_ 11_ 12],[5_ 10_ 16],,,,
231, 女生 在 ibm 做 设计师 ， 男生 即将 完成 cs phd 。,2,ibm,万国商业机器公司,cs phd,电脑工程博士,,,,,,, 女生 在万国商业机器公司做 设计师 ， 男生 即将 完成 电脑科学博士。,7,3,2,[0_ 1_ 3_ 4_ 6_ 7_ 8],[2_ 9_ 10],[5_ 11],,,,
232, 餐厅 和 deck 之前 是 全 景 玻璃 门 。,1,deck,露台,,,,,,,,, 餐厅 和 露台之前 是 全 景 玻璃 门 。,8,1,1,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8],[2],[9],,,,
233, 生活 不 只是 便利 ， 是 非常 丰富 ~ 关于 租约 和 价格 bedroom 1$600 ， bedroom 2$540 ， bedroom 3$520 ；,3,bedroom,卧室,bedroom,卧室,bedroom,卧室,,,,, 生活 不 只是 便利 ， 是 非常 丰富 ~ 关于 租约 和 价格 卧室1$600 ， 卧室2$540 ， 卧室3$520 ；,11,3,8,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 9_ 10_ 11_ 12],[13_ 16_ 19],[4_ 8_ 14_ 15_ 17_ 18_ 20_ 21],,,,
234, 非常 宽敞 ， 可以 放 两 张 full-size 床 ， 还有 walk-in closet ！,1,closet,步入式衣柜,,,,,,,,, 非常 宽敞 ， 可以 放 两 张单人床 ， 还有 步入式衣柜 ！,8,1,5,[0_ 1_ 3_ 4_ 5_ 6_ 8_ 10],[12],[2_ 7_ 9_ 11_ 13],,,,
235, royal garden 公寓 卧室 诚意 招租 因 本人 年底 毕业 ， 现 诚意 招租 。,1,royal garden,皇家花园,,,,,,,,, 皇家花园 公寓 卧室 诚意 招租 因 本人 年底 毕业 ， 现 诚意 招租 。,11,2,2,[2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13],[0_ 1],[10_ 14],,,,
236, 周边 ： 步行 五 分钟 到 giant eagle ， 十 分钟 到 熊猫 超市 和 rite aid 药店 。,2,giant eagle,巨鹰超市,rite aid,来德爱,,,,,,, 周边 ： 步行 五 分钟 到 巨鹰超市 ， 十 分钟 到 熊猫 超市 和 来德爱 药店 。,12,4,3,[0_ 2_ 3_ 4_ 5_ 9_ 10_ 11_ 12_ 13_ 14_ 17],[6_ 7_ 15_ 16],[1_ 8_ 18],,,,
238, 位于 escort yellow line 上 ， 熬夜 赶 due 回家 也 不用 担心 哦 ！,2,escort yellow line,黄线护送车,due,最后期限,,,,,,, 位于 护送车黄线 上 ， 熬夜 赶作业 回家 也 不用 担心 哦 ！,9,4,2,[0_ 4_ 6_ 7_ 9_ 10_ 11_ 12_ 13],[1_ 2_ 3_ 8],[5_ 14],,,,
239, 风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 offer ！,1,offer,录取,,,,,,,,, 风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 录取！,13,1,2,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13],[14],[2_ 15],,,,
240, 我 在 greenfield 的 房子 的 一 个 大 卧室 出租 。,1,greenfield,绿地,,,,,,,,, 我 在 绿地的 房子 的 一 个 大 卧室 出租 。,10,1,1,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10],[2],[11],,,,
241, yellow escort 站 走 半 分钟 ， 距离 61c，61d 3-5 分钟 。,1,yellow escort,黄护送车,,,,,,,,, 黄护送车站 走 半 分钟 ， 距离 61c，61d 3-5 分钟 。,6,2,4,[2_ 3_ 4_ 5_ 7_ 10],[0_ 1],[6_ 8_ 9_ 11],,,,
242, 需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 available 。,1,available,可租,,,,,,,,, 需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 可租。,11,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11],[12],[8_ 13],,,,
246, 一 个 匹 大 的 phd 学长 ( 有 车 周末 可以 出去 买 买 买 ！,1,phd,博士,,,,,,,,, 一 个 匹 大 的 读博学长 ( 有 车 周末 可以 出去 买 买 买 ！,14,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15],[5],[7_ 16],,,,
247, 且 在 寒冷 的 匹兹堡 cover 所有 暖气 费 ！,1,cover,包含,,,,,,,,, 且 在 寒冷 的 匹兹堡 包含所有 暖气 费 ！,8,1,1,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8],[5],[9],,,,
248, 租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， so easy ！,1,so easy,超简单,,,,,,,,, 租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， 很方便 ！,26,2,4,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 20_ 21_ 23_ 24_ 25_ 26_ 27],[29_ 30],[12_ 22_ 28_ 31],,,,
249, 在 shady ave.,1,shady,沙地大道,,,,,,,,, 在 沙地大道,1,1,1,[0],[1],[2],,,,
250, 和 walnut st .,1,walnut st,沃尔纳特街,,,,,,,,, 和沃尔纳特街,1,2,1,[0],[1_ 2],[3],,,,
252, 家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便 。,1,cvs,cvs,,,,,,,,, 家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便 。,14,1,4,[0_ 1_ 2_ 3_ 4_ 7_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 17],[5],[6_ 8_ 10_ 18],,,,
253, 房间 宽敞 ， 客厅 更大 ， 可 开 party ， 卧室 里 各 式 家具 齐全 ， 拎包 入住 。,1,party,派对,,,,,,,,, 房间 宽敞 ， 客厅 更大 ， 可 开 派对， 卧室 里 各 式 家具 齐全 ， 拎包 入住 。,14,1,5,[0_ 1_ 3_ 4_ 6_ 7_ 10_ 11_ 12_ 13_ 14_ 15_ 17_ 18],[8],[2_ 5_ 9_ 16_ 19],,,,
254, 欢迎 text ， 不 能 时时 接 电话 。,1,text,发短信,,,,,,,,, 欢迎 来短信， 不 能 时时 接 电话 。,6,1,2,[0_ 3_ 4_ 5_ 6_ 7],[1],[2_ 8],,,,
255, 走路 去 giant eagle,1,giant eagle,巨鹰超市,,,,,,,,, 走路 去 巨鹰超市,2,2,0,[0_ 1],[2_ 3],[],,,,
258, 步行 五 分钟 有 whole food 。,1,whole food,全食超市,,,,,,,,, 步行 五 分钟 有 全食 超市 。,4,2,1,[0_ 1_ 2_ 3],[4_ 5],[6],,,,
259, 北面 五 分钟 是 shady 最 繁华 的 walnut street ， 再 过去 就是 giant eagle 等 超市 。,3,shady,沙地区,walnut street,沃尔纳特街,giant eagle,巨鹰超市,,,,, 北面 五 分钟 是 沙地区最 繁华 的 沃尔纳特街 ， 再 过去 就是 巨鹰超市等 超市 。,12,5,2,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 11_ 12_ 13_ 16_ 17],[4_ 8_ 9_ 14_ 15],[10_ 18],,,,
260, 晚上 有 学校 shuttle 能 送到 家 。,1,shuttle,班车,,,,,,,,, 晚上 有 学校 班车能 送到 家 。,6,1,1,[0_ 1_ 2_ 4_ 5_ 6],[3],[7],,,,
261, utility 不 包 。,1,utility,服务费,,,,,,,,, 水电气费不包,2,1,1,[1_ 2],[0],[3],,,,
262, 详情 请 微 信 fingolfin_will_rise 或者 email em@10,1,email,邮箱,,,,,,,,, 详情 请 微 信 fingolfin_will_rise 或者 em@11,5,1,2,[0_ 1_ 2_ 3_ 5],[6],[4_ 7],,,,
265, 吃饭 地方 多 ， 出门 右 拐 即 是 ellsworth ave ， 有 很多 西餐 店 和 酒吧 ；,1,ellsworth ave,艾斯沃兹大道,,,,,,,,, 吃饭 地方 多 ， 出门 右 拐 即 是艾斯沃兹大道 ， 有 很多 西餐 店 和 酒吧 ；,14,2,3,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 12_ 13_ 14_ 15_ 16_ 17],[9_ 10],[3_ 11_ 18],,,,
266, 电话 ： pn-1 ， email : em@13,1,email,邮箱,,,,,,,,, 电话 ： pn-1 ， 邮箱: em@13,1,1,5,[0],[4],[1_ 2_ 3_ 5_ 6],,,,
267, 价格 ： $500 / 月 ， 包含 所有 utility 。,1,utility,服务费用,,,,,,,,, 价格 ： $500 / 月 ， 包含 所有 水电气等服务费。,4,1,5,[0_ 4_ 6_ 7],[8],[1_ 2_ 3_ 5_ 9],,,,
268, 五六 分钟 可以 走到 murray 大街 的 giant eagle ( giant eagle 是 最 大 的 食品 超级 市场 ),3,murray,梅瑞,giant eagle,巨鹰,giant eagle,巨鹰超市,,,,, 五六 分钟 可以 走到 梅瑞大街 的 巨鹰超市( 巨鹰超市 是 最 大 的 食品 超级 市场 ),13,5,2,[0_ 1_ 2_ 3_ 5_ 6_ 12_ 13_ 14_ 15_ 16_ 17_ 18],[4_ 7_ 8_ 10_ 11],[9_ 19],,,,
269, 门口 有 bus 到 中国 店 等 。,1,bus,公交,,,,,,,,, 门口 有 公交到 中国 店 等 。,6,1,1,[0_ 1_ 3_ 4_ 5_ 6],[2],[7],,,,
270, whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证 。,1,whole foods,全食超市,,,,,,,,, 全食超市 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证 。,17,2,3,[2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 18_ 19_ 20],[0_ 1],[10_ 17_ 21],,,,
271, 路由器 是 dual band ！,1,dual band,双频,,,,,,,,, 路由器 是 双频的！,2,2,1,[0_ 1],[2_ 3],[4],,,,
272, 价格 公道 ， 附近 其他 房子 算 utility fee 都 要 大概 700-800 左右 。,1,utility fee,服务费，水电气费,,,,,,,,, 价格 公道 ， 附近 其他 房子 算 服务费都 要 大概 700-800 左右 。,10,2,3,[0_ 1_ 3_ 4_ 5_ 6_ 9_ 10_ 11_ 13],[7_ 8],[2_ 12_ 14],,,,
274, 公寓 的 管理 是 meyers management ， 有 任何 需要 修 的 地方 都 可以 叫 他们 免费 来 修 。,1,meyers management,梅耶物业管理,,,,,,,,, 公寓 由梅耶物业公司 管理 ， 有 任何 需要 修 的 地方 都 可以 叫 他们 免费 来 修 。,17,2,2,[0_ 1_ 2_ 3_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19],[4_ 5],[6_ 20],,,,
275, 本人 是 哥伦比亚 大学 的 学生 ， 来 pitts 实习 ， 男生 ， 求 8.,1,pitts,匹兹堡,,,,,,,,, 本人 是 哥伦比亚 大学 的 学生 ， 来 匹兹堡实习 ， 男生 ， 求 8.,10,1,4,[0_ 1_ 2_ 3_ 4_ 5_ 7_ 9_ 11_ 13],[8],[6_ 10_ 12_ 14],,,,
276, 房子 附近 有 giant eagle 和 各 类 饭店 。,1,giant eagle,巨鹰超市,,,,,,,,, 房子 附近 有巨鹰超市和 各 类 饭店 。,7,2,1,[0_ 1_ 2_ 5_ 6_ 7_ 8],[3_ 4],[9],,,,
277, （ utility 全 包 ） 。,1,utility,服务费，水电气费,,,,,,,,, （ 水电气费全 包 ） 。,2,1,3,[2_ 3],[1],[0_ 4_ 5],,,,
278, main office 就 在 地下 一 楼 ， 咨询 非常 方便 。,1,main office,总办公室,,,,,,,,, 总办公室就 在 地下 一 楼 ， 咨询 非常 方便 。,8,2,2,[2_ 3_ 4_ 5_ 6_ 8_ 9_ 10],[0_ 1],[7_ 11],,,,
279, 我 希望 租 一 个 房间 前 一 整 年 lease 。,1,lease,租约,,,,,,,,, 我 希望 租 一 个 房间 前 一 整年的租期。,10,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[10],[11],,,,
280, market district 的 giant eagle 和 walnut street 都 在 步行 范围 内 ， 购物 非常 方便 。,3,market district,市场区,giant eagle,巨鹰超市,walnut street,沃尔纳特街,,,,, 市场区的 巨鹰超市和 沃尔纳特街 都 在 步行 范围 内 ， 购物 非常 方便 。,10,6,2,[2_ 5_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 16],[0_ 1_ 3_ 4_ 6_ 7],[13_ 17],,,,
281, 欢迎 text ， 不 能 时时 接 电话 。,1,text,发短信,,,,,,,,, 欢迎 发短信， 不 能 时时 接 电话 。,6,1,2,[0_ 3_ 4_ 5_ 6_ 7],[1],[2_ 8],,,,
282, html 联系 电话 ： pn-2,1,html,链接,,,,,,,,, 链接联系 电话 ： pn-2,2,1,2,[1_ 2],[0],[3_ 4],,,,
283, lease 从 八月 开始 ， 具体 日期 可以 商量 。,1,lease,租期,,,,,,,,, 租期从 八月 开始 ， 具体 日期 可以 商量 。,7,1,2,[1_ 2_ 3_ 5_ 6_ 7_ 8],[0],[4_ 9],,,,
284, house 一共 有 两 层 + 地下室 。,1,house,房子,,,,,,,,, 房子一共 有 两 层 + 地下室 。,5,1,2,[1_ 2_ 3_ 4_ 6],[0],[5_ 7],,,,
286, 全新 的 宜家 买 的 twin size 的 床 和 书桌 柜子 ， 房间 内 有 closet 。,2,twin size,美式小单人床,closet,衣柜,,,,,,, 全新 的 宜家 买 的小单人床的 床 和 书桌 柜子 ， 房间 内 有 衣柜。,13,3,2,[0_ 1_ 2_ 3_ 4_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15],[5_ 6_ 16],[12_ 17],,,,
288, pn-3 call 或者 text 都 阔 以 。,2,call,打电话,text,发短信,,,,,,, pn-3 打电话 或者 发短信 都 可 以 。,4,2,2,[2_ 4_ 5_ 6],[1_ 3],[0_ 7],,,,
