SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,,
107, 地址 在 frick park 附近 。,1,frick park,弗里克公园,,,,,,,,, 地址 在弗里克公园 附近 。,3,2,1,[0_ 1_ 4],[2_ 3],[5],,,,,
108, 或者 请 查看 word 附件 ～,1,word,文档,,,,,,,,, 或者 请 查看文档附件 ～,4,1,1,[0_ 1_ 2_ 4],[3],[5],,,,,
109, （ 坐标 ： south oakland ， 联系 方式 ： em@4,1,south oakland,南奥克兰,,,,,,,,, （ 坐标 ： 南奥克兰， 联系 方式 ： em@4,3,2,5,[1_ 6_ 7],[3_ 4],[0_ 2_ 5_ 8_ 9],,,,,
110, 每 三千 迈 用 最 好 的 mobil-1 synthetic oil 细心 保养,1,synthetic oil,合成油,,,,,,,,, 每 三千 迈 用 最 好 的 汽车一号 合成油 细心 保养,9,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 10_ 11],[8_ 9],[7],,,,,
111, 仅 后面 bumper 和 左 后 车门 有 少许 dents,2,bumper,保险杠,dents,凹痕,,,,,,, 仅 后面保险杠 和 左 后 车门 有 少许凹痕,8,2,0,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8],[2_ 9],[],,,,,
112, 坐标 ： squirrel hill .,1,squirrel hill,松鼠山,,,,,,,,, 坐标 ：松鼠山,1,2,2,[0],[2_ 3],[1_ 4],,,,,
113, 免费 的 桌子 ， baby seat ， high chair ， queen size mattress and box .,3,baby seat,婴儿座椅,high chair,高脚凳,queen size mattress and box,大号席梦思和盒子,,,,, 免费 的 桌子 ， 婴儿座椅，高脚凳 ， 大号席梦思和盒子,3,9,4,[0_ 1_ 2],[4_ 5_ 7_ 8_ 10_ 11_ 12_ 13_ 14],[3_ 6_ 9_ 15],,,,,
115, 八月 初 到 匹兹堡 ， 需要 一 张 queen size 的 床 ， 桌子 ， 椅子 各 种 家具,1,queen size,大号,,,,,,,,, 八月 初 到 匹兹堡 ， 需要 一 张 大号 的 床 ， 桌子 ， 椅子 各 种 家具,14,2,3,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 10_ 11_ 13_ 15_ 16_ 17_ 18],[8_ 9],[4_ 12_ 14],,,,,
116, 利用 closet 下方 空间 的 整理 架 免费,1,closet,衣橱,,,,,,,,, 利用 衣橱 下方 空间 的 整理 架 免费,7,1,0,[0_ 2_ 3_ 4_ 5_ 6_ 7],[1],[],,,,,
117, 我 的 地址 在 fifth ave and aiken ave 附近 。,1,fifth ave and aiken ave,五街和艾肯街,,,,,,,,, 我 的 地址 在 五街和艾肯街 附近 。,5,5,1,[0_ 1_ 2_ 3_ 9],[4_ 5_ 6_ 7_ 8],[10],,,,,
118, 有 兴趣 的 朋友 请 联系 [ url = mailtoynch.,1,url,统一资源定位符,,,,,,,,, 有 兴趣 的 朋友 请 联系 [ 统一资源定位符 = mailtoynch.,6,1,3,[0_ 1_ 2_ 3_ 4_ 5],[7],[6_ 8_ 9],,,,,
119, 打印机 为 brother hl-2270 dw ， 状态 良好,2,brother,兄弟,dw,,,,,,,, 打印机 为 兄弟牌 hl-2270 dw ， 状态 良好,4,2,2,[0_ 1_ 6_ 7],[2_ 4],[3_ 5],,,,,
120, 东西 在 north oakland,1,north oakland,北奥克兰,,,,,,,,, 东西 在 北奥克兰,2,2,0,[0_ 1],[2_ 3],[],,,,,
121, 地点 位于 s highland ave 和 elwood st 交界,2,s highland ave,南高地街,elwood st,埃尔伍德街,,,,,,, 地点 位于 南高地街 和 埃尔伍德街 交界,4,5,0,[0_ 1_ 5_ 8],[2_ 3_ 4_ 6_ 7],[],,,,,
122, 你 转账 后 ， 我 给 你 完整 的 report .,1,report,报告,,,,,,,,, 你 转账 后 ， 我 给 你 完整 的 报告,8,1,2,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8],[9],[3_ 10],,,,,
123, queen size 睡 两 人 很 宽敞 ， 舒服 ！,1,queen size,大号床,,,,,,,,, 大号床 睡 两 人 很 宽敞 ， 舒服 ！,6,2,2,[2_ 3_ 4_ 5_ 6_ 8],[0_ 1],[7_ 9],,,,,
124, 微波炉 ， danby 0.,1,danby,丹比,,,,,,,,, 微波炉 ，丹比0.,1,1,2,[0],[2],[1_ 3],,,,,
125, 人 在 centre giant eagle 附近 ~,1,centre giant eagle,中大老鹰,,,,,,,,, 人 在 中 大老鹰 附近 ~,3,3,1,[0_ 1_ 5],[2_ 3_ 4],[6],,,,,
126, 求购 window machine,1,window machine,窗口机,,,,,,,,, 求购 窗口机,1,2,0,[0],[1_ 2],[],,,,,
127, 白板 [ size = 14.,1,size,大小,,,,,,,,, 白板 [ 大小= 14.,1,1,3,[0],[2],[1_ 3_ 4],,,,,
128, 可以 支撑 起来 看 视频 的 case,1,case,外壳,,,,,,,,, 可以 支撑 起来 看 视频 的 外壳,6,1,0,[0_ 1_ 2_ 3_ 4_ 5],[6],[],,,,,
129, [ quote ] ff_li 发表 于 2016-5-412:20,1,quote,引用,,,,,,,,, [引用 ] ff_li 发表 于 2016-5-412:20,2,1,4,[4_ 5],[1],[0_ 2_ 3_ 6],,,,,
130, 有 兴趣 邮件 betty em@5,1,betty,贝蒂,,,,,,,,, 有 兴趣 邮件 betty em@5,3,1,1,[0_ 1_ 2],[3],[4],,,,,
131, 验证 码 [ url = ] 换 一 个 [/url ],1,url,统一资源定位符,,,,,,,,, 验证 码 [ 统一资源定位符 = ] 换 一 个 [/统一资源定位符 ],5,1,5,[0_ 1_ 6_ 7_ 8],[3],[2_ 4_ 5_ 9_ 10],,,,,
132, dish dryer : 有 专门 可以 放 筷子 的 地方 。,1,dish dryer,晾碗框,,,,,,,,, 晾碗框 : 有 专门 可以 放 筷子 的 地方 。,7,2,2,[3_ 4_ 5_ 6_ 7_ 8_ 9],[0_ 1],[2_ 10],,,,,
133, 或 发 邮件 到 ： cap em@6,1,cap,帽子,,,,,,,,, 或 发 邮件 到 ： cap em@6,4,1,2,[0_ 1_ 2_ 3],[5],[4_ 6],,,,,
134, 所有 保养 ， inspection ， 换 轮胎 全 都 是 在 奔驰 dealer 做 的 。,2,inspection,检查,dealer,卖家,,,,,,, 所有 保养 ，检查 ， 换 轮胎 全 都 是 在 奔驰 卖家做 的 。,11,2,3,[0_ 1_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 13_ 14],[3_ 12],[2_ 4_ 15],,,,,
135, 半 年 前 换 了 四 个 break rotors ， 和 两 个 front breaks ，,2,break rotors,brake rotor 刹车转子,front breaks,front brake前刹,,,,,,, 半 年 前 换 了 四 个 刹车转子 ， 和 两 个前刹，,10,4,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 10_ 11_ 12],[7_ 8_ 13_ 14],[9_ 15],,,,,
136, 最好 在 centre ， market district giant eagle 附近 。,2,centre,中 ,market district giant eagle,市场区大老鹰,,,,,,, 最好 在 中大老鹰超市区 附近 。,3,5,2,[0_ 1_ 8],[2_ 4_ 5_ 6_ 7],[3_ 9],,,,,
137, 需要 自己 来 pick up ， 谢谢 ！,1,pick up,拿,,,,,,,,, 需要 自己 来拿， 谢谢 ！,4,2,2,[0_ 1_ 2_ 6],[3_ 4],[5_ 7],,,,,
138, 回国 出 高端 音响 beats by dr.,1,beats by,beats,,,,,,,,, 回国 出 高端 音响 beats by dr.,4,2,1,[0_ 1_ 2_ 3],[4_ 5],[6],,,,,
139, 电话 ： 412-六五二－6177 （ 最好 message ）,1,message,短信,,,,,,,,, 电话 ： 412-六五二－6177 （ 最好 短信 ）,2,1,4,[0_ 4],[5],[1_ 2_ 3_ 6],,,,,
140, 顶上 的 mic 不 能 调节 方向 ， 但是 对 录音 效果 并 无 影响 ，,1,mic,麦克风,,,,,,,,, 顶上 的 麦克风 不 能 调节 方向 ， 但是 对 录音 效果 并 无 影响 ，,13,1,2,[0_ 1_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[2],[7_ 15],,,,,
141, 一 个 厚 被子 ， queen size 。,1,queen size,大号的,,,,,,,,, 一 个 厚 被子 ， 大号的。,4,2,2,[0_ 1_ 2_ 3],[5_ 6],[4_ 7],,,,,
142, 搅拌机 ， $5--- sold,1,sold,已出售,,,,,,,,, 搅拌机 ， $5---已出售,1,1,2,[0],[3],[1_ 2],,,,,
143, 买 两 件 以上 送 phipps conservatory and botanical gardens 门票 一 张 ， 买 三 件 以上,1,phipps conservatory and botanical gardens,菲普斯温室植物园,,,,,,,,, 买 两 件 以上 送 菲普斯温室植物园 门票 一 张 ， 买 三 件 以上,12,5,1,[0_ 1_ 2_ 3_ 4_ 10_ 11_ 12_ 14_ 15_ 16_ 17],[5_ 6_ 7_ 8_ 9],[13],,,,,
144, wireless chiclet-style keyboard ， optical mouse ， 赠送 键盘 和 鼠标 ；,3,wireless,无线的,keyboard,键盘,optical mouse,光学鼠标,,,,, 无线的方块键盘 ，光学鼠标 ， 赠送 键盘 和 鼠标 ；,4,4,4,[7_ 8_ 9_ 10],[0_ 2_ 4_ 5],[1_ 3_ 6_ 11],,,,,
145, 操作 系统 ： windows 8.,1,windows,视窗,,,,,,,,, 操作 系统 ： 视窗 8.,2,1,2,[0_ 1],[3],[2_ 4],,,,,
146, 显卡 ： integrated ;,1,integrated,集成,,,,,,,,, 显卡 ：集成 ;,1,1,2,[0],[2],[1_ 3],,,,,
147, 给 自己 ding 一下 ！,1,ding,顶,,,,,,,,, 给 自己 顶 一下 ！,3,1,1,[0_ 1_ 3],[2],[4],,,,,
148, 今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,1,code,代码,,,,,,,,, 今天 随手 一 试 发现代码 能用 ， 真是 意外 惊喜 。,9,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 8_ 9_ 10],[5],[7_ 11],,,,,
149, honeywell 电 风扇 ， amazon 23.,2,honeywell,哈尼维尔,amazon,亚马逊,,,,,,, 哈尼维尔电 风扇 ， 亚马逊 23.,2,2,2,[1_ 2],[0_ 4],[3_ 5],,,,,
150, 毕业 甩卖 家具 （ 具体 价格 图片 见 google doc ）,1,google doc,谷歌文档,,,,,,,,, 毕业 甩卖 家具 （ 具体 价格 图片 见 谷歌文档 ）,7,2,2,[0_ 1_ 2_ 4_ 5_ 6_ 7],[8_ 9],[3_ 10],,,,,
151, 位置 在 hobart street ， squirrel hill .,2,hobart street,霍巴特街,squirrel hill,松鼠山,,,,,,, 位置 在霍巴特街 ，松鼠山.,2,4,2,[0_ 1],[2_ 3_ 5_ 6],[4_ 7],,,,,
152, 楼主 发现 amazon 刚刚 匹配 了 $ 33.,1,amazon,亚马逊,,,,,,,,, 楼主 发现 亚马逊 刚刚 匹配 了 $ 33.,5,1,2,[0_ 1_ 3_ 4_ 5],[2],[6_ 7],,,,,
153, sony 的 2.,1,sony,索尼,,,,,,,,, 索尼 的 2.,1,1,1,[1],[0],[2],,,,,
154, amazon 原价 23.,1,amazon,亚马逊,,,,,,,,, 亚马逊 原价 23.,1,1,1,[1],[0],[2],,,,,
155, 这 款 面 包机 在 amazon 卖 $ 54.,1,amazon,亚马逊,,,,,,,,, 这 款 面 包机 在 亚马逊 卖 $ 54.,6,1,2,[0_ 1_ 2_ 3_ 4_ 6],[5],[7_ 8],,,,,
156, target （ 电子 产品 ， 家居 ， 衣物 等 。,1,target,塔吉特,,,,,,,,, 塔吉特 （ 电子 产品 ， 家居 ， 衣物 等 。,5,1,4,[2_ 3_ 5_ 7_ 8],[0],[1_ 4_ 6_ 9],,,,,
157, apple watch 送 $100 礼品 卡 （ 相当于 $249 ） ;,1,apple watch,苹果手表,,,,,,,,, 苹果手表送 $100 礼品 卡 （ 相当于 $249 ） ;,4,2,5,[2_ 4_ 5_ 7],[0_ 1],[3_ 6_ 8_ 9_ 10],,,,,
158, best buy 的 电视 deal 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,2,best buy,百思买,deal,促销,,,,,,, 百思买的 电视 促销 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,18,3,2,[2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18_ 20_ 21_ 22],[0_ 1_ 4],[12_ 19],,,,,
159, staples （ 电器 ， 电子 产品 ）,1,staples,订书机？（应该是个电子产品的牌子？）,,,,,,,,, 订书机 （ 电器 ， 电子 产品 ）,3,1,3,[2_ 4_ 5],[0],[1_ 3_ 6],,,,,
160, kindle paperwhite$99 ( 原价 $ 119.,1,kindle,电子书,,,,,,,,, 电子书 $99 ( 原价 $ 119.,1,1,4,[3],[0],[1_ 2_ 4_ 5],,,,,
161, ebay （ 综合 类 。,1,ebay,易趣,,,,,,,,, 易趣（ 综合 类 。,2,1,2,[2_ 3],[0],[1_ 4],,,,,
162, jc penney （ 主要 是 衣服 ， 很多 冬装 9.,1,jc penney,杰西盘尼,,,,,,,,, 杰西盘尼 （ 主要 是 衣服 ， 很多 冬装 9.,5,2,3,[3_ 4_ 5_ 7_ 8],[0_ 1],[2_ 6_ 9],,,,,
163, 差不多 算是 全新 的 了 ， 适合 full-size stove 的 公寓 或 house 使用 。,2,stove,壁炉,house,住宅,,,,,,, 差不多 算是 全新 的 了 ， 适合 带全壁炉 的 公寓 或 独栋住宅使用 。,10,2,3,[0_ 1_ 2_ 3_ 4_ 6_ 9_ 10_ 11_ 13],[8_ 12],[5_ 7_ 14],,,,,
164, 具体 联系 ： lig em@7,1,lig,李哥,,,,,,,,, 具体 联系 ： lig em@7,2,1,2,[0_ 1],[3],[2_ 4],,,,,
165, 高清 图片 见 google doc,1,google doc,谷歌文档,,,,,,,,, 高清 图片 见 谷歌文档,3,2,0,[0_ 1_ 2],[3_ 4],[],,,,,
166, 可以 轻松 在 cmos 里 超频 。,1,cmos,计算机芯片,,,,,,,,, 可以 轻松 在 计算机芯片 里 超频 。,5,1,1,[0_ 1_ 2_ 4_ 5],[3],[6],,,,,
167, id=0b2acusdjp9ogqzhpeejstc1quuu&usp = sharing ， 有 兴趣 欢迎 联系 ， 电话 pn-6 ， 邮件 em@8,1,sharing,分享,,,,,,,,, id=0b2acusdjp9ogqzhpeejstc1quuu&usp = sharing ， 有 兴趣 欢迎 联系 ， 电话 pn-6 ， 邮件 em@8,6,1,7,[4_ 5_ 6_ 7_ 9_ 12],[2],[0_ 1_ 3_ 8_ 10_ 11_ 13],,,,,
168, html （ 价格 可以 商量 ）,1,html,超文字标记语言,,,,,,,,, 超文字标记语言 （ 价格 可以 商量 ）,3,1,2,[2_ 3_ 4],[0],[1_ 5],,,,,
169, update : 依然 有效 ， 现在 $ 25.,1,update,更新,,,,,,,,, 更新 : 依然 有效 ， 现在 $ 25.,3,1,4,[2_ 3_ 5],[0],[1_ 4_ 6_ 7],,,,,
170, amazon 上 买 的 新 书 ， 除了 用 铅笔 划 过 几 条 线 以外 就 跟 新 的 一样 。,1,amazon,亚马逊,,,,,,,,, 亚马逊 上 买 的 新 书 ， 除了 用 铅笔 划 过 几 条 线 以外 就 跟 新 的 一样 。,19,1,2,[1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 20],[0],[6_ 21],,,,,
171, dell st 201020-inch 16:9 aspect ratio flat panel monitor + 音响 $40,2,dell st,戴尔街,aspect ratio flat panel monitor,宽高比平板显示屏,,,,,,, 戴尔 2010款 20英寸 16:9 平板显示器 + 音响 $40,1,7,4,[10],[0_ 1_ 4_ 5_ 6_ 7_ 8],[2_ 3_ 9_ 11],,,,,
172, 平时 用 的 很 仔细 ， condition 很好 。,1,condition,状态,,,,,,,,, 平时 用 的 很 仔细 ， 状态 很好 。,6,1,2,[0_ 1_ 2_ 3_ 4_ 7],[6],[5_ 8],,,,,
173, 感兴趣 的 请 email 至 em@9,1,email,电子邮件,,,,,,,,, 感兴趣 的 请 发电子邮件 至 em@9,4,1,1,[0_ 1_ 2_ 4],[3],[5],,,,,
174, hello ， 大家 好,1,hello,嘿,,,,,,,,, 嘿 ， 大家 好,2,1,1,[2_ 3],[0],[1],,,,,
175, 轻薄 便捷 ， usb 连接,1,usb,通用串行总线,,,,,,,,, 轻薄 便捷 ，通用串行总线 连接,3,1,1,[0_ 1_ 4],[3],[2],,,,,
176, 电磁场 与 电磁波 david k .,1,david k,大卫k,,,,,,,,, 电磁场 与 电磁波 大卫 k .,3,2,1,[0_ 1_ 2],[3_ 4],[5],,,,,
177, 动态 系统 的 数字 控制 gene f.,1,gene,基因,,,,,,,,, 动态 系统 的 数字 控制 基因 f.,5,1,1,[0_ 1_ 2_ 3_ 4],[5],[6],,,,,
178, 仍然 available :,1,available,有效,,,,,,,,, 仍然 有效 :,1,1,1,[0],[1],[2],,,,,
179, 坐标 craig 上 的 cvs 附近,2,craig,克列戈,cvs,超市,,,,,,, 坐标 克列戈街 上 的 cvs（超市名） 附近,4,2,0,[0_ 2_ 3_ 5],[1_ 4],[],,,,,
180, 选择 standard shipping 即 可 免 运费 。,1,standard shipping,标准运送,,,,,,,,, 选择 标准运送即 可 免 运费 。,5,2,1,[0_ 3_ 4_ 5_ 6],[1_ 2],[7],,,,,
181, 因 太太 准备 开车 ， 不 习惯 开 suv ， 所以 正在 购买 新车 中 。,1,suv,城市功能越野车,,,,,,,,, 因 太太 准备 开车 ， 不 习惯 开 城市功能越野车 ， 所以 正在 购买 新车 中 。,12,1,3,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 10_ 11_ 12_ 13_ 14],[8],[4_ 9_ 15],,,,,
182, 成色 不错 啊 ， 是 clean title 吗,1,clean title,干净标题,,,,,,,,, 成色 不错 啊 ， 是干净标题吗,5,2,1,[0_ 1_ 2_ 4_ 7],[5_ 6],[3],,,,,
183, 一 个 是 独立 房 ， 一 个 是 condo .,1,condo,公寓,,,,,,,,, 一 个 是 独立 房 ， 一 个 是公寓 .,8,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8],[9],[5_ 10],,,,,
184, utility : 自理 （ 约 70-100 / 月 ）,1,utility,水电气,,,,,,,,, 水电气 : 自理 （ 约 70-100 / 月 ）,3,1,5,[2_ 4_ 7],[0],[1_ 3_ 5_ 6_ 8],,,,,
185, 个人 平时 比较 宅 ， 不 开 party 。,1,party,聚会,,,,,,,,, 个人 平时 比较 宅 ， 不 开聚会。,6,1,2,[0_ 1_ 2_ 3_ 5_ 6],[7],[4_ 8],,,,,
186, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 发电子邮件 至 em@10,3,1,1,[0_ 1_ 3],[2],[4],,,,,
187, 啊 不 好意思 我 已经 update 了 联系 方式 了,1,update,更新,,,,,,,,, 啊 不 好意思 我 已经 更新了 联系 方式 了,9,1,0,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9],[5],[],,,,,
188, 现在 还 available,1,available,有效,,,,,,,,, 现在 还 有效,2,1,0,[0_ 1],[2],[],,,,,
189, south oakland 独立 一 室 一 厅 公寓 出租 ！,1,south oakland,南奥克兰,,,,,,,,, 南奥克兰独立 一 室 一 厅 公寓 出租 ！,7,2,1,[2_ 3_ 4_ 5_ 6_ 7_ 8],[0_ 1],[9],,,,,
190, 该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 meyers 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。,1,meyers,迈耶斯,,,,,,,,, 该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 迈耶斯 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。,20,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19_ 21_ 22],[11],[8_ 20_ 23],,,,,
191, ） 公寓 情况 ： mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便 。,3,mozart,莫扎特,arlington,艾林顿,mozart,莫扎特,,,,, ） 公寓 情况 ：莫扎特是 匹兹堡 的 大 物业 ，艾林顿 是 莫扎特 的 物业 总部 ， 物业 维修 都 很 方便 。,16,3,5,[1_ 2_ 5_ 6_ 7_ 8_ 9_ 12_ 14_ 15_ 16_ 18_ 19_ 20_ 21_ 22],[4_ 11_ 13],[0_ 3_ 10_ 17_ 23],,,,,
192, 精装 修 、 家具 全 、 free 无线 上网 !,1,free,免费,,,,,,,,, 精装 修 、 家具 全 、免费无线 上网 !,6,1,3,[0_ 1_ 3_ 4_ 7_ 8],[6],[2_ 5_ 9],,,,,
193, oakland 的 干净 精致 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 干净 精致 好 房 您 不 能 错过 ！,9,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[0],[10],,,,,
194, 精装 修 家具 全 free 无线 上网 !,1,free,免费,,,,,,,,, 精装 修 家具 全 免费 无线 上网 !,6,1,1,[0_ 1_ 2_ 3_ 5_ 6],[4],[7],,,,,
195, 地点 ： central oakland,1,central oakland,中奥克兰,,,,,,,,, 地点 ： 中奥克兰,1,2,1,[0],[2_ 3],[1],,,,,
196, 环境 ： 住宅 街区 ， street parking 。,1,street parking,路边停车,,,,,,,,, 环境 ： 住宅 街区 ， 提供路边停车 。,3,2,3,[0_ 2_ 3],[5_ 6],[1_ 4_ 7],,,,,
197, 房型 ： house,1,house,住宅,,,,,,,,, 房型 ： 大独栋住宅,1,1,1,[0],[2],[1],,,,,
198, 欢迎 email 咨询,1,email,电子邮件,,,,,,,,, 欢迎 电子邮件 咨询,2,1,0,[0_ 2],[1],[],,,,,
199, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有公交 到 中国 超市 ， 餐馆 和 市区 .,7,2,2,[0_ 1_ 3_ 4_ 5_ 7_ 8],[2_ 9],[6_ 10],,,,,
200, 本人 ： 男 ， 第二 年 pitt phd 。,1,pitt phd,匹兹堡博士,,,,,,,,, 本人 ： 男 ， 第二 年匹兹堡大学博士。,4,2,3,[0_ 2_ 4_ 5],[6_ 7],[1_ 3_ 8],,,,,
201, house 一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 share 卫生间 。,2,house,住宅,share,共享,,,,,,, 住宅一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 共享 卫生间 。,14,2,1,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 15],[0_ 14],[16],,,,,
202, 四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,1,usd,美刀,,,,,,,,, 四 个 房间 租金 分别 为 390，420，460，490 美刀 / 月 。,7,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 9],[7],[6_ 8_ 10],,,,,
203, 四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,1,usd,美刀,,,,,,,,, 四 个 房间 租金 分别 为 390，420，460，490美刀/ 月 。,7,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 9],[7],[6_ 8_ 10],,,,,
204, 位置 ： north oakland/shadyside,1,north,北,,,,,,,,, 位置 ： 北奥克兰/沙迪,1,1,2,[0],[2],[1_ 3],,,,,
205, 有 pet 可以 商量,1,pet,宠物,,,,,,,,, 有 宠物 可以 商量,3,1,0,[0_ 2_ 3],[1],[],,,,,
206, 欢迎 email 联系 咨询 。,1,email,电子邮件,,,,,,,,, 欢迎 电子邮件 联系 咨询 。,3,1,1,[0_ 2_ 3],[1],[4],,,,,
207, ( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 google drive 的 link 观看 照片 ， 谢谢 ！,2,google drive,谷歌云盘,link,链接,,,,,,, ( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 谷歌云盘的 链接 观看 照片 ， 谢谢 ！,22,3,4,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 17_ 18_ 19_ 22_ 24_ 25_ 27],[20_ 21_ 23],[0_ 16_ 26_ 28],,,,,
208, 有 pet 可以 商量,1,pet,宠物,,,,,,,,, 有 宠物可以 商量,3,1,0,[0_ 2_ 3],[1],[],,,,,
209, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有 公交到 中国 超市 ， 餐馆 和 市区 .,7,2,2,[0_ 1_ 3_ 4_ 5_ 7_ 8],[2_ 9],[6_ 10],,,,,
210, 如果 感 兴趣 ， 请 通过 email 联系 em@11,1,email,电子邮件,,,,,,,,, 如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,6,1,2,[0_ 1_ 2_ 4_ 5_ 7],[6],[3_ 8],,,,,
211, house 共 两 个 卧室 ， 一 个 阁楼 。,1,house,住宅,,,,,,,,, 住宅共 两 个 卧室 ， 一 个 阁楼 。,7,1,2,[1_ 2_ 3_ 4_ 6_ 7_ 8],[0],[5_ 9],,,,,
212, 阁楼 有 一 个 living room 和 一 个 bedroom 。,2,living room,客厅,bedroom,卧室,,,,,,, 阁楼 有 一 个 客厅 和 一 个卧室 。,7,3,1,[0_ 1_ 2_ 3_ 6_ 7_ 8],[4_ 5_ 9],[10],,,,,
213, house 厨房 ， 厕所 宽敞 明亮 。,1,house,住宅,,,,,,,,, 住宅 厨房 ， 厕所 宽敞 明亮 。,4,1,2,[1_ 3_ 4_ 5],[0],[2_ 6],,,,,
214, 本人 男 ， 今年 去 pitt 读 master ， 8.,2,pitt,匹兹堡,master,硕士,,,,,,, 本人 男 ， 今年 去 匹兹堡大学 读 硕士 ， 8.,5,2,3,[0_ 1_ 3_ 4_ 6],[5_ 7],[2_ 8_ 9],,,,,
215, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,7,2,2,[0_ 1_ 3_ 4_ 5_ 7_ 8],[2_ 9],[6_ 10],,,,,
216, 要求 ： security deposit ， 爱 干净,1,security deposit,保证金,,,,,,,,, 要求 ：保证金 ， 爱 干净,3,2,2,[0_ 5_ 6],[2_ 3],[1_ 4],,,,,
217, 小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle,1,shuttle,摆渡车,,,,,,,,, 小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡车,9,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9],[10],[7],,,,,
218, 联系 电话 : pn-7 ， email : em@12,1,email,电子邮件,,,,,,,,, 联系 电话 : pn-7 ， 电子邮件 : em@12,2,1,5,[0_ 1],[5],[2_ 3_ 4_ 6_ 7],,,,,
219, 这时 living room 的 图片 ， 比 卧室 要 大 。,1,living room,客厅,,,,,,,,, 这时 客厅 的 图片 ， 比 卧室 要 大 。,7,2,2,[0_ 3_ 4_ 6_ 7_ 8_ 9],[1_ 2],[5_ 10],,,,,
220, house 共 两 个 卧室 ， 一 个 阁楼 。,1,house,住宅,,,,,,,,, 住宅共 两 个 卧室 ， 一 个 阁楼 。,7,1,2,[1_ 2_ 3_ 4_ 6_ 7_ 8],[0],[5_ 9],,,,,
221, house 厨房 ， 厕所 宽敞 明亮 。,1,house,住宅,,,,,,,,, 住宅 厨房 ， 厕所 宽敞 明亮 。,4,1,2,[1_ 3_ 4_ 5],[0],[2_ 6],,,,,
