word index,word form,pos-tag,head,dep rel,frequency,Surprisal
2,几乎,AD,6,advmod,2.34E-16,3.372431
3,是,VC,6,cop,1.98E-14,1.533199
4,完整,JJ,6,amod,1.62E-16,2.684045
5,装修,NN,0,root,4.62E-18,6.224767
6,，,PU,6,punct,,0.7697079
7,含,VV,6,conj,3.65E-17,4.372197
8,电视,NN,8,dobj,2.25E-16,3.965559
9,，,PU,6,punct,,2.017993
10,床,NN,13,nsubj,1.33E-17,5.858712
11,，,PU,13,punct,,1.459201
12,书桌,VV,6,conj,9.78E-19,7.222059
13,，,PU,6,punct,,0.8406437
14,餐厅,NN,17,compound:nn,6.78E-18,4.891411
15,大,JJ,17,amod,4.04E-15,3.85801
16,桌子,NN,24,nmod:topic,1.25E-17,4.925744
17,，,PU,24,punct,,0.7938639
18,椅子,NN,24,nmod:topic,1.12E-17,5.752962
19,，,PU,24,punct,,1.504958
20,生活,NN,22,compound:nn,1.74E-15,3.040445
21,用品,NN,24,nsubj,3.00E-17,7.434418
22,基本,AD,24,advmod,1.26E-15,4.700052
23,齐全,VA,6,conj,2.54E-17,3.899776
24,。,PU,6,punct,,0.8626629
,,,,,,
CMU,87,,,,,
0,想,VV,0,root,6.31E-16,4.705596
1,找,VV,1,ccomp,1.57E-16,2.133937
2,2-Jan,CD,12,nummod,,Infinity
3,间,M,3,mark:clf,1.74E-15,3.511236
4,带,VV,12,acl,5.49E-16,3.61004
5,家具,NN,5,dobj,1.16E-17,4.988709
6,的,DEC,5,mark,1.12E-13,1.33685
7,住宅,NN,12,compound:nn,8.08E-17,3.890894
8,房间,NN,12,conj,3.80E-17,4.52844
9,或者,CC,12,cc,6.81E-16,3.219029
10,公寓,NN,12,compound:nn,1.10E-17,4.965261
11,房间,NN,2,dobj,3.80E-17,2.552972
12,，,PU,1,punct,,1.107018
,,,,,,
CMU,89,,,,,
0,房间,NN,7,nsubj,3.80E-17,5.415995
1,是,VC,7,cop,1.98E-14,2.180871
2,一,CD,5,nummod,1.35E-14,1.200952
3,套,M,3,mark:clf,1.18E-16,2.08277
4,房子,NN,7,nmod:assmod,5.70E-17,2.530627
5,的,DEG,5,case,1.12E-13,1.075016
6,顶层,NN,0,root,1.11E-18,5.059387
7,，,PU,7,punct,,0.8002014
8,非常,AD,10,advmod,4.30E-16,4.018915
9,宽敞,VA,7,conj,1.49E-18,4.17708
10,。,PU,7,punct,,1.303684
,,,,,,
CMU,92,,,,,
0,资金,NN,2,nsubj,7.62E-16,5.637844
1,灵活,VA,0,root,8.67E-17,4.456716
2,。,PU,2,punct,,1.057211
,,,,,,
CMU,93,,,,,
0,客厅,NN,9,dep,6.20E-18,6.258925
1,超大,JJ,9,dep,1.28E-18,6.321009
2,，,PU,9,punct,,2.144395
3,步入,VV,9,dep,1.08E-20,5.390434
4,式,NN,6,compound:nn,3.55E-16,2.772047
5,衣柜,NN,4,dobj,4.72E-19,6.924273
6,也,AD,9,advmod,5.45E-15,3.261696
7,很,AD,9,advmod,2.06E-15,2.325765
8,大,VA,0,root,4.04E-15,3.476881
9,。,PU,9,punct,,1.896284
,,,,,,
CMU,95,,,,,
0,如果,CS,2,advmod,1.19E-15,2.949325
1,感,VV,8,dep,1.88E-16,5.120474
2,兴趣,NN,2,dobj,1.46E-16,4.206441
3,，,PU,8,punct,,0.547029
4,请,VV,8,xcomp,1.93E-16,3.865889
5,通过,P,7,case,1.48E-15,4.282516
6,邮箱,NN,8,nmod:prep,1.20E-18,4.955325
7,联系,VV,0,root,6.05E-16,4.667508
8,em@7,CD,8,nmod:range,,Infinity
,,,,,,
CMU,96,,,,,
0,出门,VV,2,xcomp,1.02E-17,6.100998
1,走,VV,0,root,4.30E-16,4.722382
2,一,CD,2,nmod:range,1.35E-14,1.918558
3,分钟,M,3,mark:clf,8.38E-17,3.688233
4,不到,AD,3,advmod,4.89E-20,3.80085
5,就,AD,7,advmod,3.73E-15,2.884655
6,有,VE,2,conj,1.01E-14,1.422639
7,81,CD,10,dep,,Infinity
8,-,PU,10,punct,,2.785588
9,83,CD,11,dep,,Infinity
10,路,NN,12,compound:nn,2.46E-16,3.652034
11,公交,NN,7,dobj,5.53E-18,2.951502
12,。,PU,2,punct,,0.9797242
,,,,,,
CMU,97,,,,,
0,租约,NN,2,compound:nn,8.76E-19,6.527233
1,办公室,NN,10,nmod:topic,1.54E-16,4.914629
2,就,AD,10,nmod:prep,3.73E-15,2.867431
3,在,P,5,case,1.88E-14,0.5183236
4,大堂,NN,3,dep,6.07E-19,4.624774
5,，,PU,10,punct,,0.9808132
6,员工,NN,10,nsubj,6.26E-17,4.682058
7,也,AD,10,advmod,5.45E-15,2.387231
8,非常,AD,10,advmod,4.30E-16,2.789711
9,好,VA,0,root,1.73E-15,2.029384
10,，,PU,10,punct,,0.5531858
11,有,VE,10,conj,1.01E-14,2.337913
12,什么,DT,14,det,1.36E-15,2.820983
13,问题,NN,12,dobj,3.24E-15,1.689087
14,随时,AD,17,advmod,6.36E-17,6.610256
15,可以,VV,17,aux:modal,2.86E-15,1.330245
16,找,VV,12,conj,1.57E-16,3.746214
17,他们,PN,17,dobj,2.97E-15,2.568305
18,沟通,VV,20,xcomp,6.03E-17,4.054883
19,解决,VV,17,ccomp,9.04E-16,3.555143
20,。,PU,10,punct,,1.194873
,,,,,,
CMU,98,,,,,
0,房东,CD,2,dep,4.22E-19,6.258925
1,人,NN,4,nsubj,8.08E-15,2.767854
2,很,AD,4,advmod,2.06E-15,3.560996
3,好,VA,0,root,1.73E-15,3.634527
4,。,PU,4,punct,,1.655329
,,,,,,
CMU,99,,,,,
0,由,P,3,case,1.70E-15,2.736628
1,正规,JJ,3,amod,3.27E-17,5.054559
2,公司,NN,4,nmod:prep,2.03E-15,3.455236
3,管理,VV,0,root,2.55E-15,2.731372
4,，,PU,4,punct,,0.7125732
5,欢迎,VV,4,conj,1.39E-16,5.000037
6,发,VV,6,ccomp,6.77E-16,4.866854
7,邮件,NN,7,dobj,2.05E-17,5.67024
8,联系,VV,6,conj,6.05E-16,3.218899
9,咨询,NN,9,dobj,1.20E-16,5.395529
10,详细,VA,9,conj,1.12E-16,5.34878
11,。,PU,4,punct,,1.984262
,,,,,,
CMU,100,,,,,
0,半夜,NT,4,nmod:tmod,3.50E-18,5.512905
1,两,CD,4,dep,2.28E-15,2.348716
2,点,M,2,mark:clf,6.26E-16,2.660213
3,走在,VV,0,root,,Infinity
4,街区,NN,4,dobj,3.81E-18,5.066843
5,都,AD,8,advmod,3.54E-15,2.284882
6,不,AD,8,neg,8.49E-15,1.824119
7,怕,VV,4,conj,5.70E-17,3.941338
8,。,PU,4,punct,,2.229641
,,,,,,
CMU,102,,,,,
0,卧室,NN,4,advmod:loc,3.33E-18,6.527233
1,内,LC,1,case,1.17E-15,1.467137
2,家具,NN,4,nsubj,1.16E-17,5.110596
3,齐全,VA,0,root,2.54E-17,6.166569
4,，,PU,4,punct,,0.370216
5,标准,NN,7,nsubj,6.70E-16,4.384405
6,双人,VV,4,conj,1.32E-18,4.781447
7,床,NN,7,dobj,1.33E-17,6.068077
8,，,PU,7,punct,,0.7628116
9,拎包,AD,11,advmod,5.06E-20,Infinity
10,入住,VV,7,conj,7.82E-19,5.243498
11,。,PU,4,punct,,0.9292497
,,,,,,
CMU,103,,,,,
0,有,VE,0,root,1.01E-14,2.715695
1,室内,NN,4,conj,1.87E-17,4.671109
2,和,CC,4,cc,1.59E-14,2.146345
3,室外,NN,6,nmod:assmod,4.09E-18,0.1856366
4,的,DEG,4,case,1.12E-13,0.903634
5,停车场,NN,1,dobj,4.11E-20,4.423057
6,，,PU,1,punct,,0.6882755
7,而且,AD,15,advmod,1.05E-15,2.88387
8,周围,NN,11,nmod:assmod,8.56E-17,3.898997
9,的,DEG,9,case,1.12E-13,0.5708259
10,街区,NN,15,nsubj,3.81E-18,3.0234
11,都,AD,15,advmod,3.54E-15,1.897645
12,可以,VV,15,aux:modal,2.86E-15,1.602715
13,免费,AD,15,advmod,2.69E-17,2.222576
14,街趴,VV,1,dep,,Infinity
15,。,PU,1,punct,,1.427697
,,,,,,
CMU,107,,,,,
0,我,PN,4,nsubj,5.51E-15,3.527254
1,是,VC,4,cop,1.98E-14,1.29398
2,刚,AD,4,advmod,3.68E-17,4.810775
3,毕业,VV,0,root,1.83E-16,1.513105
4,没,VE,9,dep,3.73E-16,5.460276
5,多久,PN,5,dobj,1.56E-17,6.227167
6,的,DEC,5,mark,1.12E-13,1.322219
7,年轻,JJ,9,amod,1.61E-16,3.864295
8,工作者,NN,4,dobj,3.39E-20,4.438061
9,，,PU,4,punct,,0.7901119
10,安静,VV,4,conj,1.56E-17,5.789106
11,好,JJ,13,amod,1.73E-15,4.72127
12,相处,NN,11,dobj,1.25E-17,3.757492
13,，,PU,4,punct,,0.7833342
14,会,VV,4,conj,3.45E-15,3.047284
15,居家,NN,18,nsubj,1.74E-18,6.876254
16,也,AD,18,advmod,5.45E-15,2.990236
17,爱,VV,4,conj,9.64E-17,3.829176
18,出去,VV,18,ccomp,7.80E-17,5.053157
19,浪,NN,19,dobj,4.75E-18,5.78364
20,。,PU,4,punct,,1.460633
,,,,,,
CMU,108,,,,,
0,整个,DT,2,det,4.43E-16,3.732348
1,公寓,NN,11,nmod:topic,1.10E-17,4.220335
2,总共,AD,9,advmod,1.25E-17,5.209058
3,两,CD,5,dep,2.28E-15,2.902849
4,人,NN,9,nmod:assmod,8.08E-15,1.009909
5,共用,JJ,9,dep,4.01E-18,Infinity
6,，,PU,9,punct,,1.197862
7,两,CD,9,dep,2.28E-15,2.692784
8,人,NN,11,nsubj,8.08E-15,0.4726976
9,比较,AD,11,advmod,8.65E-16,4.174567
10,好,VA,0,root,1.73E-15,1.9546
11,协调,VA,11,compound:vc,2.70E-16,5.860777
12,。,PU,11,punct,,1.257738
,,,,,,
CMU,110,,,,,
0,户型,NN,14,dep,2.57E-19,6.482378
1,：,PU,14,punct,,2.276336
2,一,CD,14,dep,1.35E-14,2.337307
3,楼,M,3,mark:clf,1.04E-16,5.848589
4,是,VC,14,cop,1.98E-14,1.85848
5,超大,JJ,7,amod,1.28E-18,5.275753
6,客厅,NN,14,dep,6.20E-18,6.825455
7,，,PU,14,punct,,0.8922411
8,餐厅,NN,14,dep,6.78E-18,4.948161
9,，,PU,14,punct,,0.8645111
10,阳光,NN,12,compound:nn,3.51E-17,5.011185
11,房,NN,14,conj,1.54E-16,5.261838
12,及,CC,14,cc,1.61E-15,2.287876
13,厨房,NN,0,root,1.60E-17,4.249507
14,。,PU,14,punct,,0.6127838
,,,,,,
CMU,117,,,,,
0,还,AD,2,advmod,2.84E-15,4.255627
1,有,VE,8,dep,1.01E-14,2.631451
2,其他,DT,6,det,1.18E-15,2.638178
3,设施,NN,6,conj,2.41E-16,2.961687
4,或,CC,6,cc,1.79E-15,2.843339
5,服务,NN,2,dobj,1.07E-15,2.929498
6,吗,SP,8,discourse,2.70E-16,4.827384
7,？,PU,0,root,,0.328867
,,,,,,
CMU,119,,,,,
0,大家,PN,7,nsubj,3.06E-16,4.683601
1,住,VV,7,dep,3.88E-16,3.948543
2,过,AS,2,aux:asp,1.22E-15,1.569363
3,整套,JJ,5,amod,1.74E-17,6.517437
4,房子,NN,2,dobj,5.70E-17,5.147523
5,就,AD,7,advmod,3.73E-15,2.278888
6,知道,VV,0,root,7.48E-16,2.837215
7,房东,AD,9,advmod,4.22E-19,6.385777
8,有,VE,7,ccomp,1.01E-14,2.764953
9,多,AD,11,advmod,2.68E-15,2.151057
10,重要,VA,9,ccomp,1.73E-15,3.05338
11,了,SP,11,discourse,1.80E-14,2.957633
12,！,PU,7,punct,,4.494481
,,,,,,
CMU,121,,,,,
0,也,AD,2,advmod,5.45E-15,3.370151
1,有,VE,0,root,1.01E-14,0.5101284
2,停车,VV,2,ccomp,1.01E-17,5.480387
3,坪,M,3,nmod:range,9.86E-19,2.824252
4,。,PU,2,punct,,1.319609
,,,,,,
CMU,123,,,,,
0,房子,NN,2,nsubj,5.70E-17,5.512905
1,干净,VA,0,root,1.15E-17,6.083847
2,，,PU,2,punct,,0.69897
3,家具,NN,10,nsubj,1.16E-17,5.426782
4,全,AD,10,advmod,1.03E-15,3.763882
5,，,PU,10,punct,,2.04961
6,网络,NN,10,dobj,2.75E-16,4.248945
7,全,DT,10,dep,1.03E-15,4.092438
8,，,PU,10,punct,,2.329117
9,有,VE,2,conj,1.01E-14,2.35942
10,免费,AD,12,advmod,2.69E-17,3.917893
11,试用,VV,16,acl,6.34E-18,3.003099
12,的,DEC,12,mark,1.12E-13,1.676899
13,洗衣机,NN,16,conj,9.63E-18,5.573737
14,和,CC,16,cc,1.59E-14,1.408048
15,烘干机,NN,10,dobj,,1.14178
16,，,PU,2,punct,,0.7381655
17,可,VV,19,aux:modal,1.43E-15,2.753981
18,包,VV,2,conj,7.36E-17,5.309001
19,物业费,NN,19,dobj,,8.503919
20,，,PU,2,punct,,1.378726
21,标准,NN,23,compound:nn,6.70E-16,4.297133
22,双人床,NN,31,nmod:topic,,8.131271
23,，,PU,31,punct,,1.520604
24,厨具,NN,28,conj,4.40E-20,6.484689
25,和,CC,28,cc,1.59E-14,1.806718
26,床上,NN,28,compound:nn,1.58E-17,5.782343
27,用品,NN,31,nsubj,3.00E-17,5.671571
28,都,AD,31,advmod,3.54E-15,2.149219
29,可以,VV,31,aux:modal,2.86E-15,1.626132
30,提供,VV,2,conj,8.47E-16,2.711596
31,。,PU,2,punct,,2.729739
,,,,,,
CMU,124,,,,,
0,房屋,NN,2,nsubj,1.06E-16,8.677697
1,出租,VV,0,root,4.50E-17,5.308383
2,2018,CD,2,nmod:range,,Infinity
3,。,PU,2,punct,,1.427697
,,,,,,
CMU,125,,,,,
0,房型,VV,0,root,7.44E-20,7.042348
1,：,PU,1,punct,,1.927382
2,房屋,NN,10,nsubj,1.06E-16,8.976678
3,一,CD,10,dep,1.35E-14,2.55689
4,层,M,4,mark:clf,1.86E-16,2.296043
5,与,P,7,case,4.91E-15,2.484833
6,二,OD,10,nmod:prep,3.43E-15,2.465588
7,层,M,7,mark:clf,1.86E-16,1.938254
8,完全,AD,10,advmod,6.08E-16,4.093063
9,独立,VV,1,ccomp,4.10E-16,1.923676
10,。,PU,1,punct,,0.7017931
,,,,,,
CMU,127,,,,,
0,周边,NN,2,dep,2.34E-17,4.583487
1,有,VE,0,root,1.01E-14,0.9672075
2,一,CD,5,nummod,1.35E-14,1.8136
3,个,M,3,mark:clf,4.57E-15,5.503237
4,披萨店,NN,10,dep,,Infinity
5,，,PU,10,punct,,1.197862
6,一,CD,10,nummod,1.35E-14,2.585954
7,个,M,7,mark:clf,4.57E-15,5.656124
8,墨西哥,NR,10,nmod:assmod,2.26E-17,4.596832
9,菜,NN,2,dobj,1.04E-17,3.109409
10,。,PU,2,punct,,1.493903
,,,,,,
CMU,134,,,,,
0,餐厅,NN,3,conj,6.78E-18,5.144928
1,和,CC,3,cc,1.59E-14,1.378013
2,露台,NN,9,advmod:loc,1.13E-19,5.55037
3,之前,LC,3,case,2.17E-16,4.229301
4,是,VC,9,cop,1.98E-14,1.97509
5,全,DT,7,det,1.03E-15,3.285253
6,景,NN,9,compound:nn,3.06E-17,4.461344
7,玻璃,NN,9,compound:nn,2.06E-17,5.595474
8,门,NN,0,root,2.28E-16,4.230506
9,。,PU,9,punct,,1.224649
,,,,,,
CMU,136,,,,,
0,非常,AD,2,advmod,4.30E-16,4.495176
1,宽敞,VA,0,root,1.49E-18,4.291955
2,，,PU,2,punct,,0.3227735
3,可以,VV,5,aux:modal,2.86E-15,2.077055
4,放,VV,2,conj,2.30E-16,3.485494
5,两,CD,8,nummod,2.28E-15,2.53146
6,张,M,6,mark:clf,1.40E-16,2.21993
7,单人床,NN,5,dobj,,2.674542
8,，,PU,2,punct,,1.297433
9,还有,AD,11,advmod,2.17E-19,2.986249
10,步入,VV,2,conj,1.08E-20,5.55668
11,式,NN,13,compound:nn,3.55E-16,2.669868
12,衣柜,NN,11,dobj,4.72E-19,6.924273
13,！,PU,2,punct,,4.619887
,,,,,,
CMU,140,,,,,
0,风水,NN,2,compound:nn,3.79E-18,5.336814
1,宝地,NN,9,nmod:topic,5.69E-19,6.935758
2,，,PU,9,punct,,0.5571634
3,楼,NN,5,compound:nn,1.04E-16,5.147001
4,主,NN,9,nsubj,5.09E-16,3.516645
5,正是,AD,9,nmod:prep,8.52E-20,5.659071
6,在,P,8,case,1.88E-14,1.167076
7,这里,PN,6,dep,5.77E-16,1.243038
8,面试,VV,0,root,3.77E-18,6.052634
9,并,AD,11,advmod,3.10E-15,1.998695
10,拿到,VV,15,acl,5.69E-21,3.975261
11,玄学,NN,13,compound:nn,8.96E-19,6.499482
12,公司,NN,11,dobj,2.03E-15,3.699607
13,的,DEC,11,mark,1.12E-13,1.003824
14,录取,NN,9,dobj,1.09E-17,5.249349
15,！,PU,9,punct,,4.715149
,,,,,,
CMU,143,,,,,
0,需要,VV,4,acl,1.30E-15,3.98786
1,房子,NN,1,dobj,5.70E-17,6.059936
2,的,DEC,1,mark,1.12E-13,1.138269
3,朋友,NN,6,nsubj,2.21E-16,3.408282
4,请,VV,6,xcomp,1.93E-16,3.764669
5,联系,VV,14,dep,6.05E-16,3.53085
6,我,PN,6,dobj,5.51E-15,4.016349
7,呀,SP,6,discourse,1.34E-17,3.705003
8,，,PU,14,punct,,1.027943
9,这个,DT,11,det,1.69E-15,3.133736
10,房子,NN,14,nsubj,5.70E-17,3.727603
11,依然,AD,14,advmod,7.54E-17,4.957556
12,可,VV,14,aux:modal,1.43E-15,2.768356
13,租,VV,0,root,1.62E-17,6.025867
14,。,PU,14,punct,,1.742426
,,,,,,
CMU,145,,,,,
0,且,AD,6,advmod,1.82E-16,4.478143
1,在,P,5,case,1.88E-14,1.523432
2,寒冷,JJ,5,amod,6.48E-18,4.078807
3,的,DEG,3,case,1.12E-13,0.2972036
4,匹兹堡,NR,6,nmod:prep,8.29E-19,5.597507
5,包含,VV,0,root,1.40E-16,4.39348
6,所有,DT,9,det,6.50E-16,2.135292
7,暖气,NN,9,compound:nn,2.19E-18,6.517469
8,费,NN,6,dobj,3.25E-16,5.315121
9,！,PU,6,punct,,4.565931
,,,,,,
CMU,146,,,,,
0,租,VV,0,root,1.62E-17,5.387967
1,新房,NN,1,dobj,2.34E-18,6.984185
2,还,AD,4,advmod,2.84E-15,3.83045
3,得,VV,1,conj,1.01E-15,2.606419
4,大,JJ,6,amod,4.04E-15,3.141396
5,冬天,NN,4,dobj,2.45E-17,5.783376
6,往返,VV,1,conj,5.58E-18,5.260828
7,宜家,NN,9,compound:nn,7.61E-20,6.322951
8,搬家,NN,7,dobj,2.84E-18,6.306211
9,具,VV,7,conj,1.53E-16,2.666735
10,组装,NN,12,compound:nn,3.34E-18,4.852299
11,家具,NN,10,dobj,1.16E-17,2.242083
12,，,PU,1,punct,,0.8346568
13,折腾,VV,1,conj,4.00E-18,6.85567
14,一,CD,22,nummod,1.35E-14,1.869645
15,遍,M,15,mark:clf,2.72E-17,3.29836
16,签,VV,22,acl,1.89E-17,5.560625
17,合同,NN,17,dobj,3.83E-16,5.506878
18,接,VV,17,conj,1.44E-16,5.148793
19,电网,NN,19,dobj,8.94E-18,4.47236
20,的,DEC,17,mark,1.12E-13,0.8859069
21,手续,NN,14,dobj,5.57E-17,4.998147
22,，,PU,1,punct,,0.4808174
23,来,VV,1,conj,4.31E-15,3.513138
24,这,DT,27,det,9.99E-15,3.827591
25,直接,JJ,27,amod,7.02E-16,3.61388
26,拎包,NN,24,dobj,5.06E-20,Infinity
27,入住,VV,24,conj,7.82E-19,5.243498
28,，,PU,1,punct,,1.059009
29,很,AD,31,advmod,2.06E-15,3.673991
30,方便,VA,1,conj,8.60E-17,2.741679
31,！,PU,1,punct,,5.295875
,,,,,,
CMU,150,,,,,
0,房间,NN,2,nsubj,3.80E-17,5.415995
1,宽敞,VA,0,root,1.49E-18,3.491162
2,，,PU,2,punct,,0.1978347
3,客厅,NN,8,dep,6.20E-18,5.857444
4,更大,JJ,8,dep,8.98E-20,5.036211
5,，,PU,8,punct,,1.069954
6,可,VV,8,aux:modal,1.43E-15,2.541571
7,开,VV,2,conj,4.85E-16,4.427718
8,派对,NN,8,dobj,1.73E-18,2.93414
9,，,PU,2,punct,,0.31627
10,卧室,NN,16,advmod:loc,3.33E-18,6.309508
11,里,LC,11,case,1.06E-15,1.132881
12,各,DT,15,det,2.64E-15,3.38425
13,式,M,13,mark:clf,3.55E-16,3.613105
14,家具,NN,16,nsubj,1.16E-17,4.31197
15,齐全,VA,2,conj,2.54E-17,6.23632
16,，,PU,2,punct,,0.370216
17,拎包,AD,19,advmod,5.06E-20,Infinity
18,入住,VV,2,conj,7.82E-19,5.243498
19,。,PU,2,punct,,0.9292497
,,,,,,
CMU,151,,,,,
0,欢迎,VV,0,root,1.39E-16,5.269867
1,来,VV,1,ccomp,4.31E-15,3.011078
2,短信,NN,2,dobj,2.91E-18,6.385708
3,，,PU,1,punct,,0.9125659
4,不,AD,8,neg,8.49E-15,2.972998
5,能,VV,8,aux:modal,1.81E-15,2.9051
6,时时,AD,8,advmod,5.67E-18,4.680795
7,接,VV,1,conj,1.44E-16,4.609364
8,电话,NN,8,dobj,2.47E-16,4.746593
9,。,PU,1,punct,,1.274458
,,,,,,
CMU,156,,,,,
0,公用,JJ,2,amod,2.66E-17,5.688997
1,事业,NN,4,nsubj,6.28E-16,4.815551
2,不,AD,4,neg,8.49E-15,3.204154
3,包,VV,0,root,7.36E-17,4.425554
4,。,PU,4,punct,,1.307
,,,,,,
CMU,160,,,,,
0,价格,NN,3,dep,6.70E-16,5.177113
1,：,PU,3,punct,,2.86002
2,$500 ,CD,0,root,,Infinity
3,/,PU,3,punct,,3.159547
4,月,M,3,mark:clf,5.24E-15,3.459783
5,，,PU,3,punct,,0.7323937
6,包含,VV,3,conj,1.40E-16,4.045518
7,所有,DT,11,det,6.50E-16,2.242328
8,水电气,NR,11,nmod:assmod,,7.904415
9,等,ETC,9,etc,2.53E-15,2.842651
10,服务费,NN,7,dobj,,6.963549
11,。,PU,3,punct,,0.7226339
,,,,,,
CMU,162,,,,,
0,门口,NN,2,nsubj,7.71E-18,5.976814
1,有,VE,0,root,1.01E-14,1.705884
2,公交,NN,2,dobj,5.53E-18,4.538711
3,到,VV,2,conj,5.42E-15,3.104786
4,中国,NR,6,compound:nn,4.33E-15,2.386387
5,店,NN,4,dobj,4.58E-17,5.736878
6,等,ETC,6,etc,2.53E-15,1.791321
7,。,PU,2,punct,,0.5152113
,,,,,,
CMU,164,,,,,
0,路由器,NN,3,nsubj,6.33E-19,5.886802
1,是,VC,3,cop,1.98E-14,1.933993
2,双频的,NN,0,root,,Infinity
3,！,PU,3,punct,,3.946241
,,,,,,
CMU,165,,,,,
0,价格,NN,2,compound:nn,6.70E-16,5.177113
1,公道,NN,7,nmod:topic,3.46E-18,6.661258
2,，,PU,7,punct,,0.8634612
3,附近,NN,7,nsubj,9.39E-17,4.018546
4,其他,DT,6,det,1.18E-15,2.891562
5,房子,NN,7,dep,5.70E-17,5.077678
6,算,VV,0,root,1.28E-16,5.481734
7,服务费,NN,10,nsubj,,6.708063
8,都,AD,10,advmod,3.54E-15,3.488003
9,要,VV,7,ccomp,3.65E-15,1.920648
10,大概,AD,10,advmod:loc,6.00E-17,5.50965
11,700-800,CD,11,dep,,Infinity
12,左右,LC,12,case,2.87E-16,3.969365
13,。,PU,7,punct,,0.7867529
,,,,,,
CMU,169,,,,,
0,（,PU,2,punct,,2.636784
1,水电气,NN,3,nsubj,,7.876046
2,费,VV,0,root,3.25E-16,4.866289
3,全,AD,5,advmod,1.03E-15,4.529107
4,包,VV,3,ccomp,7.36E-17,4.892569
5,）,PU,3,punct,,2.038888
6,。,PU,3,punct,,0.6901961
,,,,,,
CMU,170,,,,,
0,总,JJ,2,amod,1.35E-15,3.760217
1,办公室,NN,11,nmod:topic,1.54E-16,3.822767
2,就,AD,11,nmod:prep,3.73E-15,2.97911
3,在,P,6,case,1.88E-14,0.5183236
4,地下,JJ,6,amod,4.81E-17,3.671516
5,一,CD,3,dep,1.35E-14,1.075697
6,楼,M,6,mark:clf,1.04E-16,7.34467
7,，,PU,11,punct,,0.9246232
8,咨询,NN,11,nsubj,1.20E-16,5.387879
9,非常,AD,11,advmod,4.30E-16,4.534698
10,方便,VA,0,root,8.60E-17,2.645809
11,。,PU,11,punct,,0.2552725
,,,,,,
CMU,171,,,,,
0,我,PN,2,nsubj,5.51E-15,3.527254
1,希望,VV,0,root,4.06E-16,2.50674
2,租,VV,2,ccomp,1.62E-17,5.712935
3,一,CD,6,nummod,1.35E-14,2.043456
4,个,M,4,mark:clf,4.57E-15,5.461759
5,房间,NN,12,dep,3.80E-17,3.134434
6,前,DT,12,dep,8.94E-16,3.748026
7,一,CD,7,dep,1.35E-14,1.618153
8,整,JJ,10,amod,8.06E-17,7.181557
9,年,M,8,mark:clf,1.38E-14,2.648843
10,的,DEG,7,case,1.12E-13,1.578519
11,租期,NN,3,dobj,,4.615898
12,。,PU,2,punct,,2.034511
,,,,,,
CMU,177,,,,,
0,全新,JJ,3,amod,8.10E-20,4.867811
1,的,DEG,1,case,1.12E-13,0.493827
2,宜家,NN,4,nsubj,7.61E-20,5.645515
3,买,VV,7,acl,9.43E-17,5.603597
4,的,DEC,4,mark,1.12E-13,1.21779
5,小,JJ,7,amod,7.75E-16,3.264341
6,单人床,NN,12,nmod:assmod,,7.843886
7,的,DEG,7,case,1.12E-13,1.68071
8,床,NN,12,conj,1.33E-17,4.804729
9,和,CC,12,cc,1.59E-14,1.692756
10,书桌,NN,12,compound:nn,9.78E-19,6.067103
11,柜子,NN,16,nsubj,2.69E-19,6.854295
12,，,PU,16,punct,,0.9378521
13,房间,NN,16,advmod:loc,3.80E-17,5.043272
14,内,LC,14,case,1.17E-15,4.138082
15,有,VE,0,root,1.01E-14,2.289129
16,衣柜,NN,16,dobj,4.72E-19,6.486927
17,。,PU,16,punct,,1.382467
,,,,,,
CMU,178,,,,,
0,pn-3,CD,2,nsubj,,Infinity
1,打,VV,0,root,2.12E-16,4.118957
2,电话,NN,2,dobj,2.47E-16,3.741679
3,或者,CC,2,cc,6.81E-16,2.905676
4,发,VV,2,conj,6.77E-16,4.181838
5,短信,NN,5,dobj,2.91E-18,5.907889
6,都,AD,8,advmod,3.54E-15,2.712943
7,阔,VV,2,conj,6.11E-18,5.863269
8,以,NR,8,dobj,3.28E-15,3.189283
9,。,PU,2,punct,,4.390965
,,,,,,
CMU,179,,,,,
0,只,AD,3,advmod,8.69E-16,3.260659
1,用,VV,3,xcomp,1.48E-15,4.418352
2,交,VV,0,root,2.13E-16,4.483277
3,电费,NN,3,dobj,,3.80455
4,，,PU,3,punct,,0.9525043
5,三,CD,7,dep,3.17E-15,3.097299
6,人,NN,8,nsubj,8.08E-15,0.9569654
7,平分,VV,3,dep,2.75E-18,3.953922
8,。,PU,3,punct,,1.157025
,,,,,,
CMU,180,,,,,
0,我俩,PN,5,nsubj,7.56E-20,6.740252
1,都,AD,5,advmod,3.54E-15,2.018463
2,是,VC,5,cop,1.98E-14,0.7527016
3,刚,AD,5,advmod,3.68E-17,4.602773
4,毕业,VV,0,root,1.83E-16,1.513105
5,没,VE,10,dep,3.73E-16,5.460276
6,多久,PN,6,dobj,1.56E-17,6.227167
7,的,DEC,6,mark,1.12E-13,1.322219
8,年轻,JJ,10,amod,1.61E-16,3.864295
9,职员,NN,5,dobj,2.40E-17,4.438061
10,，,PU,5,punct,,0.9570133
11,安静,VV,5,conj,1.56E-17,5.765639
12,好,JJ,14,amod,1.73E-15,4.72127
13,相处,NN,12,dobj,1.25E-17,3.757492
14,，,PU,5,punct,,0.7833342
