sentence id,sentence,chinese word index,punct index,source
334,基本 家具 齐全 ， 可 拎包 入住 。,[0_1_2_4_5_6],[3_7],CMU
342,真的 很 好,[0_1_2],[],CMU
343,回国 一 个 月 ， 短 租 一 个 月 ， 所有 家具 齐全 ， 直接 拎包 入住 ， 适合 中转 如果 只 需要 租 几 天 也 可以 5.,[0_1_2_3_5_6_7_8_9_11_12_13_15_16_17_19_20_21_22_23_24_25_26_27_28],[4_10_14_18_29],CMU
346,包 家具 ， 拎包 入住 。,[0_1_3_4],[2_5],CMU
347,二 楼 三 间 卧室 一 个 厕所 。,[0_1_2_3_4_5_6_7],[8],CMU
348,一 楼 有 厨房 和 餐厅 。,[0_1_2_3_4_5],[6],CMU
350,， 步行 大约 二十 分钟 。,[1_2_3_4],[0_5],CMU
351,可以 单 租 。,[0_1_2],[3],CMU
352,【 房子 总体 情况 】 ： 两 室 一 厅 ， 有 厨房 厕所 和 厨具 。,[1_2_3_6_7_8_9_11_12_13_14_15],[0_4_5_10_16],CMU
353,环境 安静 ， 隔音 不错 ， 有 空调 ！,[0_1_3_4_6_7],[2_5_8],CMU
354,厕所 和 厨房 都 比较 敞亮 （ ？,[0_1_2_3_4_5],[6_7],CMU
355,刀具 较 全 。,[0_1_2],[3],CMU
356,我们 走 之前 会 清理 收拾 一下 。,[0_1_2_3_4_5_6],[7],CMU
357,一 层 有 专门 的 收 快递 的 地方 ， 安全 方便 。,[0_1_2_3_4_5_6_7_8_10_11],[9_12],CMU
358,照片 里 有 床 衣柜 书桌 和 架子 。,[0_1_2_3_4_5_6_7],[8],CMU
359,（ 请 去掉 % ） 。,[1_2],[0_3_4_5],CMU
360,加 的 时候 请 介绍 一下 自己 的 名字 ， 学校 和 租房 时间 。,[0_1_2_3_4_5_6_7_8_10_11_12_13],[9_14],CMU
361,附 了 两 张 从 窗户 照 的 夕阳 。,[0_1_2_3_4_5_6_7_8],[9],CMU
362,房间 照片 明天 白天 我 照 一下 匹兹堡 的 落日 和 云 真的 很 美 ， 这 只 是 其中 的 两 张 。,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_16_17_18_19_20_21_22],[15_23],CMU
363,千变万化 的 云 每 天 都 不 一样 。,[0_1_2_3_4_5_6_7],[8],CMU
365,房间 向阳 ， 存储 空间 丰富 。,[0_1_3_4_5],[2_6],CMU
366,月 租$500 全 包 .,[0_2_3],[1_4],CMU
367,交通 生活 方便 。,[0_1_2],[3],CMU
368,安静 ， 随和 好处 。,[0_2_3],[1_4],CMU
369,已 出 你 好 ， 请 问 微 信号 是 对 的 吗 ？,[0_1_2_3_5_6_7_8_9_10_11_12],[4_13],CMU
370,交通 便利 。,[0_1],[2],CMU
371,生活 方便 。,[0_1],[2],CMU
372,房间 家具 电器 齐全 。,[0_1_2_3],[4],CMU
373,冬天 有 暖气 ， 夏天 有 空调 。,[0_1_2_4_5_6],[3_7],CMU
374,屋子 温馨 。,[0_1],[2],CMU
375,屋子 主人 热心 装点 房间 ， 漂亮 现代 。,[0_1_2_3_4_6_7],[5_8],CMU
376,木质 地板 干净 ， 卫生间 非常 整洁 。,[0_1_2_4_5_6],[3_7],CMU
377,交通 发达 ， 生活 便利,[0_1_3_4],[2],CMU
380,中央 空调 。,[0_1],[2],CMU
382,客厅 空间 大 ， 有 餐桌 一 张 加 书桌 两 张 。,[0_1_2_4_5_6_7_8_9_10_11],[3_12],CMU
383,房间 有 空调 。,[0_1_2],[3],CMU
384,非常 干净 ， 友好 。,[0_1_3],[2_4],CMU
391,加 我 请 备注 谢谢 ！,[0_1_2_3_4],[5],CMU
392,【 已 租 】 【 8.,[1_2],[0_3_4_5],CMU
393,生活 超级 方便 ！,[0_1_2],[3],CMU
395,厨房 卫生间 设备 完善 ， 客厅 不 打算 招租 。,[0_1_2_3_5_6_7_8],[4_9],CMU
396,* * 招租 条件 ： 限 女生 。,[2_3_5_6],[0_1_4_7],CMU
404,有 符合 条件 的 朋友 请 联系 我 ～ 谢谢 ！,[0_1_2_3_4_5_6_7_9],[8_10],CMU
405,家具 全 齐 ， 拎包 入住 ！,[0_1_2_4_5],[3_6],CMU
406,一 楼 是 超大 的 设施 齐全 的 厨房 、 饭厅 和 客厅 。,[0_1_2_3_4_5_6_7_8_10_11_12],[9_13],CMU
407,每 层 各自 有 一 个 入口 ， 互 不 影响 。,[0_1_2_3_4_5_6_8_9_10],[7_11],CMU
408,二 层 也 出租 啦 ~ ~,[0_1_2_3_4],[5_6],CMU
418,繁华 地段 。,[0_1],[2],CMU
419,我 在 客厅 住 习惯 了 ， 不 太 想 搬 东西 。,[0_1_2_3_4_5_7_8_9_10_11],[6_12],CMU
420,具体 价格 和 入住 时间 可以 另行 协商 。,[0_1_2_3_4_5_6_7],[8],CMU
421,房子 分 两 层 ， 一 楼 是 客厅 餐厅 和 厨房 ， 二 楼 是 三 个 卧室 ， 房子 内部 很 新 ， 积木 地板 ， 非常 整洁 和 敞亮 。,[0_1_2_3_5_6_7_8_9_10_11_13_14_15_16_17_18_20_21_22_23_25_26_28_29_30_31],[4_12_19_24_27_32],CMU
422,不 需 再 交 其他 费用 。,[0_1_2_3_4_5],[6],CMU
423,平日 没 事 喜欢 跑步 ， 逛街 ， 或者 在家 放松 。,[0_1_2_3_4_6_8_9_10],[5_7_11],CMU
424,附件 是 照片 几 张 。,[0_1_2_3_4],[5],CMU
425,床 ， 桌子 ， 凳子 ， 啥 都 有 ！,[0_2_4_6_7_8],[1_3_5_9],CMU
427,本人 由于 毕业 搬家 ， 想 在 暑期 将 自己 的 卧室 短 租 出去 。,[0_1_2_3_5_6_7_8_9_10_11_12_13_14],[4_15],CMU
428,周围 出行 都 很 方便 。,[0_1_2_3_4],[5],CMU
432,有 个 很 大 的 后院 ！,[0_1_2_3_4_5],[6],CMU
433,抛光 大理石 台面 。,[0_1_2],[3],CMU
434,两 个 卫生间 也 是 全新 装修 。,[0_1_2_3_4_5_6],[7],CMU
439,具体 图片 请 参考 附件 或 点击 链接,[0_1_2_3_4_5_6_7],[],CMU
440,另 有 一 架 钢琴 。,[0_1_2_3_4],[5],CMU
441,部分 房间 有 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 。,[0_1_2_3_5_7_8_9_11],[4_6_10_12],CMU
442,可以 ， 电话 的 ， 都 欢迎 。,[0_2_3_5_6],[1_4_7],CMU
449,不可以 养 宠物 ， 不可以 吸烟 。,[0_1_2_4_5],[3_6],CMU
450,可以 单 租 可以 和 朋友 一起 整 租 。,[0_1_2_3_4_5_6_7_8],[9],CMU
451,治安 良好 ， 安静 的 住宅 街 。,[0_1_3_4_5_6],[2_7],CMU
453,目前 客厅 租金 是 $535 ， 暑期 短 租 只 需 $300 。,[0_1_2_3_6_7_8_9_10],[4_5_11_12],CMU
454,时间 暂定 5.,[0_1],[2],CMU
455,连续 两 年 的 暑期 短 租 的 房客 评价 都 非常 好 。,[0_1_2_3_4_5_6_7_8_9_10_11_12],[13],CMU
464,顶 一下 ！,[0_1],[2],CMU
469,旁边 还 有 个 教堂 。,[0_1_2_3_4],[5],CMU
470,家具 齐全 ， 可以 拎包 入住 欢迎 联系 我 看 房 。,[0_1_3_4_5_6_7_8_9_10],[2_11],CMU
471,房子 的 物业 特别 好 ， 什么 东西 坏 了 第二 天 就 来 修好 。,[0_1_2_3_4_6_7_8_9_10_11_12_13_14],[5_15],CMU
472,除了 超级 大 的 卧室 外 ， 还有 超大 的 客厅 和 餐厅 。,[0_1_2_3_4_5_7_8_9_10_11_12],[6_13],CMU
476,） 欢迎 发 邮件 联系 ！,[1_2_3_4],[0_5],CMU
477,这么 好 的 位置 ， 自己 顶 一 个 ！,[0_1_2_3_5_6_7_8],[4_9],CMU
478,出租 卧室 ， 有 独立 卫生间 。,[0_1_3_4_5],[2_6],CMU
480,户型 图 及 照片 可以 联系 我 看 ；,[0_1_2_3_4_5_6_7],[8],CMU
481,价钱 可以 商量 ～ 希望 是 爱 干净 的 女生 。,[0_1_2_4_5_6_7_8_9],[3_10],CMU
483,房子 离 一 个 高中 挺 近 ， 所以 更加 安全 。,[0_1_2_3_4_5_6_8_9_10],[7_11],CMU
484,电网 平均 每 月 $60 / 人 。,[0_1_2_3_6],[4_5_7],CMU
485,如果 对 房间 感 兴趣 ， 欢迎 邮件 联络 ！,[0_1_2_3_4_6_7_8],[5_9],CMU
486,整 栋 楼 都 是 硬木 地板 。,[0_1_2_3_4_5_6],[7],CMU
488,可 免费 储藏 物品 。,[0_1_2_3],[4],CMU
489,房客 出水 电气 费 。,[0_1_2_3],[4],CMU
502,带 全部 家具 ， 带 独立 卫生间 ， 空间 非常 独立 ， 不 受 打扰 即日 即 可 入住 。,[0_1_2_4_5_6_8_9_10_12_13_14_15_16_17_18],[3_7_11_19],CMU
504,对于 冬天 取暖 很 划算 .,[0_1_2_3_4],[5],CMU
506,欢迎 诸位 同胞 来 匹 村 工作 、 学习 ！,[0_1_2_3_4_5_6_8],[7_9],CMU
507,厨房 厨具 齐全 。,[0_1_2],[3],CMU
508,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 ， 两 厅 特别 大 ， 还 带 一 凉台 。,[0_1_2_4_5_7_9_11_13_14_15_16_18_19_20_21],[3_6_8_10_12_17_22],CMU
509,新装 的 窗子 和 中央 空调 ， 整 栋 楼 都 是 硬木 地板 。,[0_1_2_3_4_5_7_8_9_10_11_12_13],[6_14],CMU
513,房租 : 每 月 $495 全 包 。,[0_2_3_5_6],[1_4_7],CMU
514,希望 是 爱 干净 的 女生 。,[0_1_2_3_4_5],[6],CMU
516,联系 方式 ： 以下 是 公寓 部分 图片 ：,[0_1_3_4_5_6_7],[2_8],CMU
517,时间 从 三月 底 （ 四月 初 ） 到 九月 底 。,[0_1_2_3_5_6_8_9_10],[4_7_11],CMU
518,本人 联系 方式 邮箱 jwzhang.,[0_1_2_3],[4],CMU
524,价格 好 商量 ， 根据 需求 可 送 或者 低价 卖 部分 家居 ， 也 可 拎包 入住 。,[0_1_2_4_5_6_7_8_9_10_11_12_14_15_16_17],[3_13_18],CMU
525,卧室 外 有 单独 的 客厅 和 饭厅 ， 含 家具 厨具 。,[0_1_2_3_4_5_6_7_9_10_11],[8_12],CMU
526,环境 ： 不 临近 主 马路 ， 环境 安静 ， 周边 犹太人 华人 居多 ， 安全 。,[0_2_3_4_5_7_8_10_11_12_13_15],[1_6_9_14_16],CMU
527,房东 华人 ， 很 好 说话 。,[0_1_3_4_5],[2_6],CMU
528,生活 交通 便利 ， 步行 :,[0_1_2_4],[3_5],CMU
530,房间 都 在 二 楼 （ 共 三 间 卧室 ） ， 和 一 楼 完全 分离 。,[0_1_2_3_4_6_7_8_9_12_13_14_15_16],[5_10_11_17],CMU
532,本人 男 ， 访问 学者 ， 生活 作息 规律 ， 安静 ， 无 不良 嗜好 。,[0_1_3_4_6_7_8_10_12_13_14],[2_5_9_11_15],CMU
533,微 信 wang-dy14,[0_1],[2],CMU
536,生活 超 便利 ！,[0_1_2],[3],CMU
537,家具 齐全 ， 完全 可以 拎包 入住 。,[0_1_3_4_5_6],[2_7],CMU
540,家具 都 有 ， 拎包 入住 即 可 。,[0_1_2_4_5_6_7],[3_8],CMU
541,客厅 有 电视 。,[0_1_2],[3],CMU
542,希望 房间 是 卧室 ， 价格 不 超过 650/mo ， 有 家具 最好 。,[0_1_2_3_5_6_7_10_11_12],[4_8_9_13],CMU
544,如 住 三 个 月 房租 可 降到 $400 。,[0_1_2_3_4_5_6_7],[8_9],CMU
545,友善 ， 很 好 相处 。,[0_2_3_4],[1_5],CMU
546,房屋 隔断 良好 ， 进门 到 卧室 或 洗手间 都 不 会 经过 客厅 ， 因此 生活 上 可以 互 不 干扰 。,[0_1_2_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_20_21],[3_14_22],CMU
547,要求 ： 希望 你 是 个 爱 干净 的 女生 。,[0_2_3_4_5_6_7_8_9],[1_10],CMU
548,可 日 租 ！,[0_1_2],[3],CMU
551,可 一 人 住 ， 也 可 两 人 分别 住 卧室 和 客厅 。,[0_1_2_3_5_6_7_8_9_10_11_12_13],[4_14],CMU
552,租金 ： $400 。,[0],[1_2_3],CMU
569,公寓 住户 主要 为 学生 ， 工作 的 人 以及 老人 ， 结构 简单 ， 十分 友好 。,[0_1_2_3_4_6_7_8_9_10_12_13_15_16],[5_11_14_17],CMU
570,安静 讲 卫生 ， 性格 开朗 好 相处 。,[0_1_2_4_5_6_7],[3_8],CMU
571,想 几 点 回 就 几 点 回 ， 晚上 多 晚 都 有 车 。,[0_1_2_3_4_5_6_7_9_10_11_12_13_14],[8_15],CMU
572,要求 ： 男生 ， 习惯 作息 时间 大致 一致 就 好 。,[0_2_4_5_6_7_8_9_10],[1_3_11],CMU
573,空调 和 水 暖气 。,[0_1_2_3],[4],CMU
574,卧室 窗外 的 风景 非常 不错 。,[0_1_2_3_4_5],[6],CMU
578,家具 价值 $500 + 全 送 ， 一切 好 商量 ） 。,[0_1_4_5_7_8_9],[2_3_6_10_11],CMU
579,公共 区域 很 大 ， 吃 火锅 很 合适 ！,[0_1_2_3_5_6_7_8],[4_9],CMU
582,也 有 其他 间 一起 出租 。,[0_1_2_3_4_5],[6],CMU
584,祝 大家 在 美国 学习 生活 一切 顺利,[0_1_2_3_4_5_6_7],[],CMU
585,还 有 一 个 卧室 招租 !,[0_1_2_3_4_5],[6],CMU
589,男女 生 都 可以 。,[0_1_2_3],[4],CMU
591,【 设备 】 公寓 条件 好 ， 家具 齐全 ， 且 有 电扇 和 空调 ， 愉快 度过 匹兹堡 的 夏天 。,[1_3_4_5_7_8_10_11_12_13_14_16_17_18_19_20],[0_2_6_9_15_21],CMU
592,超级 方便 的 地理 位置 ～,[0_1_2_3_4],[5],CMU
613,此处 公寓 性价比 极高 。,[0_1_2_3],[4],CMU
614,夏天 有 中央 空调 ， 冬天 有 暖气 。,[0_1_2_3_5_6_7],[4_8],CMU
615,家具 齐全 ， 拎包 入住 。,[0_1_3_4],[2_5],CMU
616,总之 交通 极其 便利 ， 吃喝 一 应 俱全 ， 安全 不用 担心 。,[0_1_2_3_5_6_7_8_10_11_12],[4_9_13],CMU
622,匹 大校 房 ， 非常 难 申请 排队 排 一 年 多 的 招租 了 。,[0_1_2_4_5_6_7_8_9_10_11_12_13_14],[3_15],CMU
623,是 附近 性价比 最高 的 房子 。,[0_1_2_3_4_5],[6],CMU
624,公寓 后 有 一 小 片 树林 ， 很 好 。,[0_1_2_3_4_5_6_8_9],[7_10],CMU
626,- 房租 $ 600.,[1],[0_2_3],CMU
627,另外 客厅 有 沙发 和 餐桌 可 供 使用 。,[0_1_2_3_4_5_6_7_8],[9],CMU
629,入住 日期 灵活 。,[0_1_2],[3],CMU
649,厨房 和 浴室 还 有 天窗 。,[0_1_2_3_4_5],[6],CMU
650,非常 干净 整洁 卫生 。,[0_1_2_3],[4],CMU
652,隔音 很 好 。,[0_1_2],[3],CMU
653,也 很 安全 。,[0_1_2],[3],CMU
654,真心 觉得 这个 房子 性价比 很高 ！,[0_1_2_3_4_5],[6],CMU
655,希望 大家 不 要 错过 ！,[0_1_2_3_4],[5],CMU
656,感兴趣 的 请 加 我 微 信 了解 更 多 ， 注明 租房 ， 谢谢 !,[0_1_2_3_4_5_6_7_8_9_11_12_14],[10_13_15],CMU
657,单独 衣帽间 ， 独立 卫浴 ， 有 两 个 洗漱 台 ， 彼此 时间 上 完全 不 打架 ！,[0_1_3_4_6_7_8_9_10_12_13_14_15_16_17],[2_5_11_18],CMU
658,物业 很 给 力 ， 服务 到位 ， 维修 及时 。,[0_1_2_3_5_6_8_9],[4_7_10],CMU
661,二 楼 卫生间 和 卧室 ；,[0_1_2_3_4],[5],CMU
662,家具 齐全 ；,[0_1],[2],CMU
663,匹 大 时间 稍 久 一点 ， 坐 公交 也 很 方便 。,[0_1_2_3_4_5_7_8_9_10_11],[6_12],CMU
664,顶 起来 ， 欢迎 大家 联系 ， 价格 可以 再 接受 小刀 ！,[0_1_3_4_5_7_8_9_10_11],[2_6_12],CMU
665,性格 随和 好 相处 。,[0_1_2_3],[4],CMU
669,房租 : 每 月 $495+ 煤 水电 。,[0_2_3_5_6],[1_4_7],CMU
670,各 种 厨具 齐全 ， 不用 担心 。,[0_1_2_3_5_6],[4_7],CMU
671,房租 按 实际 入住 时间 算 。,[0_1_2_3_4_5],[6],CMU
672,我 的 房间 免费 送 全 套 宜家 家具 。,[0_1_2_3_4_5_6_7_8],[9],CMU
673,三 室 一 厅 一 卫 的 公寓 。,[0_1_2_3_4_5_6_7],[8],CMU
683,每 层 楼 各 有 一 个 卫生间 ， 二 楼 有 一 个 厨房 和 一 个 客厅 。,[0_1_2_3_4_5_6_7_9_10_11_12_13_14_15_16_17_18],[8_19],CMU
684,可以 嘛 ？,[0_1],[2],CMU
705,房子 还在 ！,[0_1],[2],CMU
707,$350 每 月 的 房租 包含 水电 暖 。,[1_2_3_4_5_6_7],[0_8],CMU
708,每 个 月 没有 额外 费用 。,[0_1_2_3_4_5],[6],CMU
709,交通 方便 。,[1_2],[0_3],CMU
710,客厅 比较 独立 而且 非常 大 ， 去 厕所 的 时候 也 是 不用 经过 客厅 的 。,[0_1_2_3_4_5_7_8_9_10_11_12_13_14_15_16],[6_17],CMU
711,有 一 个 客厅 一 个 卧室 ， 可以 住 两 个 人 。,[0_1_2_3_4_5_6_8_9_10_11_12],[7_13],CMU
712,物 廉价 美 ， 走过 路过 不要 错过 ！,[0_1_2_4_5_6_7],[3_8],CMU
713,二三 层 为 卧室 与 卫生间 ， 最 底层 为 地下室 。,[0_1_2_3_4_5_7_8_9_10],[6_11],CMU
714,查看 卧室 照片 可 联系 我们 。,[0_1_2_3_4_5],[6],CMU
715,只 招 长 租 up!,[0_1_2_3],[4],CMU
726,租金 为 $570 每 月 ， 1/11 起 可以 入住 。,[0_1_3_4_7_8_9],[2_5_6_10],CMU
728,租金 为 $570 每 月 ， 一月 中旬 可以 入住 。,[0_1_3_4_6_7_8_9],[2_5_10],CMU
729,两 室 友 为 男生 。,[0_1_2_3_4],[5],CMU
730,无论 时 寒冬 还是 酷暑 ， 不用 花 任何 的 精力 即可 拎包 入住 ， 真正 的 酒店 级 住宿 环境 。,[0_1_2_3_4_6_7_8_9_10_11_12_13_15_16_17_18_19_20],[5_14_21],CMU
731,关于 交通 ， 出门 走路 一 分钟 就是 61c/d 公交 车站 ， 十分 方便 。,[0_1_3_4_5_6_7_9_10_12_13],[2_8_11_14],CMU
733,停车 ： 门口 街 爬 位置 非常 多 。,[0_2_3_4_5_6_7],[1_8],CMU
734,认为 自己 个性 随和 ， 平时 生活 习惯 良好 ， 喜欢 安静 和 整洁 。,[0_1_2_3_5_6_7_8_10_11_12_13],[4_9_14],CMU
735,具体 租金 如何 分担 等 细节 可以 商量 着 来 ~,[0_1_2_3_4_5_6_7_8_9],[10],CMU
737,以上 租金 已经 包括 了 wifi+utilities 全部 费用 。,[0_1_2_3_4_6_7],[5_8],CMU
738,二 楼 三 楼 各 有 一 个 卫生间 。,[0_1_2_3_4_5_6_7_8],[9],CMU
739,房间 干净 ， 床 很 舒服 ！,[0_1_3_4_5],[2_6],CMU
741,电影院 每 天 免费 电影 ；,[0_1_2_3_4],[5],CMU
742,十分 安全 ！,[0_1],[2],CMU
743,生活 设施 可以 说 非常 的 便利 了 ！,[0_1_2_3_4_5_6_7],[8],CMU
751,窗外 & 周围 的 景色 超级 美 ， 不得不 说 ， 每 天 都 有 好 心情 。,[0_2_3_4_5_6_8_9_11_12_13_14_15_16],[1_7_10_17],CMU
752,房间 有 独立 卫生间 ， 家具 和 一切 费用 全 免 ， 暖气 给 力 ， 风景 宜人 。,[0_1_2_3_5_6_7_8_9_10_12_13_14_16_17],[4_11_15_18],CMU
755,单 租 客厅 $375 每 月 ， 水电 暖气 全 包 。,[0_1_2_4_5_7_8_9_10],[3_6_11],CMU
756,冬天 暖气 充足 ， 夏天 凉爽 。,[0_1_2_4_5],[3_6],CMU
760,$910 每 月 的 房租 包含 水电 暖 。,[1_2_3_4_5_6_7],[0_8],CMU
763,早晨 门外 树上 小鸟 叫 ， 声音 不 大 很 好玩 。,[0_1_2_3_4_6_7_8_9_10],[5_11],CMU
764,整 套 房租 是 $900 ， 客厅 可以 是 $400 ， 卧室 $500 （ 也 可以 协商 ) 。,[0_1_2_3_6_7_8_11_14_15_16],[4_5_9_10_12_13_17_18],CMU
765,家具 也 可以 一起 打包 一起 降价 出 。,[0_1_2_3_4_5_6_7],[8],CMU
766,带 全 套 家具 可 拎包 入住 。,[0_1_2_3_4_5_6],[7],CMU
767,可以 将 房子 的 实景 、 户型 图 、 周围 环境 通过 视频 聊天 、 录制 视频 、 图片 的 形式 和 你 分享 ~,[0_1_2_3_4_6_7_9_10_11_12_13_15_16_18_19_20_21_22_23],[5_8_14_17_24],CMU
768,平时 非常 安静 .,[0_1_2],[3],CMU
769,独立 门 栋 ， 独立 的 卫生间 和 厨房 ， 独立 的 卧室 。,[0_1_2_4_5_6_7_8_10_11_12],[3_9_13],CMU
778,家具 可 转卖 ： 洗衣机 ， 书桌 ， 饭桌 ， 椅子 ， 衣柜 ， 沙发 ， 电扇 等 。,[0_1_2_4_6_8_10_12_14_16_17],[3_5_7_9_11_13_15_18],CMU
779,采光 优秀 ， 邻里 安静 。,[0_1_3_4],[2_5],CMU
780,备注 租房 即可,[0_1_2],[],CMU
781,地址 ： 2357.,[0],[1_2],CMU
782,电话 + 1-412-370-8018 ；,[0],[1_2_3],CMU
783,房间 属于 专门 翻修 过 的 ， 整体 感觉 算 比较 新 的 那 种 。,[0_1_2_3_4_5_7_8_9_10_11_12_13_14],[6_15],CMU
784,交通 十分 便利 。,[0_1_2],[3],CMU
785,公寓 隔壁 是 犹太人 学校 ， 是 匹兹堡 最 治安 最 好 的 社区 之一 。,[0_1_2_3_4_6_7_8_9_10_11_12_13_14],[5_15],CMU
786,一 个 设备 齐全 的 厨房 ， 浴室 ， 饭厅 ， 空间 均 十分 理想 。,[0_1_2_3_4_5_7_9_11_12_13_14],[6_8_10_15],CMU
787,一 个 超大 客厅 ， 是 节假日 朋友 聚会 的 理想 场所 。,[0_1_2_3_5_6_7_8_9_10_11],[4_12],CMU
788,街区 停车 免费 。,[0_1_2],[3],CMU
789,部分 家具 可 送 ， 免除 你 另行 购买 的 烦恼 。,[0_1_2_3_5_6_7_8_9_10],[4_11],CMU
790,与 物业 直接 签约 ， 本人 可 帮忙 操作 。,[0_1_2_3_5_6_7_8],[4_9],CMU
793,一 个 厨房 ， 浴室 ， 饭厅 ， 空间 均 十分 理想 。,[0_1_2_4_6_8_9_10_11],[3_5_7_12],CMU
797,房租 与 物业 直接 签约 ， 本人 可 帮忙 操作 。,[0_1_2_3_4_6_7_8_9],[5_10],CMU
798,非常 安全 。,[0_1],[2],CMU
800,客厅 和 房间 都 很 大 。,[0_1_2_3_4_5],[6],CMU
801,顶 一 个 ！,[0_1_2],[3],CMU
802,顶 起来 ！,[0_1],[2],CMU
803,因为 是 学校 的 房产 ， 物业 服务 特别 好 。,[0_1_2_3_4_6_7_8_9],[5_10],CMU
804,希望 是 爱 干净 好 相处 的 朋友 ， 男生 。,[0_1_2_3_4_5_6_7_9],[8_10],CMU
807,都 是 直接 和 公寓 经理 签约 ， 安全 放心 。,[0_1_2_3_4_5_6_8_9],[7_10],CMU
808,家具 厨具 齐全 ， 可 拎包 入住 。,[0_1_2_4_5_6],[3_7],CMU
809,浴室 洗手间 是 新 装修 的 ， 很 宽敞 。,[0_1_2_3_4_5_7_8],[6_9],CMU
810,公寓 可以 养 猫 ；,[0_1_2_3],[4],CMU
816,设施 ： 家具 特别 齐全 ， 拎包 入住 。,[0_2_3_4_6_7],[1_5_8],CMU
817,价格 好 商量 ！,[0_1_2],[3],CMU
821,唯一 的 要求 是 希望 你 爱惜 这些 家具 。,[0_1_2_3_4_5_6_7_8],[9],CMU
822,一 楼 大家 公用 的 公共 区域 ， 客厅 不 住 人 。,[0_1_2_3_4_5_6_8_9_10_11],[7_12],CMU
823,有 很 大 的 厨房 和 很多 橱柜 。,[0_1_2_3_4_5_6_7],[8],CMU
824,二 层 三 个 卧室 公用 一 个 卫生间 （ 装修 好的 地下室 还 有 一 个 带 浴室 的 备用 卫生间 ） 。,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15_16_17_18_19_20_21],[9_22_23],CMU
825,这些 步行 距离 都 可以 到 。,[0_1_2_3_4_5],[6],CMU
826,联系 我 ~,[0_1],[2],CMU
827,露天 泳池 夏天 开放 ！,[0_1_2_3],[4],CMU
828,家里 暖气 充足 。,[0_1_2],[3],CMU
829,时间 可以 商量 。,[0_1_2],[3],CMU
830,***基本 信息 * * * 房间 有 物业 管 维修 ， 打 电话 会 在 第二 个 工作日 派 人 过来 维修 ， 认真 负责 。,[1_5_6_7_8_9_11_12_13_14_15_16_17_18_19_20_21_23_24],[0_2_3_4_10_22_25],CMU
831,客厅 和 厨房 铺 的 是 地板 ， 容易 清洁 。,[0_1_2_3_4_5_6_8_9],[7_10],CMU
832,由于 本人 在 国内 ， 现在 有 时差 ， 可能 联系 不 及时 ， 请 见谅 。,[0_1_2_3_5_6_7_9_10_11_12_14_15],[4_8_13_16],CMU
833,依然 有效 。,[0_1],[2],CMU
834,公寓 位于 三 楼 （ 顶层 ， 不用 爬 很高 !,[0_1_2_3_5_7_8_9],[4_6_10],CMU
835,招租 的 房间 是 较 小 的 卧室 ， 但是 也 足够 大 了 ！,[0_1_2_3_4_5_6_7_9_10_11_12_13],[8_14],CMU
836,最后 还 有 一 个 空间 超大 的 客厅 ， 有 两 条 沙发 ， 两 张 餐桌 ， 和 一 台 电视 一 张 大 茶几 。,[0_1_2_3_4_5_6_7_8_10_11_12_13_15_16_17_19_20_21_22_23_24_25_26],[9_14_18_27],CMU
837,可以 在 客厅 做 瑜伽 和 娱乐 。,[0_1_2_3_4_5_6],[7],CMU
838,+ 1608-886-3726 打 电话 前 烦请 发 短信 注明 租房 。,[2_3_4_5_6_7_8_9],[0_1_10],CMU
839,十二月 底 !,[0_1],[2],CMU
841,房屋 信息 ： 家具 齐全 ， 可 拎包 入住 ;,[0_1_3_4_6_7_8],[2_5_9],CMU
842,房子 朝向 很 好 ， 采光 超 棒 ；,[0_1_2_3_5_6_7],[4_8],CMU
843,两 个 卧室 面积 都 很 大 ， 有 足够 的 私人 空间 ；,[0_1_2_3_4_5_6_8_9_10_11_12],[7_13],CMU
844,客厅 超大 ， 聚会 煮 火锅 组团 学习 都 不错 ；,[0_1_3_4_5_6_7_8_9],[2_10],CMU
845,额外 惊喜 ：,[0_1],[2],CMU
846,一 层 和 二 层 都 有 全 卫生间 ， 三 层 有 半 个 卫生间 没有 淋浴 。,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15_16_17],[9_18],CMU
847,这 是 一 个 独立 房子 ， 只有 一 侧 有 邻居 ， 平时 很 安静 。,[0_1_2_3_4_5_7_8_9_10_11_13_14_15],[6_12_16],CMU
848,目前 有 两 户 中国 的 访问 学者 在 其他 房间 住 。,[0_1_2_3_4_5_6_7_8_9_10_11],[12],CMU
850,周围 住户 大部分 是 学生 ， 治安 很 好 。,[0_1_2_3_4_6_7_8],[5_9],CMU
851,有 基本 家具 。,[0_1_2],[3],CMU
852,） 家具 全部 免费 赠送 ！,[1_2_3_4],[0_5],CMU
853,地点 安全 ， 巷 弄 安静 。,[0_1_3_4_5],[2_6],CMU
854,室内 面积 有 一百 平米 以上 。,[0_1_2_3_4_5],[6],CMU
855,两 卧室 光线 好 。,[0_1_2_3],[4],CMU
857,可以 免费 停车 。,[0_1_2],[3],CMU
861,押金 为 一 个 月 的 房租 。,[0_1_2_3_4_5_6],[7],CMU
