sentence ID,original,translated,untranslated word,cs indices in original,cs indices in translated,punct indices in original,punct indices in translated
269,房间 明亮 宽敞 ， 干净 整洁 ， 有 walk in closet ， 家具 齐全 ， 可 拎包 入住 。,房间 明亮 宽敞 ， 干净 整洁 ， 有 步入 式 衣柜 ， 家具 齐全 ， 可 拎包 入住 。,[],[8_9_10_11],[8_9_10_11],[3_6_11_14_18],[3_6_11_14_18]
270,有 一 个 fireplace ， 中央 空调 。,有 一 个 火炉 ， 中央 空调 。,[],[3_4],[3_4],[4_7],[4_7]
272,mason tower 两 室 一 厅 中 的 客厅 招租 ， 八月 底 开始 ！,曼森 塔 两 室 一 厅 中 的 客厅 招租 ， 八月 底 开始 ！,[],[0_1],[0_1],[10_14],[10_14]
274,卧室 是 ece 妹子 ， 性格 开朗 易 相处 ， 欢迎 咨询,卧室 是 电子 和 计算机 工程 专业 妹子 ， 性格 开朗 易 相处 ， 欢迎 咨询,[],[2],[2_3_4_5_6],[4_9],[8_13]
275,请 问 你们 什么 时候 毕业 ， 我 也 是 ece 的 ， 想 租 17-18 学年 ， 女生,请 问 你们 什么 时候 毕业 ， 我 也 是 电子 和 计算机 工程 的 ， 想 租 17-18 学年 ， 女生,[],[10],[10_11_12_13],[6_12_17],[6_15_18_20]
276,安全 环境 好 ， 物业 超 nice 。,安全 环境 好 ， 物业 超 棒 。,[],[6_7],[6_7],[3_7],[3_7]
277,prefer 男生 。,更 希望 是 男生 。,[],[0],[0_1_2],[2],[4]
278,其他 附近 的 房子 可能 有 个别 卧室 或者 house 也 可以 夏天 短 租 的 。,其他 附近 的 房子 可能 有 个别 卧室 或者 整 套 房子 也 可以 夏天 短 租 的 。,[],[9],[9_10],[16],[18]
279,饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed 。,饭厅 有 两 张 书桌 ， 房间 有 一 张 特大 双人床 。,[],[10_11_12_13],[10_11_12],[5_13],[5_12]
280,交通 极 便利 ， forbes 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过 。,交通 极 便利 ， 福布斯 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过 。,[],[4],[4],[3_18],[3_18]
281,户型 ： 一 室 一 厅 ， 崭新 的 apartment room 。,户型 ： 一 室 一 厅 ， 崭新 的 公寓 房间 。,[],[9_10_11],[9_10_11],[1_6_11],[1_6_11]
282,这 是 one bedroom apartment .,这 是 单间 卧室 的 公寓 。,[],[2_3_4_5],[2_3_4_5_6],[5],[6]
287,整个 house 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 house 。,整个 房子 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 房子 。,[],[1_15_16],[1_15_16],[8_16],[8_16]
291,单独 饭厅 ， 后院 可 免费 停车 ， 包 utility ， 全 套 家具 .,单独 饭厅 ， 后院 可 免费 停车 ， 包 各 种 服务费 ， 全 套 家具 。,[],[9_10],[9_10_11_12],[2_7_10_14],[2_7_12_16]
293,p1&p2 去 downtown 玩耍 。,p1&p2 去 市中心 玩耍 。,[],[0_2],[0_2],[4],[0_4]
297,美国 请 联系 王 哥 pn-5 （ 美国 电话 ） ， email ： em@18,美国 请 联系 王 哥 pn-5 （ 美国 电话 ） ， 电子 邮箱 ： em@18,[],[11_12_13],[11_12_13_14],[5_6_9_10_12_13],[5_6_9_10_13_14]
298,走到 duquesne 大学 非常 近 。,走到 迪尤肯 大学 非常 近 。,[],[1],[1],[5],[5]
301,room / house ： 可以 单独 租 一 个 卧室 （ 家具 齐全 ） ， 也 可以 同学 结伴 租 整 个 house 。,单间 / 房子 ： 可以 单独 租 一 个 卧室 （ 家具 齐全 ） ， 也 可以 同学 结伴 租 整 个 房子 。,[],[0_1_2_3_22_23],[0_1_2_3_22_23],[1_3_10_13_14_23],[1_3_10_13_14_23]
302,整个 house 的 是 yearly lease .,整个 房子 的 是 整 年 租 。,[],[1_4_5_6],[1_4_5_6_7],[6],[7]
303,补充 ： 如果 几 个 同学 一 起 租 整 个 house ， 麻烦 告知 具体 要求 。,补充 ： 如果 几 个 同学 一 起 租 整 个 房子 ， 麻烦 告知 具体 要求 。,[],[11_12],[11_12],[1_12_17],[1_12_17]
304,整 栋 house 的 最早 2017/6/1 开始 入住 。,整 栋 房子 的 最早 2017/6/1 开始 入住 。,[],[2],[2],[8],[5_8]
306,离 craig 上 各 种 餐厅 一 步 之 遥 。,离 克莱格 上 各 种 餐厅 一 步 之 遥 。,[],[1],[1],[10],[10]
307,如 有 需要 ， 请 email 联系 （ em@19,如 有 需要 ， 请 发 邮件 联系 （ em@19,[],[5],[5_6],[3_7_8],[3_8_9]
309,房租 交付 方式 为 check 。,房租 交付 方式 为 支票 支付 。,[],[4_5],[4_5_6],[5],[6]
310,也 可以 email ： em@0,也 可以 发 邮件 ： em@0,[],[2_3_4],[2_3_4_5],[3_4],[4_5]
311,房间 是 house 当中 最 大 的 一 间 ， 向阳 ， 整个 house 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题 。,房间 是 房子 当中 最 大 的 一 间 ， 向阳 ， 整个 房子 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题 。,[],[2_13],[2_13],[9_11_18_27],[9_11_18_27]
313,手头 没有 floor plan ， 所以 自己 画 了 张 。,手头 没有 户型 图 ， 所以 自己 画 了 张 。,[],[2_3_4],[2_3_4],[4_10],[4_10]
314,邮寄 的 包裹 不用 担心 丢失 ， 会 有 doorman 代为 签收 保管 ；,邮寄 的 包裹 不用 担心 丢失 ， 会 有 门卫 代为 签收 保管 ；,[],[9],[9],[6_13],[6_13]
316,房东 美国 老头 ， 非常 nice .,房东 美国 老头 ， 人 非常 好 。,[],[5_6],[4_6_7],[3_6],[3_7]
317,公司 是 john cr kelly realty inc 。,公司 是 john cr kelly 房地产 有限公司 。,[],[2_3_4_5_6_7],[2_3_4_5_6_7],[7],[7]
318,目前 客厅 住 的 是 ece 的 phd ， 人 非常 好 也 很 安静 。,目前 客厅 住 的 是 电子 与 计算机 工程 的 博士 研究生 ， 人 非常 好 也 很 安静 。,[],[5_7_8],[5_6_7_8_10_11_12],[8_15],[12_19]
319,house 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,房子 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,[],[0],[0],[5_11],[5_11]
320,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,房子 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,[],[0],[0],[5_9_13],[5_9_13]
322,总之 家 里 非常 宽敞 ， 可以 开 party 。,总之 家 里 非常 宽敞 ， 可以 开 派对 。,[],[8_9],[8_9],[5_9],[5_9]
323,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 共用 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 善良 ， 很 爱 干净 。,[],[11_12_25_26],[11_12_25_26],[2_12_19_22_26_30],[2_12_19_22_26_30]
324,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,周边 ： 附近 有 酒吧 和 餐厅 ， 还 有 小 超市 。,[],[4],[4],[1_7_12],[1_7_12]
325,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 couple 入住 ， 房间 的 隔音 效果 很 好 。,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 情侣 入住 ， 房间 的 隔音 效果 很 好 。,[],[18],[18],[2_11_20_27],[2_11_20_27]
326,可以 直接 签 一 年 ， 也 可以 接 现在 的 lease 然后 续签 。,可以 直接 签 一 年 ， 也 可以 接 现在 的 租约 然后 续签 。,[],[11],[11],[5_14],[5_14]
329,房租 加上 utility 费用 一共 每 月 $1086 。,房租 加上 各 种 服务 费用 一共 每 月 $1086 。,[],[2],[2_3_4],[8],[9_10]
330,联系 方式 ： email : andy .,联系 方式 ： 邮箱 : andy 。,[andy],[3_4_5_6],[3_4_5_6],[2_4_6],[2_4_6]
331,名称 ： aberdeen apartment .,名称 ： 阿 贝尔丁 公寓 。,[],[2_3_4],[2_3_4],[1_4],[1]
333,卧室 在 house 二 楼 。,卧室 在 房子 二 楼 。,[],[2],[2],[5],[5]
335,价格 the lower the better 。,价格 越 低 越 好 。,[],[1_2_3_4_5],[1_2_3_4_5],[5],[5]
336,可以 在 网上 看 这个 apartment 的 介绍 。,可以 在 网上 看 这个 公寓 的 介绍 。,[],[5],[5],[8],[8]
337,公寓 的 详细 信息 和 图片 可以 在 union 的 网站 上 看到 。,公寓 的 详细 信息 和 图片 可以 在 联合 机构 的 网站 上 看到 。,[],[8],[8_9],[13],[14]
339,若 有 兴趣 请 发 email 到 em@20,若 有 兴趣 请 发 邮件 到 em@20,[],[5],[5],[7],[7]
341,公寓 也 是 pet friendly 的 。,公寓 也 是 允许 饲养 宠物 的 。,[],[3_4],[3_4_5],[6],[7]
345,三 人 公用 一 个 bathroom 。,三 人 公用 一 个 浴室 。,[],[5_6],[5_6],[6],[6]
347,请 大家 直接 去 联系 mozart 公司 ， 公司 联系 方式 是 pn-6 ， em@21,请 大家 直接 去 联系 莫扎特 物业 公司 ， 公司 联系 方式 是 pn-6 ， em@21,[],[5],[5_6],[7_12_13_14],[8_13_14_15]
348,我们 都 是 匹 大学生 ， 租房 请 直接 联系 mozart 。,我们 都 是 匹 大学生 ， 租房 请 直接 联系 莫扎特 物业 。,[],[10_11],[10_11_12],[5_11],[5_12]
350,或者 email : em@0,或者 发 邮件 : em@0,[],[1_2_3],[1_2_3_4],[2_3],[3_4]
351,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 share 一 个 ， 两 个 男生 share 另 一 个 。,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 共用 一 个 ， 两 个 男生 共用 另 一 个 。,[],[10_17],[10_17],[5_13_21],[5_13_21]
353,此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,此 房间 位于 三 层 楼 的 房子 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,[],[7],[7],[13_18_22],[13_18_22]
354,社区 安全 安静 ： 是 house .,社区 安全 安静 ： 是 整 套 房子 。,[],[5_6],[5_6_7_8],[3_6],[3_8]
355,lease 如果 是 夏天 may-july 夏天 结束 都 可以 。,租约 如果 是 夏天 ， 五六月 夏天 结束 都 可以 。,[],[0],[0_5],[9],[4_10]
360,地处 bloomfield little italy 。,地处 花开 之 地 小 意大利 。,[],[1_2_3_4],[1_2_3_4_5_6],[4],[6]
361,这个 房子 的 短 租 没有 联系 email : em@0,这个 房子 的 短 租 没有 联系 电子 邮箱 : em@0,[],[7_8_9],[7_8_9_10],[8_9],[9_10]
363,房子 的 大致 floor plan,房子 的 大致 楼面 平面图,[],[3_4],[3_4],[],[]
365,公寓 旁边 mellon park ， 周末 锻炼 休闲 的 好 去处 。,公寓 旁边 梅伦 公园 ， 周末 锻炼 休闲 的 好 去处 。,[],[2_3_4],[2_3_4],[4_11],[4_11]
366,走进 房子 就 觉得 房子 是 一 个 happy house ！,走进 房子 就 觉得 房子 是 一 个 气氛 愉悦 的 地方 ！,[],[8_9_10],[8_9_10_11_12],[10],[12]
367,我 有 一 个 房子 出租 ， 坐落 在 greenfield 。,我 有 一 个 房子 出租 ， 坐落 在 绿地 。,[],[9_10],[9_10],[6_10],[6_10]
369,联系 方式 ： email : em@23,联系 方式 ： 邮箱 : em@23,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
370,租 一 个 房间 或者 一 个 house 都 可以 。,租 一 个 房间 或者 一 整 个 房子 都 可以 。,[],[7],[6_8],[10],[11]
371,在 highland park 附近 。,在 高地 公园 附近 。,[],[1_2],[1_2],[4],[4]
372,还有 个别 house 和 个别 单独 的 房间 招租 。,还有 个别 房子 和 个别 单独 的 房间 招租 。,[],[2],[2],[9],[9]
373,房间 位 于 house 三 层 楼 的 第三 层 。,房间 位 于 房子 三 层 楼 的 第三 层 。,[],[3],[3],[10],[10]
375,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,[],[1],[1],[4_9_14_18],[4_9_14_18]
377,update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,7-27/2016 的 更新 - 还有 两 个 卧室 招租 ， 欢迎 联系 。,[],[0_1_2],[0_1_2_3],[8_11],[0_3_9_12]
378,cindy wrote : update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,辛迪 写道 : 7-27/2016 的 更新 -- 还有 两 个 卧室 招租 ， 欢迎 联系 。,[],[0_1_2_3_4_5],[0_1_2_3_4_5_6],[2_11_14],[2_3_6_12_15]
379,具体 信息 如下 ： eldridge house : rent : 700-750 / month/bedroom .,具体 信息 如下 ： 埃尔德 里奇 整 套 房子 : 租赁 : 700-750 / 每 月 / 单间 卧室 。,[],[4_5_6_7_8_9_10_11_12],[4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19],[3_6_8_10_12],[3_9_11_12_13_16_19]
380,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室 。,可以 租 整 个 房子 ， 也 可以 租 单独 一 个 两 个 卧室 。,[],[4_5],[4_5],[5_15],[5_15]
381,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam 。,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 诈骗 。,[],[11_12],[11_12],[4_12],[4_12]
382,ps : 中国 房东 ， 特别 nice .,备注 : 中国 房东 ， 特别 好 。,[],[0_1_6_7],[0_1_6_7],[1_4_7],[1_4_7]
383,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,大学 花园 公寓 属于 匹兹堡 学校 资产 并由 学校 负责 管理 与 维护 。,[],[0_1_4],[0_1_4],[13],[13]
385,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了 。,房东 只 给 了 一 张 房子 外 观照 ， 比较 无关紧要 我 就 不 上传 了 。,[],[6_11_15],[6_11_15],[9_17],[9_17]
386,目前 只有 两 个 房间 available .,目前 只有 两 个 房间 可 租 。,[],[5_6],[5_6_7],[6],[7]
389,求 在 此 期间 一 周 短 租 ， 最 好在 squirrel hill/shadyside 地区 。,求 在 此 期间 一 周 短 租 ， 最 好在 松鼠山 或 沙 地区 。,[],[11_12],[11_12_13],[8_14],[8_15]
391,确实 email 过 我 啊 ， em@25,确实 发 过 邮件 给 我 啊 ， em@25,[],[1],[1_3_4],[5_6],[7_8]
392,整个 house 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,整个 房子 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,[],[1],[1],[4_9_13_17_24_25],[4_9_13_17_24_25]
393,地处 squirrel hill 中心 地带 ， 但 非常 安静 。,地处 松鼠山 中心 地带 ， 但 非常 安静 。,[],[1_2],[1],[5_9],[4_8]
396,希望 房子 是 在 squirrel hill 或者 greenfield ， 其他 地方 也 可以 考虑 。,希望 房子 是 在 松鼠山 或者 绿地 ， 其他 地方 也 可以 考虑 。,[],[4_5_7_8],[4_6_7],[8_14],[7_13]
398,卧室 大 ， 含 full size 床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,卧室 大 ， 含 单人 床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,[],[4_5],[4],[2_7_15_27_28_33],[2_6_14_26_27_32]
399,缺点 是 三 个 人 share 一 个 full bathroom ， 但 考虑 到 距离 和 utilities 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,缺点 是 三 个 人 共用 一 整 个 卫生间 ， 但 考虑 到 距离 和 水电气 费 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,[],[5_8_9_10_16],[5_7_9_10_16_17],[10_23],[10_24]
400,房子 ： 是 一 个 house ， 有 中央 空调 。,房子 ： 是 一 个 整套 房子 ， 有 中央 空调 。,[],[5_6],[5],[1_6_10],[1_7_11]
401,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016，$300 / month .,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016，$300 每 月 。,[],[9_10],[8_9_10],[4_6_8_10],[4_5_6_7_10]
402,ldingid = 121b1b 的 户型 ， 顶层 ， 客厅 view 超级 好 。,ldingid = 121b1b 的 户型 ， 顶层 ， 客厅 布置 超级 好 。,[],[0_1_2_9],[0_1_2_9],[1_5_7_12],[1_5_7_12]
403,房租 已 包含 所有 utility .,房租 已 包含 所有 服务费 。,[],[4_5],[4_5],[5],[5]
405,一 楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,一 楼 有 门卫 ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,[],[3_4],[3_4],[4_12_21],[4_12_21]
406,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 沿街 停车 。,[],[1_3_15_16],[1_3_14_15_16],[6_16],[6_16]
408,现有 northumberland house 一 枚 ， 5b/3b ， 暑期 出租 。,现有 诺桑 比 地 整 套 房子 一 枚 ， 5b/3b ， 暑期 出租 。,[],[1_2],[1_2_3_4_5_6],[5_7_10],[9_10_11_14]
409,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,卧室 内 一 个 衣柜 ， 客厅 另 有 一 个 衣柜 。,[],[4_5_11_12],[4_5_11_12],[5_12],[5_12]
410,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 教职工 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,[],[13],[13],[5_16_24],[5_16_24]
411,bedroom 个数 至少 两 个 及 以上 ；,卧室 个数 至少 两 个 及 以上 ；,[],[0],[0],[7],[7]
412,apt 或者 house 都 可以 。,公寓 或者 整 套 房子 都 可以 。,[],[0_2],[0_2_3_4],[5],[7]
413,经常 去 downtown 的 同学 可以 坐 p1 系列 公交 专线 直达 downtown ， 绝 对比 uber 经济 实惠 。,经常 去 市中心 的 同学 可以 坐 p1 系列 公交 专线 直达 市中心 ， 绝 对 比 优步 经济 实惠 。,[p1],[2_7_12_13_16],[2_7_12_13_15_16_17],[13_19],[13_20]
415,布局 ： 该 house 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼 。,布局 ： 该 房子 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼 。,[],[3],[3],[1_9_16_22_34],[1_9_16_22_34]
416,本 卧室 空间 较大 ， 可 放置 两 张 full size 床 。,本 卧室 空间 较大 ， 可 放置 两 张 单人 床 。,[],[9_10],[9],[4_12],[4_11]
419,短期 的 summer lease 也 可 考虑 。,短期 的 暑期 短 租 也 可 考虑 。,[],[2_3],[2_3_4],[7],[8]
420,无线 网络 和 utility 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 share 就 可以 。,无线 网络 和 各 类 服务 费用 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 分摊 就 可以 。,[],[3_19],[3_4_5_6_22],[7_16_22],[10_19_25]
421,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求 。,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 发 邮件 ， 告诉 我 对 房子 的 要求 。,[],[11_12],[11_12_13],[3_12_19],[3_13_20]
422,也 可以 直接 email : em@0,也 可以 直接 发 邮件 : em@0,[],[3_4_5],[3_4_5_6],[4_5],[5_6]
423,town house ， 四 卧室 。,市内 宅邸 ， 四 卧室 。,[],[0_1_2],[0_1_2],[2_5],[2_5]
425,具体 floor plan :,具体 户型 :,[],[1_2_3],[1_2],[3],[2]
428,具体 email 沟通 em@26,具体 发 邮件 沟通 em@26,[],[1],[1_2],[3],[4]
432,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,看见 新 的 广告 能 麻烦 您 介绍 的 具体 一点 嘛 ？,[],[0_1_2],[0_1_3],[11],[12]
436,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ） 。,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 电气 包 不 包含 暖气 而 变化 ） 。,[],[15_19],[15_19],[5_12_22_23],[5_11_12_22_23]
437,lobby 照片 ， 安全 有 保障,大厅 照片 ， 安全 有 保障,[],[0],[0],[2],[2]
438,更多 问题 ， 欢迎 email 我 : c .,更多 问题 ， 欢迎 发 邮件 给我 : c 。,[c],[4_7_8],[4_5_6_7_8_9],[2_6_8],[2_7_9]
440,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去 。,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 租约 在 身 我 都 想 搬 进去 。,[],[14],[14],[8_22],[8_22]
441,房东 包 除 网 以外 所有 utility 。,房东 包 除 网 以外 所有 服务 费用 。,[],[6_7],[6_7_8],[7],[8]
442,距离 murry 上 的 餐馆 、 超市 都 是 步行 的 距离 。,距离 梅瑞 大道 上 的 餐馆 、 超市 都 是 步行 的 距离 。,[],[1],[1_2],[5_12],[6_13]
443,this message is expired ， 图 中 所有 家具 家电 都 免费 使用,这 条 消息 已 过期 ， 图 中 所有 家具 家电 都 免费 使用,[],[0_1_2_3_4],[0_1_2_3_4_5],[4],[5]
