Word,Probability,Frequency
押金,1.68547888220475E-4,94
bare,1.7930626406433508E-6,1
woodbury,1.7930626406433508E-5,10
核查,1.7930626406433508E-6,1
尚待,1.7930626406433508E-6,1
水池,1.4344501125146806E-5,8
逻辑,1.0758375843860106E-5,6
sealed,1.7930626406433508E-6,1
周三,3.4068190172223665E-5,19
学界,1.7930626406433508E-6,1
troubling,1.7930626406433508E-6,1
后备,1.7930626406433508E-6,1
变得,7.172250562573403E-6,4
骄傲,1.7930626406433508E-6,1
考虑,3.532333402067401E-4,197
needed,1.7930626406433508E-5,10
对接,3.5861252812867016E-6,2
蛇,1.7930626406433508E-6,1
admin,5.379187921930053E-6,3
speed,4.661962865672712E-5,26
字眼,5.379187921930053E-6,3
apple,7.889475618830744E-5,44
前辈,1.6137563765790156E-5,9
后天,7.172250562573403E-6,4
长江,5.379187921930053E-6,3
common,1.2551438484503456E-5,7
中转,8.965313203216754E-6,5
interest,2.5102876969006912E-5,14
修复,1.2551438484503456E-5,7
紧张,1.972368904707686E-5,11
bath,1.1296294636053111E-4,63
twin,2.2771895536170556E-4,127
daycare,1.0758375843860106E-5,6
mart,2.8689002250293613E-5,16
apply,1.4344501125146806E-5,8
westinghouse,3.5861252812867016E-6,2
mary,1.4344501125146806E-5,8
统计学,1.7930626406433508E-6,1
饰物,1.7930626406433508E-6,1
蛮,2.8689002250293613E-5,16
bars,1.7930626406433508E-6,1
bass,1.7930626406433508E-6,1
暴露,1.7930626406433508E-6,1
尺寸,9.682538259474095E-5,54
marc,1.7930626406433508E-6,1
报销,1.2551438484503456E-5,7
formula,3.5861252812867016E-6,2
step,7.172250562573403E-6,4
同好,1.7930626406433508E-6,1
mark,7.172250562573403E-6,4
base,1.972368904707686E-5,11
stem,2.6895939609650264E-5,15
恰好,1.972368904707686E-5,11
ithaca,1.7930626406433508E-6,1
前边,3.5861252812867016E-6,2
着陆,1.7930626406433508E-6,1
顺道,1.7930626406433508E-6,1
尼日利亚,1.7930626406433508E-6,1
室温,1.7930626406433508E-6,1
保存,2.1516751687720212E-5,12
auckland,3.5861252812867016E-6,2
荞麦,1.7930626406433508E-6,1
mats,1.7930626406433508E-6,1
赶早,1.7930626406433508E-6,1
biology,2.6895939609650264E-5,15
去掉,3.5861252812867016E-6,2
周五,2.1337445423655875E-4,119
吻合,8.965313203216754E-6,5
matt,1.2551438484503456E-5,7
来自,7.710169354766409E-5,43
脱手,1.7930626406433508E-6,1
告别,3.5861252812867016E-6,2
周二,3.0482064890936964E-5,17
向外,1.7930626406433508E-6,1
convince,3.5861252812867016E-6,2
联系,0.011586770783837333,6462
math,8.965313203216754E-6,5
水泥,1.7930626406433508E-6,1
惊人,1.7930626406433508E-6,1
theory,1.7930626406433508E-6,1
梳妆,1.7930626406433508E-6,1
原有,1.0758375843860106E-5,6
保守,1.7930626406433508E-6,1
修好,1.4344501125146806E-5,8
保安,1.7930626406433508E-6,1
前述,1.7930626406433508E-6,1
fryer,1.7930626406433508E-6,1
索性,1.7930626406433508E-6,1
foundation,2.1516751687720212E-5,12
secret,3.5861252812867016E-6,2
across,1.0758375843860106E-5,6
ear,3.5861252812867016E-6,2
eat,8.965313203216754E-6,5
发愁,3.5861252812867016E-6,2
拖车,5.0205753938013824E-5,28
europe,1.7930626406433508E-6,1
reward,7.172250562573403E-6,4
卫浴,4.2854197111376086E-4,239
原木,7.172250562573403E-6,4
更远,1.7930626406433508E-6,1
pouch,1.7930626406433508E-6,1
归类,3.5861252812867016E-6,2
原本,3.0482064890936964E-5,17
juice,3.5861252812867016E-6,2
水洗,1.7930626406433508E-6,1
opinion,1.7930626406433508E-6,1
包租,1.7930626406433508E-6,1
图纸,1.7930626406433508E-6,1
情侣,5.7378004500587225E-5,32
试题,3.5861252812867016E-6,2
麦克,1.7930626406433508E-6,1
键盘,1.0399763315731435E-4,58
磨损,2.6895939609650264E-5,15
广阔,7.172250562573403E-6,4
依据,1.7930626406433508E-5,10
便当,5.379187921930053E-6,3
谴责,1.7930626406433508E-6,1
hospitals,7.172250562573403E-6,4
保密,1.7930626406433508E-6,1
中途,1.7930626406433508E-5,10
融,1.7930626406433508E-6,1
html,2.9047614778422286E-4,162
spell,1.7930626406433508E-6,1
eda,3.5861252812867016E-6,2
并非,1.7930626406433508E-6,1
香港,3.5861252812867017E-5,20
原来,8.78600693915242E-5,49
借口,3.5861252812867016E-6,2
田园,8.965313203216754E-6,5
edu,2.70752458737146E-4,151
有趣,5.379187921930053E-6,3
别针,1.7930626406433508E-6,1
钟表,1.7930626406433508E-6,1
床铺,1.7930626406433508E-5,10
weaver,7.172250562573403E-6,4
seems,1.7930626406433508E-6,1
肉眼,1.7930626406433508E-6,1
configuration,3.5861252812867016E-6,2
eeg,1.7930626406433508E-6,1
祥和,3.5861252812867016E-6,2
水浴,3.5861252812867016E-6,2
platform,1.6137563765790156E-5,9
紧急,6.813638034444733E-5,38
上钩,1.7930626406433508E-6,1
walking,6.992944298509068E-5,39
spend,1.972368904707686E-5,11
系数,3.5861252812867016E-6,2
代表性,3.5861252812867016E-6,2
电器,1.8468545198626514E-4,103
诈骗,2.1516751687720212E-5,12
蔬果,1.7930626406433508E-6,1
价码,1.7930626406433508E-6,1
tenants,2.1516751687720212E-5,12
zhao,1.7930626406433508E-5,10
道路,5.379187921930053E-6,3
居室,7.889475618830744E-5,44
计算机,1.4344501125146806E-5,8
泰国,1.6137563765790156E-5,9
temporary,1.7930626406433508E-6,1
year,9.50323199540976E-5,53
强者,1.7930626406433508E-6,1
仿真,3.5861252812867016E-6,2
口径,1.7930626406433508E-6,1
yeah,1.7930626406433508E-6,1
双打,1.4344501125146806E-5,8
branch,1.7930626406433508E-6,1
neal,1.7930626406433508E-6,1
反手,1.972368904707686E-5,11
临近,6.275719242251729E-5,35
neat,1.7930626406433508E-6,1
understanding,3.5861252812867016E-6,2
居家,1.2551438484503456E-5,7
near,2.330981432836356E-5,13
人群,7.172250562573403E-6,4
蠢,3.5861252812867016E-6,2
inviting,1.7930626406433508E-6,1
auburn,1.7930626406433508E-6,1
proportional,1.7930626406433508E-6,1
economy,7.172250562573403E-6,4
packet,3.5861252812867016E-6,2
community,2.6895939609650264E-5,15
version,3.5861252812867017E-5,20
dealership,1.7930626406433508E-6,1
docking,1.7930626406433508E-6,1
stop,1.649617629391883E-4,92
oscillating,5.379187921930053E-6,3
接着,1.972368904707686E-5,11
案板,1.2551438484503456E-5,7
框架,5.379187921930053E-6,3
boston,5.1998816578657176E-5,29
血,5.379187921930053E-6,3
严重,2.1516751687720212E-5,12
话题,2.5102876969006912E-5,14
信封,8.965313203216754E-6,5
immediately,7.172250562573403E-6,4
行,2.546148949713558E-4,142
删除,6.634331770380398E-5,37
eis,1.7930626406433508E-6,1
中部,1.0758375843860106E-5,6
留学生,7.530863090702074E-5,42
街,2.5102876969006912E-5,14
超支,1.7930626406433508E-6,1
stump,1.7930626406433508E-6,1
orphans,7.172250562573403E-6,4
cisco,1.7930626406433508E-6,1
musician,3.5861252812867016E-6,2
衣,7.172250562573403E-6,4
补,2.1516751687720212E-5,12
表,1.4344501125146806E-5,8
strata,1.7930626406433508E-6,1
平顺,5.379187921930053E-6,3
衬,3.5861252812867016E-6,2
屋子,1.0758375843860106E-4,60
幽静,1.7930626406433508E-5,10
没想,3.5861252812867016E-6,2
袁,7.172250562573403E-6,4
为辅,1.7930626406433508E-6,1
turbo,5.379187921930053E-6,3
袋,4.3033503375440424E-5,24
ohio,1.7930626406433508E-6,1
低温,7.172250562573403E-6,4
损耗,5.379187921930053E-6,3
stub,1.7930626406433508E-6,1
kindle,1.2551438484503456E-5,7
minister,3.5861252812867016E-6,2
need,1.02204570516671E-4,57
abdullah,1.7930626406433508E-6,1
不错,2.815108345810061E-4,157
来得及,1.4344501125146806E-5,8
被,5.092297899427117E-4,284
http,0.0015258963071874917,851
裂,3.5861252812867016E-6,2
装,6.813638034444733E-5,38
神器,3.944737809415372E-5,22
请问,2.5102876969006915E-4,140
ems,7.172250562573403E-6,4
同学,0.0014183125487488906,791
用处,3.5861252812867016E-6,2
摇摆,1.7930626406433508E-6,1
山地,1.972368904707686E-5,11
裔,3.5861252812867016E-6,2
eileen,5.379187921930053E-6,3
裘,1.7930626406433508E-6,1
裙,1.7930626406433508E-6,1
end,5.379187921930053E-5,30
最近,3.855084677383204E-4,215
管道,1.7930626406433508E-6,1
起来,2.1875364215848882E-4,122
forty,1.7930626406433508E-6,1
eng,1.7930626406433508E-6,1
名字,9.50323199540976E-5,53
欢迎,0.0021839502963036015,1218
大部分,1.165490716418178E-4,65
对方,4.124044073479707E-5,23
发抖,1.7930626406433508E-6,1
梳子,5.379187921930053E-6,3
forum,3.5861252812867016E-6,2
berkeley,3.5861252812867016E-6,2
恶作剧,1.7930626406433508E-6,1
spiegel,1.7930626406433508E-6,1
裹,3.5861252812867016E-6,2
education,7.172250562573403E-6,4
occupation,1.7930626406433508E-6,1
防备,1.7930626406433508E-6,1
eos,1.7930626406433508E-6,1
琢磨,5.379187921930053E-6,3
蓝牙,1.2551438484503456E-5,7
investors,3.5861252812867016E-6,2
enthusiasts,1.7930626406433508E-6,1
透露,1.7930626406433508E-6,1
上门,2.8330389722164946E-4,158
epa,5.379187921930053E-6,3
联络,6.096412978187393E-5,34
herman,1.7930626406433508E-6,1
山坡,1.4344501125146806E-5,8
proceedings,1.7930626406433508E-6,1
心灵,5.379187921930053E-6,3
附图,1.2551438484503456E-5,7
欺负,1.7930626406433508E-6,1
eps,1.7930626406433508E-6,1
做为,1.7930626406433508E-6,1
forth,1.7930626406433508E-6,1
画图,3.5861252812867016E-6,2
变成,1.0758375843860106E-5,6
leopard,1.7930626406433508E-6,1
也许,8.965313203216754E-6,5
大白菜,3.5861252812867016E-6,2
资深,1.6137563765790156E-5,9
法学,1.7930626406433508E-6,1
试验,1.7930626406433508E-6,1
循环,3.5861252812867016E-6,2
cell,1.7930626406433508E-5,10
变速器,1.7930626406433508E-6,1
医生,5.379187921930053E-6,3
店铺,7.172250562573403E-6,4
valid,1.4344501125146806E-5,8
后宫,1.7930626406433508E-6,1
乐趣,2.5102876969006912E-5,14
命中,1.7930626406433508E-6,1
沙拉,1.7930626406433508E-6,1
门户,1.7930626406433508E-6,1
television,1.7930626406433508E-6,1
ers,1.7930626406433508E-6,1
介绍,2.366842685649223E-4,132
法定,1.7930626406433508E-6,1
一面,3.5861252812867016E-6,2
境内,1.2551438484503456E-5,7
豌豆,1.7930626406433508E-6,1
联网,3.5861252812867016E-6,2
法官,1.7930626406433508E-6,1
esa,1.7930626406433508E-6,1
亲自,2.330981432836356E-5,13
权衡,5.379187921930053E-6,3
节假日,7.172250562573403E-6,4
做事,5.379187921930053E-6,3
尾巴,1.7930626406433508E-6,1
esl,2.330981432836356E-5,13
西,1.972368904707686E-5,11
要,0.0025174599474632646,1404
自主,1.4344501125146806E-5,8
选项,1.972368904707686E-5,11
journeys,1.7930626406433508E-6,1
覃,1.7930626406433508E-6,1
cent,1.7930626406433508E-6,1
est,1.7930626406433508E-6,1
screen,2.8689002250293613E-5,16
步行,0.002013609345442483,1123
上限,1.972368904707686E-5,11
就得,3.5861252812867016E-6,2
闪光灯,1.7930626406433508E-6,1
随之,1.7930626406433508E-6,1
etc,3.765431545351037E-5,21
然后,4.267489084731175E-4,238
口感,5.379187921930053E-6,3
情况,5.540563559587955E-4,309
moist,1.7930626406433508E-6,1
amelia,3.5861252812867016E-6,2
below,1.6137563765790156E-5,9
自习,5.379187921930053E-6,3
woods,8.965313203216754E-6,5
毕竟,2.6895939609650264E-5,15
remedies,3.5861252812867016E-6,2
acoustic,7.172250562573403E-6,4
estate,5.379187921930053E-6,3
下降,1.7930626406433508E-6,1
做人,3.5861252812867016E-6,2
归纳,5.379187921930053E-6,3
zhou,1.6137563765790156E-5,9
下限,1.7930626406433508E-6,1
尿布,5.379187921930053E-6,3
弗吉尼亚,8.965313203216754E-6,5
driving,1.972368904707686E-5,11
同居,3.5861252812867016E-6,2
sofas,1.7930626406433508E-6,1
医疗,2.1516751687720212E-5,12
语音,1.6137563765790156E-5,9
typing,1.7930626406433508E-6,1
joseph,5.379187921930053E-6,3
可心,1.7930626406433508E-6,1
见,3.0840677419065635E-4,172
观,5.379187921930053E-6,3
除去,5.379187921930053E-6,3
视,4.3033503375440424E-5,24
恐怕,7.172250562573403E-6,4
trick,5.379187921930053E-6,3
脚架,1.7930626406433508E-6,1
开裂,1.7930626406433508E-6,1
角,1.7930626406433508E-5,10
credits,1.7930626406433508E-6,1
eve,5.379187921930053E-6,3
陷入,1.7930626406433508E-6,1
资源,3.5861252812867017E-5,20
依旧,1.972368904707686E-5,11
解,1.7930626406433508E-6,1
参数,1.0758375843860106E-5,6
怎样,2.6895939609650264E-5,15
neon,1.7930626406433508E-6,1
触,1.7930626406433508E-6,1
羽毛球,3.765431545351037E-5,21
rolls,3.5861252812867016E-6,2
plots,1.7930626406433508E-6,1
尼康,5.379187921930053E-6,3
频道,5.379187921930053E-6,3
流传,1.7930626406433508E-6,1
martin,2.5102876969006912E-5,14
queens,1.7930626406433508E-6,1
言,1.0758375843860106E-5,6
huck,3.5861252812867016E-6,2
belgian,1.7930626406433508E-6,1
可怜,3.5861252812867016E-6,2
周全,1.7930626406433508E-6,1
可怕,3.5861252812867016E-6,2
银联,3.5861252812867016E-6,2
expertise,3.5861252812867016E-6,2
周六,9.86184452353843E-5,55
陶冶,1.7930626406433508E-6,1
生存,5.379187921930053E-6,3
黑人,7.172250562573403E-6,4
必然,1.7930626406433508E-6,1
生子,1.7930626406433508E-6,1
ext,3.5861252812867016E-6,2
由头,1.7930626406433508E-6,1
eye,1.7930626406433508E-5,10
schiff,1.7930626406433508E-6,1
出版社,1.0758375843860106E-5,6
货物,8.965313203216754E-6,5
wanted,1.7930626406433508E-6,1
自从,5.379187921930053E-6,3
mixer,1.972368904707686E-5,11
贡献,5.379187921930053E-6,3
单独,2.0978832895527204E-4,117
久远,1.7930626406433508E-6,1
专门,5.917106714123058E-5,33
规定,2.6895939609650264E-5,15
做作,1.7930626406433508E-6,1
观察,3.5861252812867016E-6,2
有备无患,1.7930626406433508E-6,1
knowledgeable,1.7930626406433508E-6,1
gray,7.172250562573403E-6,4
可恨,1.7930626406433508E-6,1
不难,1.7930626406433508E-6,1
灯泡,1.5599644973597152E-4,87
自传,1.7930626406433508E-6,1
有道,1.7930626406433508E-6,1
至上,1.7930626406433508E-6,1
black,1.7930626406433508E-4,100
mbps,1.4344501125146806E-5,8
肥皂,1.7930626406433508E-6,1
such,1.6137563765790156E-5,9
道道,1.7930626406433508E-6,1
classic,1.6137563765790156E-5,9
福利,3.5861252812867017E-5,20
香烟,1.2551438484503456E-5,7
仔细,3.0482064890936964E-5,17
专卖店,7.172250562573403E-6,4
describe,1.7930626406433508E-6,1
grad,1.2551438484503456E-5,7
实物,9.144619467281089E-5,51
油性,1.7930626406433508E-6,1
foam,4.661962865672712E-5,26
偏僻,3.5861252812867016E-6,2
鉴于,8.965313203216754E-6,5
arriving,1.7930626406433508E-6,1
features,1.0758375843860106E-5,6
上面,1.4165194861082473E-4,79
现行,1.7930626406433508E-6,1
毛笔,1.7930626406433508E-6,1
furniture,5.1998816578657176E-5,29
男士,4.841269129737047E-5,27
huge,1.7930626406433508E-6,1
素描,1.7930626406433508E-6,1
字符,1.7930626406433508E-6,1
尊敬,1.7930626406433508E-6,1
sharing,3.1557902475322976E-4,176
间或,8.965313203216754E-6,5
installment,1.7930626406433508E-6,1
clothing,3.5861252812867016E-6,2
下面,1.936507651894819E-4,108
next,4.124044073479707E-5,23
周到,1.6137563765790156E-5,9
宠物,2.7613164665907605E-4,154
心爱,8.965313203216754E-6,5
occupy,1.7930626406433508E-6,1
submit,5.379187921930053E-6,3
接种,3.5861252812867016E-6,2
可惜,6.634331770380398E-5,37
正规,3.227512753158031E-5,18
summit,1.7930626406433508E-6,1
购物,4.410934095982643E-4,246
button,1.7930626406433508E-6,1
热带,1.7930626406433508E-6,1
memorial,3.4068190172223665E-5,19
supporting,1.7930626406433508E-6,1
news,1.7930626406433508E-6,1
effectively,1.7930626406433508E-6,1
植物园,1.2551438484503456E-5,7
barometer,5.379187921930053E-6,3
至于,1.972368904707686E-5,11
grey,1.972368904707686E-5,11
陪同,1.7930626406433508E-5,10
恐慌,1.7930626406433508E-6,1
指责,1.2551438484503456E-5,7
brightness,1.7930626406433508E-6,1
从而,1.7930626406433508E-6,1
urban,3.5861252812867016E-6,2
window,2.330981432836356E-5,13
借地,1.7930626406433508E-6,1
play,2.330981432836356E-5,13
美食,2.5102876969006912E-5,14
随便,8.78600693915242E-5,49
摩托,1.7930626406433508E-6,1
卡片,1.7930626406433508E-6,1
木质,1.9544382783012526E-4,109
捕获,1.7930626406433508E-6,1
档期,1.7930626406433508E-6,1
男女,3.4964721492545343E-4,195
惊动,1.7930626406433508E-6,1
fan,2.6895939609650264E-5,15
instruments,1.0758375843860106E-5,6
far,4.661962865672712E-5,26
说明书,2.1516751687720212E-5,12
饭盒,2.8689002250293613E-5,16
fat,1.7930626406433508E-6,1
deformation,1.7930626406433508E-6,1
点播,7.172250562573403E-6,4
fax,3.5861252812867016E-6,2
plan,2.0620220367398534E-4,115
学科,1.4344501125146806E-5,8
lilian,1.7930626406433508E-6,1
得知,5.379187921930053E-6,3
翻译,2.5102876969006912E-5,14
水烟,1.7930626406433508E-6,1
自信,8.965313203216754E-6,5
至今,1.2551438484503456E-5,7
标牌,1.7930626406433508E-6,1
davis,3.5861252812867016E-6,2
fbi,1.7930626406433508E-6,1
lowest,1.7930626406433508E-6,1
classifications,1.7930626406433508E-6,1
歧视,1.7930626406433508E-6,1
comfortable,1.0758375843860106E-5,6
伤痕,1.7930626406433508E-6,1
completely,1.0758375843860106E-5,6
suit,3.5861252812867016E-6,2
飞行,1.7930626406433508E-6,1
browse,5.379187921930053E-6,3
study,7.530863090702074E-5,42
尽快,1.9544382783012526E-4,109
fcc,1.7930626406433508E-6,1
supermarket,1.7930626406433508E-5,10
拉锁,1.7930626406433508E-6,1
julia,3.5861252812867016E-6,2
增值,1.7930626406433508E-6,1
热度,3.5861252812867016E-6,2
拉链,7.172250562573403E-6,4
burner,1.7930626406433508E-6,1
dian,1.7930626406433508E-6,1
底面,1.7930626406433508E-6,1
grip,3.5861252812867016E-6,2
而言,3.4068190172223665E-5,19
合并,1.7930626406433508E-6,1
邀请,4.124044073479707E-5,23
及时,1.7392707614240503E-4,97
双方,8.965313203216754E-6,5
灵活,2.0620220367398534E-4,115
搓洗,1.7930626406433508E-6,1
日本语,3.5861252812867016E-6,2
本质,3.5861252812867016E-6,2
少数,7.172250562573403E-6,4
碎片,1.7930626406433508E-6,1
stuff,5.379187921930053E-6,3
pharmaceutical,8.965313203216754E-6,5
booking,7.172250562573403E-6,4
feb,5.379187921930053E-6,3
dick,3.5861252812867016E-6,2
fed,3.5861252812867016E-6,2
fee,2.1875364215848882E-4,122
发放,1.0758375843860106E-5,6
拉锯,1.7930626406433508E-6,1
section,3.5861252812867016E-6,2
铁血,1.7930626406433508E-6,1
名师,3.5861252812867016E-6,2
便捷,8.42739441102375E-5,47
looks,8.965313203216754E-6,5
倾向,1.6137563765790156E-5,9
few,1.4344501125146806E-5,8
阿姨,1.7930626406433508E-5,10
foil,3.5861252812867016E-6,2
勾结,1.7930626406433508E-6,1
计,1.2551438484503456E-5,7
licence,1.7930626406433508E-6,1
订,6.813638034444733E-5,38
davey,1.7930626406433508E-6,1
认,1.7930626406433508E-6,1
神奇,1.7930626406433508E-6,1
定理,1.7930626406433508E-6,1
店面,5.379187921930053E-6,3
让,2.8509695986229277E-4,159
阵子,1.7930626406433508E-6,1
opened,5.379187921930053E-6,3
elec,1.7930626406433508E-6,1
议,3.9985296886346723E-4,223
记,1.0758375843860106E-5,6
讲,1.0758375843860106E-4,60
丁香,1.7930626406433508E-6,1
opener,1.7930626406433508E-6,1
延误,7.172250562573403E-6,4
outside,2.5102876969006912E-5,14
项链,1.7930626406433508E-6,1
effect,1.7930626406433508E-6,1
hung,1.7930626406433508E-6,1
elementary,6.455025506316063E-5,36
论,1.7930626406433508E-6,1
漫长,2.5102876969006912E-5,14
forrest,3.5861252812867016E-6,2
设,3.5861252812867016E-6,2
访,3.4785415228481007E-4,194
家徒四壁,1.7930626406433508E-6,1
证,1.2551438484503456E-5,7
比索,1.7930626406433508E-6,1
评,1.7930626406433508E-6,1
不了解,1.7930626406433508E-6,1
疑似,1.7930626406433508E-6,1
识,1.7930626406433508E-6,1
crucial,1.7930626406433508E-6,1
江汉,1.7930626406433508E-6,1
查看,1.3268663540760796E-4,74
founders,1.7930626406433508E-6,1
小时,4.554379107234111E-4,254
词,1.7930626406433508E-6,1
bombay,1.7930626406433508E-6,1
candidate,3.5861252812867016E-6,2
葡萄,3.5861252812867016E-6,2
postgraduate,1.7930626406433508E-6,1
试,5.0205753938013824E-5,28
诗,1.7930626406433508E-6,1
实现,2.1516751687720212E-5,12
点数,8.965313203216754E-6,5
诚,1.4165194861082473E-4,79
david,5.379187921930053E-6,3
发文,3.5861252812867016E-6,2
坦白,3.5861252812867016E-6,2
话,1.3447969804825132E-4,75
法师,1.2551438484503456E-5,7
didn,3.5861252812867016E-6,2
butter,1.7930626406433508E-6,1
硬盘,2.5102876969006912E-5,14
该,3.4068190172223666E-4,190
通风,3.0482064890936964E-5,17
详,3.5861252812867016E-6,2
colleges,3.5861252812867016E-6,2
屏幕,5.1998816578657176E-5,29
误,8.965313203216754E-6,5
recommended,3.5861252812867016E-6,2
a4,8.965313203216754E-6,5
说,6.293649868658162E-4,351
matters,1.7930626406433508E-6,1
传真,7.172250562573403E-6,4
林肯,5.379187921930053E-6,3
a7,3.5861252812867016E-6,2
请,0.008040092880644785,4484
建议,1.4523807389211143E-4,81
