SentenceID,NonCodeSwitchedSentence,ChineseWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfPunctuation
267,松鼠 山 附近 有 超市 ， 餐馆 ， 吃喝 购物 非常 方便 。,10,3,[0_1_2_3_4_6_8_9_10_11],[5_7_12]
268,价钱 可以 商量 ～ 时间 也 可以 商量 ～ 希望 是 爱 干净 的 女生 。,13,3,[0_1_2_4_5_6_7_9_10_11_12_13_14],[3_8_15]
269,一 楼 为 餐厅 、 客厅 和 厨房 ， 带 洗手间 ；,9,3,[0_1_2_3_5_6_7_9_10],[4_8_11]
270,二 楼 有 四 个 卧室 和 洗手间 ；,8,1,[0_1_2_3_4_5_6_7],[8]
271,（ 备注 租房 ）,2,2,[1_2],[0_3]
272,价格 可 商量 。,3,1,[0_1_2],[3]
273,家具 厨具 都 有 ， 中央 空调 。,6,2,[0_1_2_3_5_6],[4_7]
274,要求 : 爱 干净 ， 好 相处 。,5,3,[0_2_3_5_6],[1_4_7]
275,两 分 种 步行 到 匹 大 。,7,1,[0_1_2_3_4_5_6],[7]
276,私人 锁 。,2,1,[0_1],[2]
277,一 个 人 租 六百 ;,5,1,[0_1_2_3_4],[5]
278,加 一百 元 包 煤气 水 电网 。,7,1,[0_1_2_3_4_5_6],[7]
279,有 空调 。,2,1,[0_1],[2]
280,整个 房子 六 个 卧室 两 个 厨房 三 个 卫生间 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
281,豪华 装修 。,2,1,[0_1],[2]
282,安全 安静 。,2,1,[0_1],[2]
283,拎包 入住 。,2,1,[0_1],[2]
284,夏天 两 面 通风 ， 不 会 热 。,7,2,[0_1_2_3_5_6_7],[4_8]
285,房间 照片 私下 联系 。,4,1,[0_1_2_3],[4]
286,已 降价 ！,2,1,[0_1],[2]
287,自己 顶 ， 房子 还 在 招租 ！,6,2,[0_1_3_4_5_6],[2_7]
288,卧室 无 窗 但 有 独立 卫浴 ， 中央 空调 。,9,2,[0_1_2_3_4_5_6_8_9],[7_10]
289,精装 修 家具 全 免费 无线 上网 ！,7,1,[0_1_2_3_4_5_6],[7]
290,别墅 设 中央 空调 和 暖气 。,6,1,[0_1_2_3_4_5],[6]
291,也 可 看 露天 电影 和 体验 野餐 ；,8,1,[0_1_2_3_4_5_6_7],[8]
292,也 可 去 散步 / 跑步 / 锻炼 身体 ） 。,7,4,[0_1_2_3_5_7_8],[4_6_9_10]
293,谢谢 关注 ！,2,1,[0_1],[2]
294,价格 好 商量,3,0,[0_1_2],
295,洗手 间 与 两 人 共享 。,6,1,[0_1_2_3_4_5],[6]
296,路上 一般 见到 都 是 学生 ， 很少 见到 游民 ， 公寓 对面 是 公园 和 一 个 艺术馆 ， 环境 很 好 很 安静 。,22,4,[0_1_2_3_4_5_7_8_9_11_12_13_14_15_16_17_18_20_21_22_23_24],[6_10_19_25]
297,房 内 有 可 调节 的 电扇 ， 愉快 度过 夏天 。,10,2,[0_1_2_3_4_5_6_8_9_10],[7_11]
298,房间 非常 宽敞 ~ ~,3,2,[0_1_2],[3_4]
299,床 和 灯,3,0,[0_1_2],
300,另外 有 两 家 中餐 外卖 都会 送到 公寓 门口 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
301,短 租 期间 会 和 另 一 个 女生 共用 卫生间 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
302,我 是 女生 ， 房间 非常 干净 。,6,2,[0_1_2_4_5_6],[3_7]
303,生活 交通 都 很 便利 ！,5,1,[0_1_2_3_4],[5]
304,备注 租房 。,2,1,[0_1],[2]
305,购物 吃饭 上学 都 非常 方便 。,6,1,[0_1_2_3_4_5],[6]
306,宽敞 明亮 。,2,1,[0_1],[2]
307,晚上 回家 很 安全 .,4,1,[0_1_2_3],[4]
308,具体 价格 和 时间 都 是 可以 商量 的 .,9,1,[0_1_2_3_4_5_6_7_8],[9]
309,有 兴趣 的 同学 可以 联系 我 看 房 ， 或者 图片 .,11,2,[0_1_2_3_4_5_6_7_8_10_11],[9_12]
310,拎包 入住 。,2,1,[0_1],[2]
311,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
312,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
313,新装 的 窗子 和 中央 空调 。,6,1,[0_1_2_3_4_5],[6]
314,地下室 巨大 。,2,1,[0_1],[2]
315,可 免费 储藏 物品 .,4,1,[0_1_2_3],[4]
316,交通 方便 ， 房 区 安全 。,5,2,[0_1_3_4_5],[2_6]
317,中 超 （ 熊猫 超市 ） 特别 特别 近 。,7,3,[0_1_3_4_6_7_8],[2_5_9]
318,下面 是 我 房间 的 照片 啦 ， 有点 乱 ， 不过 走 的 时候 会 收拾 的 。,16,3,[0_1_2_3_4_5_6_8_9_11_12_13_14_15_16_17],[7_10_18]
319,另 有 几 家 中餐 外卖 都会 送到 公寓 门口 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
320,看起来 很 不错,3,0,[0_1_2],
321,不 能 更 低 了 ！,5,1,[0_1_2_3_4],[5]
322,不过 是 不 包 电网 哈 ~ ~ 顶 ！,7,3,[0_1_2_3_4_5_8],[6_7_9]
323,顶 一下 顶,3,0,[0_1_2],
324,家具 齐全 ， 可以 拎包 入住 。,5,2,[0_1_3_4_5],[2_6]
325,公寓 整体 管理 非常 好 ， 周围 街区 也 很 安静 。,10,2,[0_1_2_3_4_6_7_8_9_10],[5_11]
326,价钱 可以 商量 ～ 时间 也 可以 商量 ～ 希望 是 爱 干净 的 女生 。,13,3,[0_1_2_4_5_6_7_9_10_11_12_13_14],[3_8_15]
327,公寓 设施 新 ， 物业 良好 。,5,2,[0_1_2_4_5],[3_6]
328,有 专人 负责 开门 和 接受 快递 包裹 。,8,1,[0_1_2_3_4_5_6_7],[8]
329,出租 我 的 房间 有 没 有 联系 方式 啊,10,0,[0_1_2_3_4_5_6_7_8_9],
330,客厅 有 良好 隔断 ， 家具 齐全 ， 有 独立 空调 ， 可 直接 拎包 入住 。,13,4,[0_1_2_3_5_6_8_9_10_12_13_14_15],[4_7_11_16]
331,价格 可以 商议 ， 谢谢 ！,4,2,[0_1_2_4],[3_5]
332,继续 顶 ！,2,1,[0_1],[2]
333,时间 价格 可 议 ， 不 要 错过 哦 ！,8,2,[0_1_2_3_5_6_7_8],[4_9]
334,基本 家具 齐全 ， 可 拎包 入住 。,6,2,[0_1_2_4_5_6],[3_7]
335,拎包 入住 。,2,1,[0_1],[2]
336,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
337,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
338,新装 的 窗子 和 中央 空调 。,6,1,[0_1_2_3_4_5],[6]
339,地下室 巨大 。,2,1,[0_1],[2]
340,可 免费 储藏 物品 .,4,1,[0_1_2_3],[4]
341,交通 方便 ， 房 区 安全 。,5,2,[0_1_3_4_5],[2_6]
342,真的 很 好,3,0,[0_1_2],
343,回国 一 个 月 ， 短 租 一 个 月 ， 所有 家具 齐全 ， 直接 拎包 入住 ， 适合 中转 如果 只 需要 租 几 天 也 可以 5.,25,5,[0_1_2_3_5_6_7_8_9_11_12_13_15_16_17_19_20_21_22_23_24_25_26_27_28],[4_10_14_18_29]
344,治安 非常 良好 ， 安静 的 住宅 街 。,7,2,[0_1_2_4_5_6_7],[3_8]
345,周围 很多 学生 和 医生 ， 以及 华人 同学 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
346,包 家具 ， 拎包 入住 。,4,2,[0_1_3_4],[2_5]
347,二 楼 三 间 卧室 一 个 厕所 。,8,1,[0_1_2_3_4_5_6_7],[8]
348,一 楼 有 厨房 和 餐厅 。,6,1,[0_1_2_3_4_5],[6]
349,一 楼 出门 就 是 阳台 。,6,1,[0_1_2_3_4_5],[6]
350,， 步行 大约 二十 分钟 。,4,2,[1_2_3_4],[0_5]
351,可以 单 租 。,3,1,[0_1_2],[3]
352,【 房子 总体 情况 】 ： 两 室 一 厅 ， 有 厨房 厕所 和 厨具 。,12,5,[1_2_3_6_7_8_9_11_12_13_14_15],[0_4_5_10_16]
353,环境 安静 ， 隔音 不错 ， 有 空调 ！,6,3,[0_1_3_4_6_7],[2_5_8]
354,厕所 和 厨房 都 比较 敞亮 （ ？,6,2,[0_1_2_3_4_5],[6_7]
355,刀具 较 全 。,3,1,[0_1_2],[3]
356,我们 走 之前 会 清理 收拾 一下 。,7,1,[0_1_2_3_4_5_6],[7]
357,一 层 有 专门 的 收 快递 的 地方 ， 安全 方便 。,11,2,[0_1_2_3_4_5_6_7_8_10_11],[9_12]
358,照片 里 有 床 衣柜 书桌 和 架子 。,8,1,[0_1_2_3_4_5_6_7],[8]
359,（ 请 去掉 % ） 。,2,4,[1_2],[0_3_4_5]
360,加 的 时候 请 介绍 一下 自己 的 名字 ， 学校 和 租房 时间 。,13,2,[0_1_2_3_4_5_6_7_8_10_11_12_13],[9_14]
361,附 了 两 张 从 窗户 照 的 夕阳 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
362,房间 照片 明天 白天 我 照 一下 匹兹堡 的 落日 和 云 真的 很 美 ， 这 只 是 其中 的 两 张 。,22,2,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_16_17_18_19_20_21_22],[15_23]
363,千变万化 的 云 每 天 都 不 一样 。,8,1,[0_1_2_3_4_5_6_7],[8]
364,价钱 可以 商量 ～ 时间 也 可以 商量 ～ 希望 是 爱 干净 的 女生 。,13,3,[0_1_2_4_5_6_7_9_10_11_12_13_14],[3_8_15]
365,房间 向阳 ， 存储 空间 丰富 。,5,2,[0_1_3_4_5],[2_6]
366,月 租$500 全 包 .,3,2,[0_2_3],[1_4]
367,交通 生活 方便 。,3,1,[0_1_2],[3]
368,安静 ， 随和 好处 。,3,2,[0_2_3],[1_4]
369,已 出 你 好 ， 请 问 微 信号 是 对 的 吗 ？,12,2,[0_1_2_3_5_6_7_8_9_10_11_12],[4_13]
370,交通 便利 。,2,1,[0_1],[2]
371,生活 方便 。,2,1,[0_1],[2]
372,房间 家具 电器 齐全 。,4,1,[0_1_2_3],[4]
373,冬天 有 暖气 ， 夏天 有 空调 。,6,2,[0_1_2_4_5_6],[3_7]
374,屋子 温馨 。,2,1,[0_1],[2]
375,屋子 主人 热心 装点 房间 ， 漂亮 现代 。,7,2,[0_1_2_3_4_6_7],[5_8]
376,木质 地板 干净 ， 卫生间 非常 整洁 。,6,2,[0_1_2_4_5_6],[3_7]
377,交通 发达 ， 生活 便利,4,1,[0_1_3_4],[2]
378,生活 不 用 愁 ！,4,1,[0_1_2_3],[4]
379,包 家具 ， 拎包 入住 。,4,2,[0_1_3_4],[2_5]
380,中央 空调 。,2,1,[0_1],[2]
381,， 步行 大约 二十 分钟 。,4,2,[1_2_3_4],[0_5]
382,客厅 空间 大 ， 有 餐桌 一 张 加 书桌 两 张 。,11,2,[0_1_2_4_5_6_7_8_9_10_11],[3_12]
383,房间 有 空调 。,3,1,[0_1_2],[3]
384,非常 干净 ， 友好 。,3,2,[0_1_3],[2_4]
385,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
386,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
387,新装 的 窗子 和 中央 空调 。,6,1,[0_1_2_3_4_5],[6]
388,地下室 巨大 。,2,1,[0_1],[2]
389,可 免费 储藏 物品 .,4,1,[0_1_2_3],[4]
390,交通 方便 ， 房 区 安全 。,5,2,[0_1_3_4_5],[2_6]
391,加 我 请 备注 谢谢 ！,5,1,[0_1_2_3_4],[5]
392,【 已 租 】 【 8.,2,4,[1_2],[0_3_4_5]
393,生活 超级 方便 ！,3,1,[0_1_2],[3]
394,有 空调 。,2,1,[0_1],[2]
395,厨房 卫生间 设备 完善 ， 客厅 不 打算 招租 。,8,2,[0_1_2_3_5_6_7_8],[4_9]
396,* * 招租 条件 ： 限 女生 。,4,4,[2_3_5_6],[0_1_4_7]
397,拎包 入住 。,2,1,[0_1],[2]
398,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
399,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
400,新装 的 窗子 和 中央 空调 。,6,1,[0_1_2_3_4_5],[6]
401,地下室 巨大 。,2,1,[0_1],[2]
402,可 免费 储藏 物品 .,4,1,[0_1_2_3],[4]
403,交通 方便 ， 房 区 安全 。,5,2,[0_1_3_4_5],[2_6]
404,有 符合 条件 的 朋友 请 联系 我 ～ 谢谢 ！,9,2,[0_1_2_3_4_5_6_7_9],[8_10]
405,家具 全 齐 ， 拎包 入住 ！,5,2,[0_1_2_4_5],[3_6]
406,一 楼 是 超大 的 设施 齐全 的 厨房 、 饭厅 和 客厅 。,12,2,[0_1_2_3_4_5_6_7_8_10_11_12],[9_13]
407,每 层 各自 有 一 个 入口 ， 互 不 影响 。,10,2,[0_1_2_3_4_5_6_8_9_10],[7_11]
408,二 层 也 出租 啦 ~ ~,5,2,[0_1_2_3_4],[5_6]
409,非常 干净 ， 友好 。,3,2,[0_1_3],[2_4]
410,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
411,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
412,新装 的 窗子 和 中央 空调 。,6,1,[0_1_2_3_4_5],[6]
413,地下室 巨大 。,2,1,[0_1],[2]
414,可 免费 储藏 物品 .,4,1,[0_1_2_3],[4]
415,交通 方便 ， 房 区 安全 。,5,2,[0_1_3_4_5],[2_6]
416,拎包 入住 。,2,1,[0_1],[2]
417,豪华 装修 。,2,1,[0_1],[2]
418,繁华 地段 。,2,1,[0_1],[2]
419,我 在 客厅 住 习惯 了 ， 不 太 想 搬 东西 。,11,2,[0_1_2_3_4_5_7_8_9_10_11],[6_12]
420,具体 价格 和 入住 时间 可以 另行 协商 。,8,1,[0_1_2_3_4_5_6_7],[8]
421,房子 分 两 层 ， 一 楼 是 客厅 餐厅 和 厨房 ， 二 楼 是 三 个 卧室 ， 房子 内部 很 新 ， 积木 地板 ， 非常 整洁 和 敞亮 。,27,6,[0_1_2_3_5_6_7_8_9_10_11_13_14_15_16_17_18_20_21_22_23_25_26_28_29_30_31],[4_12_19_24_27_32]
422,不 需 再 交 其他 费用 。,6,1,[0_1_2_3_4_5],[6]
423,平日 没 事 喜欢 跑步 ， 逛街 ， 或者 在家 放松 。,9,3,[0_1_2_3_4_6_8_9_10],[5_7_11]
424,附件 是 照片 几 张 。,5,1,[0_1_2_3_4],[5]
425,床 ， 桌子 ， 凳子 ， 啥 都 有 ！,6,4,[0_2_4_6_7_8],[1_3_5_9]
426,真的 是 拎包 入住 ！,4,1,[0_1_2_3],[4]
427,本人 由于 毕业 搬家 ， 想 在 暑期 将 自己 的 卧室 短 租 出去 。,14,2,[0_1_2_3_5_6_7_8_9_10_11_12_13_14],[4_15]
428,周围 出行 都 很 方便 。,5,1,[0_1_2_3_4],[5]
429,卧室 地毯 。,2,1,[0_1],[2]
430,卫生间 和 厨房 是 瓷砖 。,5,1,[0_1_2_3_4],[5]
431,两 个 卫生间 非常 干净 。,5,1,[0_1_2_3_4],[5]
432,有 个 很 大 的 后院 ！,6,1,[0_1_2_3_4_5],[6]
433,抛光 大理石 台面 。,3,1,[0_1_2],[3]
434,两 个 卫生间 也 是 全新 装修 。,7,1,[0_1_2_3_4_5_6],[7]
435,有 个 很 大 的 后院 ！,6,1,[0_1_2_3_4_5],[6]
436,卧室 地毯 。,2,1,[0_1],[2]
437,卫生间 和 厨房 是 瓷砖 。,5,1,[0_1_2_3_4],[5]
438,两 个 卫生间 非常 干净 。,5,1,[0_1_2_3_4],[5]
439,具体 图片 请 参考 附件 或 点击 链接,8,0,[0_1_2_3_4_5_6_7],
440,另 有 一 架 钢琴 。,5,1,[0_1_2_3_4],[5]
441,部分 房间 有 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 。,9,4,[0_1_2_3_5_7_8_9_11],[4_6_10_12]
442,可以 ， 电话 的 ， 都 欢迎 。,5,3,[0_2_3_5_6],[1_4_7]
443,非常 干净 ， 友好 。,3,2,[0_1_3],[2_4]
444,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
445,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
446,新装 的 窗子 和 中央 空调 。,6,1,[0_1_2_3_4_5],[6]
447,地下室 巨大 。,2,1,[0_1],[2]
448,可 免费 储藏 物品 .,4,1,[0_1_2_3],[4]
449,不可以 养 宠物 ， 不可以 吸烟 。,5,2,[0_1_2_4_5],[3_6]
450,可以 单 租 可以 和 朋友 一起 整 租 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
451,治安 良好 ， 安静 的 住宅 街 。,6,2,[0_1_3_4_5_6],[2_7]
452,周围 很多 学生 和 医生 ， 以及 华人 同学 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
453,目前 客厅 租金 是 $535 ， 暑期 短 租 只 需 $300 。,9,4,[0_1_2_3_6_7_8_9_10],[4_5_11_12]
454,时间 暂定 5.,2,1,[0_1],[2]
455,连续 两 年 的 暑期 短 租 的 房客 评价 都 非常 好 。,13,1,[0_1_2_3_4_5_6_7_8_9_10_11_12],[13]
456,拎包 入住 。,2,1,[0_1],[2]
457,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
458,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
459,新装 的 窗子 和 中央 空调 。,6,1,[0_1_2_3_4_5],[6]
460,地下室 巨大 。,2,1,[0_1],[2]
461,可 免费 储藏 物品 .,4,1,[0_1_2_3],[4]
462,交通 方便 ， 房 区 安全 。,5,2,[0_1_3_4_5],[2_6]
463,价钱 可以 商量 ～ 时间 也 可以 商量 ～ 希望 是 爱 干净 的 女生 。,13,3,[0_1_2_4_5_6_7_9_10_11_12_13_14],[3_8_15]
464,顶 一下 ！,2,1,[0_1],[2]
465,包 家具 ， 拎包 入住 。,4,2,[0_1_3_4],[2_5]
466,， 步行 大约 二十 分钟 。,4,2,[1_2_3_4],[0_5]
467,包 家具 ， 拎包 入住 。,4,2,[0_1_3_4],[2_5]
468,， 步行 大约 二十 分钟 。,4,2,[1_2_3_4],[0_5]
469,旁边 还 有 个 教堂 。,5,1,[0_1_2_3_4],[5]
470,家具 齐全 ， 可以 拎包 入住 欢迎 联系 我 看 房 。,10,2,[0_1_3_4_5_6_7_8_9_10],[2_11]
471,房子 的 物业 特别 好 ， 什么 东西 坏 了 第二 天 就 来 修好 。,14,2,[0_1_2_3_4_6_7_8_9_10_11_12_13_14],[5_15]
472,除了 超级 大 的 卧室 外 ， 还有 超大 的 客厅 和 餐厅 。,12,2,[0_1_2_3_4_5_7_8_9_10_11_12],[6_13]
473,房子 的 物业 特别 好 ， 什么 东西 坏 了 第二 天 就 来 修好 。,14,2,[0_1_2_3_4_6_7_8_9_10_11_12_13_14],[5_15]
474,除了 超级 大 的 卧室 外 ， 还有 超大 的 客厅 和 餐厅 。,12,2,[0_1_2_3_4_5_7_8_9_10_11_12],[6_13]
475,价钱 可以 商量 ～ 时间 也 可以 商量 ～ 希望 是 爱 干净 的 女生 。,13,3,[0_1_2_4_5_6_7_9_10_11_12_13_14],[3_8_15]
476,） 欢迎 发 邮件 联系 ！,4,2,[1_2_3_4],[0_5]
477,这么 好 的 位置 ， 自己 顶 一 个 ！,8,2,[0_1_2_3_5_6_7_8],[4_9]
478,出租 卧室 ， 有 独立 卫生间 。,5,2,[0_1_3_4_5],[2_6]
479,公寓 整体 管理 非常 好 ， 周围 街区 也 很 安静 。,10,2,[0_1_2_3_4_6_7_8_9_10],[5_11]
480,户型 图 及 照片 可以 联系 我 看 ；,8,1,[0_1_2_3_4_5_6_7],[8]
481,价钱 可以 商量 ～ 希望 是 爱 干净 的 女生 。,9,2,[0_1_2_4_5_6_7_8_9],[3_10]
482,） 欢迎 发 邮件 联系 ！,4,2,[1_2_3_4],[0_5]
483,房子 离 一 个 高中 挺 近 ， 所以 更加 安全 。,10,2,[0_1_2_3_4_5_6_8_9_10],[7_11]
484,电网 平均 每 月 $60 / 人 。,5,3,[0_1_2_3_6],[4_5_7]
485,如果 对 房间 感 兴趣 ， 欢迎 邮件 联络 ！,8,2,[0_1_2_3_4_6_7_8],[5_9]
486,整 栋 楼 都 是 硬木 地板 。,7,1,[0_1_2_3_4_5_6],[7]
487,地下室 巨大 。,2,1,[0_1],[2]
488,可 免费 储藏 物品 。,4,1,[0_1_2_3],[4]
489,房客 出水 电气 费 。,4,1,[0_1_2_3],[4]
490,拎包 入住 。,2,1,[0_1],[2]
491,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
492,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
493,新装 的 窗子 和 中央 空调 。,6,1,[0_1_2_3_4_5],[6]
494,地下室 巨大 。,2,1,[0_1],[2]
495,可 免费 储藏 物品 .,4,1,[0_1_2_3],[4]
496,房子 的 物业 特别 好 ， 什么 东西 坏 了 第二 天 就 来 修好 。,14,2,[0_1_2_3_4_6_7_8_9_10_11_12_13_14],[5_15]
497,除了 超级 大 的 卧室 外 ， 还有 超大 的 客厅 和 餐厅 。,12,2,[0_1_2_3_4_5_7_8_9_10_11_12],[6_13]
498,公寓 设施 新 ， 物业 良好 。,5,2,[0_1_2_4_5],[3_6]
499,有 专人 负责 开门 和 接受 快递 包裹 。,8,1,[0_1_2_3_4_5_6_7],[8]
500,包 家具 ， 拎包 入住 。,4,2,[0_1_3_4],[2_5]
501,， 步行 大约 二十 分钟 。,4,2,[1_2_3_4],[0_5]
502,带 全部 家具 ， 带 独立 卫生间 ， 空间 非常 独立 ， 不 受 打扰 即日 即 可 入住 。,16,4,[0_1_2_4_5_6_8_9_10_12_13_14_15_16_17_18],[3_7_11_19]
503,晚上 回家 很 安全 .,4,1,[0_1_2_3],[4]
504,对于 冬天 取暖 很 划算 .,5,1,[0_1_2_3_4],[5]
505,有 兴趣 的 同学 可以 联系 我 看 房 ， 或者 图片 .,11,2,[0_1_2_3_4_5_6_7_8_10_11],[9_12]
506,欢迎 诸位 同胞 来 匹 村 工作 、 学习 ！,8,2,[0_1_2_3_4_5_6_8],[7_9]
507,厨房 厨具 齐全 。,3,1,[0_1_2],[3]
508,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 ， 两 厅 特别 大 ， 还 带 一 凉台 。,16,7,[0_1_2_4_5_7_9_11_13_14_15_16_18_19_20_21],[3_6_8_10_12_17_22]
509,新装 的 窗子 和 中央 空调 ， 整 栋 楼 都 是 硬木 地板 。,13,2,[0_1_2_3_4_5_7_8_9_10_11_12_13],[6_14]
510,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
511,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
512,新装 的 窗子 和 中央 空调 ， 整 栋 楼 都 是 硬木 地板 。,13,2,[0_1_2_3_4_5_7_8_9_10_11_12_13],[6_14]
513,房租 : 每 月 $495 全 包 。,5,3,[0_2_3_5_6],[1_4_7]
514,希望 是 爱 干净 的 女生 。,6,1,[0_1_2_3_4_5],[6]
515,） 欢迎 发 邮件 联系 ！,4,2,[1_2_3_4],[0_5]
516,联系 方式 ： 以下 是 公寓 部分 图片 ：,7,2,[0_1_3_4_5_6_7],[2_8]
517,时间 从 三月 底 （ 四月 初 ） 到 九月 底 。,9,3,[0_1_2_3_5_6_8_9_10],[4_7_11]
518,本人 联系 方式 邮箱 jwzhang.,4,1,[0_1_2_3],[4]
519,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 ， 两 厅 特别 大 ， 还 带 一 凉台 。,16,7,[0_1_2_4_5_7_9_11_13_14_15_16_18_19_20_21],[3_6_8_10_12_17_22]
520,新装 的 窗子 和 中央 空调 ， 整 栋 楼 都 是 硬木 地板 。,13,2,[0_1_2_3_4_5_7_8_9_10_11_12_13],[6_14]
521,房子 干净 整洁 ， 环境 优雅 ， 宽敞 ， 安静 ， 明亮 。,8,5,[0_1_2_4_5_7_9_11],[3_6_8_10_12]
522,两 厅 特别 大 。,4,1,[0_1_2_3],[4]
523,新装 的 窗子 和 中央 空调 ， 整 栋 楼 都 是 硬木 地板 。,13,2,[0_1_2_3_4_5_7_8_9_10_11_12_13],[6_14]
524,价格 好 商量 ， 根据 需求 可 送 或者 低价 卖 部分 家居 ， 也 可 拎包 入住 。,16,3,[0_1_2_4_5_6_7_8_9_10_11_12_14_15_16_17],[3_13_18]
525,卧室 外 有 单独 的 客厅 和 饭厅 ， 含 家具 厨具 。,11,2,[0_1_2_3_4_5_6_7_9_10_11],[8_12]
526,环境 ： 不 临近 主 马路 ， 环境 安静 ， 周边 犹太人 华人 居多 ， 安全 。,12,5,[0_2_3_4_5_7_8_10_11_12_13_15],[1_6_9_14_16]
527,房东 华人 ， 很 好 说话 。,5,2,[0_1_3_4_5],[2_6]
528,生活 交通 便利 ， 步行 :,4,2,[0_1_2_4],[3_5]
529,- 暖气 可以 自己 调节 温度 ， 不用 担心 白天 出门 没 人 还 浪费 暖气 费 了 。,16,3,[1_2_3_4_5_7_8_9_10_11_12_13_14_15_16_17],[0_6_18]
530,房间 都 在 二 楼 （ 共 三 间 卧室 ） ， 和 一 楼 完全 分离 。,14,4,[0_1_2_3_4_6_7_8_9_12_13_14_15_16],[5_10_11_17]
531,- 暖气 可以 自己 调节 温度 ， 不用 担心 白天 出门 没 人 还 浪费 暖气 费 了 。,16,3,[1_2_3_4_5_7_8_9_10_11_12_13_14_15_16_17],[0_6_18]
532,本人 男 ， 访问 学者 ， 生活 作息 规律 ， 安静 ， 无 不良 嗜好 。,11,5,[0_1_3_4_6_7_8_10_12_13_14],[2_5_9_11_15]
533,微 信 wang-dy14,2,1,[0_1],[2]
534,治安 良好 ， 安静 的 住宅 街 。,6,2,[0_1_3_4_5_6],[2_7]
535,周围 很多 学生 和 医生 ， 以及 华人 同学 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
536,生活 超 便利 ！,3,1,[0_1_2],[3]
537,家具 齐全 ， 完全 可以 拎包 入住 。,6,2,[0_1_3_4_5_6],[2_7]
538,带 家具 ， 包 水电 和 上网 。,6,2,[0_1_3_4_5_6],[2_7]
539,拎包 入住 。,2,1,[0_1],[2]
540,家具 都 有 ， 拎包 入住 即 可 。,7,2,[0_1_2_4_5_6_7],[3_8]
541,客厅 有 电视 。,3,1,[0_1_2],[3]
542,希望 房间 是 卧室 ， 价格 不 超过 650/mo ， 有 家具 最好 。,10,4,[0_1_2_3_5_6_7_10_11_12],[4_8_9_13]
543,卧室 无 窗 但 有 独立 卫浴 ， 中央 空调 。,9,2,[0_1_2_3_4_5_6_8_9],[7_10]
544,如 住 三 个 月 房租 可 降到 $400 。,8,2,[0_1_2_3_4_5_6_7],[8_9]
545,友善 ， 很 好 相处 。,4,2,[0_2_3_4],[1_5]
546,房屋 隔断 良好 ， 进门 到 卧室 或 洗手间 都 不 会 经过 客厅 ， 因此 生活 上 可以 互 不 干扰 。,20,3,[0_1_2_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_20_21],[3_14_22]
