sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,25_50_25_percent_location,10_80_10_percent_location,30_40_30_percent_location,first_middle_last_location,translation_sentence_length,entropy_at_cs_point
code-switch,CMU,76,CMU_2480,an open-air shopping 经历 。,一 次 露天 购物 经历 。,1,an,一,31.937972593395806,2.791026,CD,4,nummod,2.791026 1.386087 5.349654 5.400501 4.979455 1.138621,3.507557333333333,12.012245148550017,5.464026045787644,2,1,3,0,,,1,2,1,1,6,1.8631269136914448
non-code-switch,CMU,2480,CMU_76, ,还有 一 名 男 访问 学者 。,2,,一,31.937972593395806,0.7193732,CD,6,nummod,3.674056 0.7193732 1.317386 2.600062 5.578979 4.591899 1.288533,2.824326885714286,,5.464026045787644,,1,4,0,0,3.674056,2,2,1,2,7,1.5000095054172773
code-switch,CMU,79,CMU_5643,（ 对比 其他 地方 ， 可能 和 很多 人 share ， 并且 还 很 贵 ！,（ 对比 其他 地方 ， 可能 和 很多 人 共用 ， 并且 还 很 贵 ！,10,share,共用,40.0576172186791,10.16642,JJ,15,dep,2.636784 5.208936 2.244044 1.825154 0.8829458 2.80618 2.275777 3.728692 1.283624 10.51329 1.197862 2.404721 2.04499 2.718947 6.129158 4.027408,3.24553205,7.7081800553458475,11.319097967990071,5,2,5,0,0,1.283624,2,2,2,2,16,1.9786034936077328
non-code-switch,CMU,5643,CMU_79, ,空间 更大 ， 且 有 空调 ， 窗外 视野 很 好 。,2,,更大,43.8561965143916,3.319821,JJ,5,dep,4.558663 3.319821 1.231957 1.779465 1.530602 4.176 0.96393 6.112089 3.049867 3.062514 3.559633 1.655329,2.9166558333333334,,11.319097967990071,,2,3,0,0,4.558663,1,2,1,2,12,1.6815990692128486
code-switch,CMU,83,CMU_5238,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区 。,附近 街区 非常 安静 也 非常 安全 ， 临近 富人 区 。,2,neighborhood,街区,40.108620190294495,4.005742,NN,4,nsubj,4.302052 4.005742 4.259539 3.362691 3.304013 2.780048 3.275451 0.7766016 4.697981 5.747021 1.320391 0.5314789,3.1969174583333344,10.625950787430126,10.066334999494703,12,2,2,0,0,4.302052,1,2,1,2,12,1.2705134795180828
non-code-switch,CMU,5238,CMU_83, ,周围 邻居 极其 友好 ， 治安 也 非常 好 ， 居住 环境 安全 。,2,,邻居,38.906523384244714,3.498111,NN,4,nsubj,5.114965 3.498111 5.291908 5.509093 0.7922053 5.154267 2.951572 2.780048 2.029384 0.5531858 4.27807 1.931543 3.298685 1.154355,3.1669565785714284,,9.709660055555972,,2,2,0,0,5.114965,1,2,1,2,14,1.7205836420424245
code-switch,CMU,84,CMU_6189,房子 目前 half furnished ，,房子 目前 装修 了 一半 ，,3,half,装修,39.916143013538196,5.853029,VV,0,root,5.512905 4.075258 5.853029 2.06606 3.584112 0.5963829,3.6146244833333334,10.066334999494703,9.527338498762017,4,2,0,1,0,4.075258,2,2,2,2,6,2.006644748373628
non-code-switch,CMU,6189,CMU_84, ,近期 换 过 四 个 轮胎 。,2,,换,37.311269285478446,5.275565,VV,0,root,4.35909 5.275565 3.995109 2.586403 0.9274493 3.359314 1.307039,3.1157098999999997,,9.016512874996026,,1,0,1,0,4.35909,2,2,1,2,7,1.6688446191636868
code-switch,CMU,85,CMU_1032,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,房子 目前 几乎 是 完整 装修 ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 ， 生活 用品 基本 齐全 。,5,fully,完整,36.35661962183296,2.684045,JJ,6,amod,5.512905 4.075258 3.372431 1.533199 2.684045 6.224767 0.7697079 4.372197 3.965559 2.017993 5.858712 1.459201 7.222059 0.8406437 4.891411 3.85801 4.925744 0.7938639 5.752962 1.504958 3.040445 7.434418 4.700052 3.899776 0.8626629,3.662919216,10.220485679321962,10.625950787430126,5,2,1,0,0,1.533199,1,2,1,2,25,2.2953525766640577
non-code-switch,CMU,1032,CMU_85, ,客厅 不 住 人 ， 是 日常 居家 活动 区域 ， 且 家具 电视 音响 设施 齐全 ， 餐厅 厨房 亦然 。,7,,日常,36.8739347661538,4.825441,JJ,9,amod,6.258925 3.365124 4.292892 2.029766 0.6607656 1.683343 4.825441 6.259551 3.910074 2.691548 0.7051303 2.31338 5.455605 4.472622 6.395509 2.255186 2.34114 0.2701534 4.978683 3.555014 6.381989 0.2200541,3.4237225181818185,,10.402807236115917,,2,2,0,0,1.683343,2,2,2,2,22,1.880613594450455
code-switch,CMU,87,CMU_5765,想 找 1-2 间 带 家具 的 house room 或者 apartment room ，,想 找 1-2 间 带 家具 的 住宅 房间 或者 公寓 房间 ，,8,house,住宅,37.05402241598139,3.890894,NN,12,compound:nn,4.705596 2.133937 10.51329 3.511236 3.61004 4.988709 1.33685 3.890894 4.52844 3.219029 4.965261 2.552972 1.107018,3.9279439999999997,6.694125154705801,10.625950787430126,5,2,4,0,0,1.33685,2,2,2,2,13,2.5739586633797047
non-code-switch,CMU,5765,CMU_87, ,新生 在 寻找 一 室 一 厅 的 公寓 有 推荐 的 房屋 公司 吗 ？,13,,房屋,36.7830685525605,9.239466,NN,14,compound:nn,4.728764 1.89116 3.83793 1.435367 4.507222 1.20412 0.2688453 0.9777236 2.866686 2.573194 4.893309 1.120764 9.239466 3.454488 5.537659 0.1054398,3.04013360625,,9.709660055555972,,2,1,0,0,1.120764,3,2,3,2,16,2.5180857868557323
code-switch,CMU,89,CMU_861,房间 是 一 栋 house 的 顶层 ， 非常 宽敞 。,房间 是 一 套 房子 的 顶层 ， 非常 宽敞 。,4,house,套,36.67660432176399,2.08277,M,3,mark:clf,5.415995 2.180871 1.200952 2.08277 2.530627 1.075016 5.059387 0.8002014 4.018915 4.17708 1.303684,2.713227127272727,6.694125154705801,9.239656426310235,5,1,1,0,0,1.200952,2,2,2,2,11,1.217710464916676
non-code-switch,CMU,861,CMU_89, ,押金 为 一 个 月 的 房租 。,4,,个,33.018900592138976,5.314822,M,3,mark:clf,7.042348 2.620523 1.99802 5.314822 1.215996 0.8548493 4.116363 1.011549,3.0218087875,,5.840544551139102,,1,1,0,0,1.99802,2,2,2,2,8,1.9760533946799255
code-switch,CMU,92,CMU_2566,budget 灵活 。,资金 灵活 。,1,budget,资金,34.8100486507573,5.637844,NN,2,nsubj,5.637844 4.456716 1.057211,3.7172570000000005,10.625950787430126,12.012245148550017,6,2,1,0,,,2,2,2,1,3,1.8631269136914448
non-code-switch,CMU,2566,CMU_92, ,环境 安全 。,1,,环境,34.562924297238375,4.415995,NN,2,nsubj,4.415995 3.238988 1.154355,2.936446,,7.986893457814868,,2,1,0,,,2,2,2,1,3,1.8631269136914448
code-switch,CMU,93,CMU_663,客厅 超大 ， walk-in closet 也 很 大 。,客厅 超大 ， 步入 式 衣柜 也 很 大 。,4,walk-in,步入,45.974090381236365,5.390434,VV,9,dep,6.258925 6.321009 2.144395 5.390434 2.772047 6.924273 3.261696 2.325765 3.476881 1.896284,4.0771709,9.709660055555972,12.012245148550017,7,2,5,0,1,6.321009,2,2,2,2,10,2.51402206134607
non-code-switch,CMU,663,CMU_93, ,匹 大 时间 稍 久 一点 ， 坐 公交 也 很 方便 。,8,,坐,37.0239873065577,4.453309,VV,12,dep,5.086936 1.532987 5.31912 4.265035 0.4988647 2.901322 0.7476568 4.453309 4.529391 3.005968 2.325765 2.233789 0.7383841,2.8952713538461534,,9.179031804493802,,1,4,0,1,2.901322,2,2,2,2,13,2.446165642194577
code-switch,CMU,95,CMU_4512,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 邮箱 联系 em@7,7,email,邮箱,41.26464014473956,4.955325,NN,8,nmod:prep,2.949325 5.120474 4.206441 0.547029 3.865889 4.282516 4.955325 4.667508 10.51329,4.567533,7.630218513876136,9.614349875751646,5,2,1,0,0,4.282516,3,2,3,2,9,2.419132663957113
non-code-switch,CMU,4512,CMU_95, ,如果 有 特殊 需要 ， 也 可以 跟 房东 要求 。,9,,房东,42.310301177932,6.117574,NN,10,nmod:prep,2.949325 1.728947 2.852011 1.369472 0.8846066 1.827528 1.419058 2.929822 6.117574 2.364898 1.269627,2.3375335090909086,,8.29867308184571,,2,1,0,0,2.929822,3,2,3,2,11,2.3601116380101117
code-switch,CMU,97,CMU_1739,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,租约 办公室 就 在 大堂 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,1,leasing,租约,41.57872850128562,6.527233,NN,2,compound:nn,6.527233 4.914629 2.867431 0.5183236 4.624774 0.9808132 4.682058 2.387231 2.789711 2.029384 0.5531858 2.337913 2.820983 1.689087 6.610256 1.330245 3.746214 2.568305 4.054883 3.555143 1.194873,2.9896512190476194,10.625950787430126,10.066334999494703,7,2,1,0,,,1,1,1,1,21,1.8631269136914448
non-code-switch,CMU,1739,CMU_97, ,松鼠 山 治安 很 好 ， 所以 不 需要 担心 晚上 步行 回家 。,1,,松鼠,43.06563848265615,5.269867,NN,3,compound:nn,5.269867 3.451721 5.584745 3.88912 3.559633 1.364868 1.788241 2.085806 1.002823 2.465847 4.552621 4.559198 2.449478 0.5435368,3.0405360571428566,,9.93280360687018,,2,2,0,,,1,1,1,1,14,1.8631269136914448
code-switch,CMU,98,CMU_1997,房东人 很 nice 。,房东人 很 好 。,3,nice,好,33.99205262349187,3.559633,VA,0,root,10.51329 3.645963 3.559633 1.655329,4.84355375,7.792737443373911,6.786498474836816,4,1,0,1,0,3.645963,3,2,3,2,4,2.2975178969239325
non-code-switch,CMU,1997,CMU_98, ,地段 非常 好 ！,3,,好,33.99205262349187,1.782907,VA,0,root,6.258925 4.249816 1.782907 2.268026,3.6399185000000003,,6.786498474836816,,1,0,1,0,4.249816,3,2,3,2,4,2.5696051941901126
code-switch,CMU,99,CMU_4577,由 正规 公司 管理 ， 欢迎 email 联系 咨询 详细 。,由 正规 公司 管理 ， 欢迎 发 邮件 联系 咨询 详细 。,7,email,发,34.92896808073729,4.866854,VV,6,ccomp,2.736628 5.054559 3.455236 2.731372 0.7125732 5.000037 4.866854 5.67024 3.218899 5.395529 5.34878 1.984262,3.8479141,7.630218513876136,8.716408282545688,5,1,1,0,0,5.000037,2,2,2,2,12,1.1433856453737987
non-code-switch,CMU,4577,CMU_99, ,因为 本人 暑假 回国 ， 希望 能把 卧室 短期 出租 。,7,,能把,46.66133783966912,10.16642,VV,6,ccomp,2.896955 4.128203 6.109864 2.803242 0.6067061 2.82366 10.51329 5.542165 5.344136 2.982512 1.200815,4.086504372727273,,12.012245148550017,,2,1,0,0,2.82366,2,2,2,2,11,2.181098015946305
code-switch,CMU,102,CMU_2208,卧室 内 家具 齐全 ， queen size 床 ， 拎包 入住 。,卧室 内 家具 齐全 ， 标准 双人床 ， 拎包 入住 。,6,queen,标准,34.938702177633495,4.384405,NN,7,compound:nn,6.527233 1.467137 5.110596 6.166569 0.370216 4.384405 8.131271 1.520604 10.51329 5.243498 0.9292497,4.578551699999999,8.004911963317547,11.319097967990071,5,2,1,0,1,6.166569,2,2,2,2,11,2.4536894839190135
non-code-switch,CMU,2208,CMU_102, ,全新 装修 厨房 ， 大理石 台面 ， 新 橱柜 ；,5,,大理石,40.68639132006611,5.730052,NN,6,compound:nn,4.867811 3.301095 5.710649 0.9667723 5.730052 6.244648 0.6980917 3.429812 7.217 3.22053,4.1386461,,12.012245148550017,,3,1,0,1,5.710649,2,2,2,2,10,2.4620443234950367
code-switch,CMU,103,CMU_2557,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街趴 。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街趴 。,2,indoor,室内,38.51760164316801,4.671109,NN,4,conj,2.715695 4.671109 2.146345 0.1856366 0.903634 4.423057 0.6882755 2.88387 3.898997 0.5708259 3.0234 1.897645 1.602715 2.222576 10.51329 1.427697,2.735923,11.319097967990071,10.220485679321962,6,2,2,0,0,2.715695,1,2,1,2,16,2.106714125779868
non-code-switch,CMU,2557,CMU_103, ,有 洁癖 和 特别 乱 的 妹子 不 接受 。,2,,洁癖,42.855852513071824,5.090239,NN,7,conj,2.715695 5.090239 2.235302 3.848333 5.312787 1.529852 6.44877 3.272321 2.327142 1.125853,3.3906294000000003,,11.319097967990071,,2,5,0,0,2.715695,1,2,1,2,10,2.106714125779868
code-switch,CMU,107,CMU_4120,我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,我 是 刚 毕业 没 多久 的 年轻 工作者 ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,8,young,年轻,36.3680288667122,3.864295,JJ,9,amod,3.527254 1.29398 4.810775 1.513105 5.460276 6.227167 1.322219 3.864295 4.438061 0.7901119 5.789106 4.72127 3.757492 0.7833342 3.047284 6.876254 2.990236 3.829176 5.053157 5.78364 1.460633,3.6828012428571433,10.625950787430126,10.625950787430126,5,2,1,0,0,1.322219,2,2,2,2,21,2.2176785053384624
non-code-switch,CMU,4120,CMU_107, ,声音 嘛 ， 我们 都 是 不 吵 不 闹 的 好 孩子 ， 天天 默默 写 作业 ， 音乐 视频 插 耳机 ， 所以 安静 又 隐私 。,12,,好,33.99205262349187,3.851872,JJ,13,amod,4.813935 6.656343 0.928875 1.699935 1.658584 0.7133344 2.482905 6.313288 2.229612 5.038912 1.506843 3.851872 5.123463 0.7740603 5.364502 6.133992 4.554464 3.180776 0.5855799 4.265135 2.770706 5.929714 3.834973 0.9024274 2.504297 5.639198 2.64273 6.249176 1.090913,3.428984310344828,,6.786498474836816,,1,1,0,0,1.506843,2,2,2,2,29,2.569293227972016
code-switch,CMU,108,CMU_2484,整个 公寓 总共 两 人 share ， 两 人 比较 好 协调 。,整个 公寓 总共 两 人 共用 ， 两 人 比较 好 协调 。,6,share,共用,40.0576172186791,10.16642,JJ,9,dep,3.732348 4.220335 5.209058 2.902849 1.009909 10.51329 1.197862 2.692784 0.4726976 4.174567 1.9546 5.860777 1.257738,3.476831892307693,7.7081800553458475,11.319097967990071,5,2,3,0,0,1.009909,2,2,2,2,13,2.3149452483701602
non-code-switch,CMU,2484,CMU_108, ,客厅 超大 ， 并且 很 独立 。,2,,超大,41.199202387891695,6.321009,JJ,6,dep,6.258925 6.321009 2.144395 2.404721 2.776013 3.954377 1.399013,3.6083504285714283,,9.304194947447806,,2,4,0,0,6.258925,2,2,1,2,7,1.1680622770131286
code-switch,CMU,110,CMU_3568,户型 ： 一 楼 是 超大 living room ， dining room ， sun room 及 厨房 。,户型 ： 一 楼 是 超大 客厅 ， 餐厅 ， 阳光 房及 厨房 。,7,living,客厅,39.6219352948563,6.825455,NN,0,root,6.482378 2.276336 2.337307 5.848589 1.85848 5.275753 6.825455 0.8922411 4.948161 0.8645111 5.011185 7.009802 2.467295 1.231964,3.8092469428571425,8.644949318563542,7.630218513876136,6,2,0,1,0,5.275753,2,2,2,2,14,0.4919998587178059
non-code-switch,CMU,3568,CMU_110, ,一 楼 为 共用 客厅 、 厨房 、 餐厅 。,5,,客厅,39.6219352948563,5.57867,NN,9,conj,2.791026 5.695485 1.326596 10.51329 5.57867 0.8699647 1.623803 0.3283531 1.592957 2.247687,3.25678318,,7.630218513876136,,2,4,0,0,10.51329,2,2,2,2,10,2.2895881763319084
code-switch,CMU,117,CMU_6864,还有 其他 utility 吗 ？,还有 其他 设施 或 服务 吗 ？,3,utility,设施,35.96312358280597,3.005598,NN,5,conj,3.674056 1.284562 3.005598 2.843339 2.929498 4.827384 0.328867,2.6990434285714286,8.041953234997894,9.239656426310235,7,2,2,0,0,1.284562,2,2,2,2,7,2.3251565939696714
non-code-switch,CMU,6864,CMU_117, ,欢迎 索要 其他 细节 和 照片 。,4,,细节,37.65285448747464,3.530547,NN,6,conj,5.269867 7.02551 3.480854 3.530547 1.737055 4.064455 0.7281772,3.6909236,,10.913632859881908,,2,2,0,0,3.480854,2,2,2,2,7,2.641736689934491
code-switch,CMU,119,CMU_7309,大家 住 过 house 就 知道 房东 有 多 重要 了 ！,大家 住 过 整套 房子 就 知道 房东 有 多 重要 了 ！,4,house,整套,38.58763053090518,6.517437,JJ,5,amod,4.683601 3.948543 1.569363 6.517437 5.147523 2.278888 2.837215 6.385777 2.764953 2.151057 3.05338 2.957633 4.494481,3.7530654615384615,6.694125154705801,10.913632859881908,5,2,1,0,0,1.569363,2,2,2,2,13,1.1810542377146425
non-code-switch,CMU,7309,CMU_119, ,已经 买 过 新 床 了 。,4,,新,33.70093484881479,3.683476,JJ,5,amod,4.291057 4.620361 2.160369 3.683476 4.566015 3.0196 1.533697,3.4106535714285715,,8.06100142996859,,1,1,0,0,2.160369,2,2,2,2,7,1.9499445898463812
code-switch,CMU,124,CMU_6529,house 出租 2018 .,房屋 出租 2018 。,1,house,房屋,36.7830685525605,8.677697,NN,2,nsubj,8.677697 5.308383 10.51329 1.427697,6.481766749999999,6.694125154705801,9.709660055555972,5,2,1,0,,,1,2,1,1,4,1.8631269136914448
non-code-switch,CMU,6529,CMU_124, ,现金 卡 135 .,1,,现金,37.4633761210066,5.336814,NN,2,nsubj,5.336814 1.745233 10.51329 3.135041,5.1825945,,11.319097967990071,,2,1,0,,,1,2,1,1,4,1.8631269136914448
code-switch,CMU,125,CMU_4618,房型 ： house 一 层 ， 与 二 层 完全 独立 。,房型 ： 房屋 一 层 与 二 层 完全 独立 。,3,house,房屋,36.7830685525605,8.976678,NN,10,nsubj,7.042348 1.927382 8.976678 2.55689 2.296043 2.484833 2.465588 1.938254 4.093063 1.923676 0.7017931,3.309686190909091,6.694125154705801,9.709660055555972,5,2,7,0,1,7.042348,2,2,1,2,11,0.8966328590925974
non-code-switch,CMU,4618,CMU_125, ,大家 都 很 爱 干净 ， 房子 两 周 一 次 大扫除 。,7,,房子,37.40390285781066,5.295212,NN,12,nsubj,4.683601 0.908485 1.545445 2.863891 3.528852 0.3454795 5.295212 3.489668 2.286637 3.611013 1.366488 7.494512 0.6720979,2.930106261538462,,7.084991463392813,,2,5,0,1,3.528852,2,2,2,2,13,2.40818704206325
code-switch,CMU,134,CMU_3873,餐厅 和 deck 之前 是 全 景 玻璃 门 。,餐厅 和 露台 之前 是 全 景 玻璃 门 。,3,deck,露台,43.62384283775316,5.55037,NN,9,advmod:loc,5.144928 1.378013 5.55037 4.229301 1.97509 3.285253 4.461344 5.595474 4.230506 1.224649,3.7074928,10.220485679321962,12.012245148550017,4,2,6,0,0,1.378013,2,2,1,2,10,2.1149156477773685
non-code-switch,CMU,3873,CMU_134, ,免费 赠送 厨具 以及 卧室 内 的 家具 ， 包括 床 ， 写字台 ， 椅子 等 。,5,,卧室,40.2431744402093,5.212647,NN,8,nmod,4.772542 2.566144 6.614397 2.59014 5.212647 1.644255 0.8776675 3.707271 0.9328119 1.67194 4.795505 0.8761566 7.478866 0.945592 5.676741 1.833236 0.9092339,3.123832111764705,,7.1602148846304,,2,3,0,0,2.59014,2,2,1,2,17,2.4996594322831673
code-switch,CMU,140,CMU_1456,风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 offer ！,风水 宝地 ， 楼 主 正是 在 这里 面试 并 拿到 玄学 公司 的 录取 ！,15,offer,录取,39.05661914182459,5.249349,NN,9,dobj,5.336814 6.935758 0.5571634 5.147001 3.516645 5.659071 1.167076 1.243038 6.052634 1.998695 3.975261 6.499482 3.699607 1.003824 5.249349 4.715149,3.9222854625000005,10.220485679321962,12.012245148550017,5,2,6,0,0,1.003824,3,3,3,2,16,2.628646553551356
non-code-switch,CMU,1456,CMU_140, ,房东 为人 很 好 而且 很 愿意 认识 不同 背景 的 朋友 。,12,,朋友,36.04647553679138,3.472625,NN,4,dobj,6.258925 5.199731 2.75017 3.559633 4.038889 2.416954 3.200636 3.878769 2.817389 2.972882 0.2098398 3.472625 0.9470057,3.209496038461538,,8.54650924575029,,2,8,0,0,0.2098398,3,3,3,2,13,2.6308142394038305
code-switch,CMU,143,CMU_4113,需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 available 。,需要 房子 的 朋友 请 联系 我 呀 ， 这个 房子 依然 可 租 。,13,available,可,34.18355738652351,2.768356,VV,14,aux:modal,3.98786 6.059936 1.138269 3.408282 3.764669 3.53085 4.016349 3.705003 1.027943 3.133736 3.727603 4.957556 2.768356 6.025867 1.742426,3.532980333333334,8.323365694436081,7.2500712137522605,9,1,1,0,0,4.957556,3,2,3,2,15,2.2500337907101478
non-code-switch,CMU,4113,CMU_143, ,根据 需要 可以 商议 留下 家具 ， 其他 详情 均 可 商议 。,11,,可,34.18355738652351,3.177355,VV,12,aux:modal,2.356962 2.664523 1.611747 5.849227 3.706498 5.701721 0.9882128 3.145548 5.745151 4.360833 3.177355 4.92008 1.149027,3.4905295999999995,,7.2500712137522605,,1,1,0,0,4.360833,3,2,3,2,13,2.0627895322978866
code-switch,CMU,145,CMU_4621,且 在 寒冷 的 匹兹堡 cover 所有 暖气 费 ！,且 在 寒冷 的 匹兹堡 包含 所有 暖气 费 ！,6,cover,包含,36.5059715736465,4.39348,VV,0,root,4.478143 1.523432 4.078807 0.2972036 5.597507 4.39348 2.135292 6.517469 5.315121 4.565931,3.8902385599999993,9.815020571213797,9.067806169383577,5,2,0,1,0,5.597507,2,2,2,2,10,1.4261184891169045
non-code-switch,CMU,4621,CMU_145, ,冬天 取暖 用 电 可 自行 开关 ， 房东 说 每 户 平均 $45-55/month 。,10,,说,33.08684639579736,3.682665,VV,7,conj,5.035784 3.388371 1.480007 5.538884 3.362456 2.798019 5.79223 0.8781608 5.828015 3.682665 3.881262 5.732052 3.203939 10.51329 1.427697,4.16952212,,8.485884623933856,,1,3,0,0,5.828015,2,2,2,2,15,1.7444309808531617
code-switch,CMU,146,CMU_2055,租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， so easy ！,租 新房 还 得 大 冬天 往返 宜家 搬家 具 组装 家具 ， 折腾 一 遍 签 合同 接 电网 的 手续 ， 来 这 直接 拎包 入住 ， 很 方便 ！,30,so,很,33.813727952520395,3.673991,AD,31,advmod,5.387967 6.984185 3.83045 2.606419 3.141396 5.783376 5.260828 6.322951 6.306211 2.666735 4.852299 2.242083 0.8346568 6.85567 1.869645 3.29836 5.560625 5.506878 5.148793 4.47236 0.8859069 4.998147 0.4808174 3.513138 3.827591 3.61388 10.51329 5.243498 1.059009 3.673991 2.741679 5.295875,4.2118346906249995,10.625950787430126,6.498816402385035,2,1,1,0,1,5.243498,3,3,3,2,32,2.4516058839284147
non-code-switch,CMU,2055,CMU_146, ,非常 安静 安全 的 社区 ， 房子 坐落 地势 平缓 的 地面 ， 入住 舒适 程度 高 、 性价比 高 。,19,,性价比,42.718500395740634,5.974737,AD,20,advmod,4.495176 3.504291 4.70753 0.9534473 4.128637 0.8258563 5.400195 3.939991 6.215386 1.792788 1.752113 3.720819 1.645779 5.275054 5.476492 1.974584 2.467751 0.9265711 5.974737 0.1876399 1.42875,3.1806470285714274,,8.485884623933856,,3,1,0,1,2.467751,3,3,3,2,21,2.2458367102749834
