SentenceID,CodeSwitchedSentence, TranslatedSentence
323,有 小 路 可以 快速 通向 forbes 上 各 种 饭店  。,有 小 路 可以 快速 通向 福布斯 榜单 上 各 种 饭店  。
325,一 楼 还 有 一 个 健身房 ， 及 vending machine + 小 食品 店 ， 深夜 饿 了 买 吃 的 方便  。,一 楼 还 有 一 个 健身房 ， 及 自动 售卖 机和 小 食品 店 ， 深夜 饿 了 买 吃 的 方便  。
328,去 waterfront 特别 方便  。,去 滨 水区 特别 方便  。
330,utility 公寓 全 包 ， 网 费 三 人 均摊  。,水电气 等 费用 公寓 全 包 ， 网 费 三 人 均摊  。
331,家具  ：  整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。,家具  ：  整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。
337,次 卧室 也 不 小 ， 可以 放 full size bed ， 面向 后院 安静  。,次 卧室 也 不 小 ， 可以 放 单人床 ， 面向 后院 安静  。
338,有 同学 即将 入住 walnut capital 的 房产 吗 ？,有 同学 即将 入住 沃尔纳特 资本 公司 的 房产 吗 ？
339,房屋 信息  ：   【  地址  】  2b1b/340 south highland ave/shadyside  【  物业  】  franklin west  【  简介  】  公寓 是 historic landmark ， 虽然 有点 老 ， 但 维护 的 不错 ， 没有 老鼠 没有 虫  。,房屋 信息  ：   【  地址  】  2b1b/340 南 高地 大道 / 沙地  【  物业  】  西 富兰克林  【  简介  】  公寓 是 历史 地标 ， 虽然 有点 老 ， 但 维护 的 不错 ， 没有 老鼠 没有 虫  。
340,- giant eagle （ 步行 6-7 分钟 ）,- 巨鹰 超市 （ 步行 6-7 分钟 ）
341,这个 房间 在 夏季 是 整 个 house 最 凉爽 的 屋子 ， 最 热 的 时候 也 可以 不 开 风扇  。,这个 房间 在 夏季 是 整 个 房子 最 凉爽 的 屋子 ， 最 热 的 时候 也 可以 不 开 风扇  。
342,房间 / 客厅 / share 都 可以 ， 有 张 床 就 行  。,房间 / 客厅 / 共用 都 可以 ， 有 张 床 就 行  。
343,mozart management 管理 很 好  。,莫扎特 物业 管理 很 好  。
344,卧室 里 有 一 个 queen bed ， 凉台 上 又 一 个 twin bed  。,卧室 里 有 一 个 标准 双人床 ， 凉台 上 又 一 个 单人床  。
345,生活  ：  murray ave .,生活  ：  梅瑞 大道 .
346,两 个 block 内 有 各 种 吃 = 的 ， 银行 和 小 超市  。,两 个 街区 内 有 各 种 吃 = 的 ， 银行 和 小 超市  。
349,about apt  ：  两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。,关于 公寓 ：  两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。
350,半 个 block 到 rite aid  。,半 个 街区 到 来 德爱  。
351,bedroom ， den ， 和 hallway 均 有 closet 3 .,卧室 ， 小 房间 ， 和 门廊 都 有 衣柜
352,bedroom 和 den 之间 有 一 扇 滑动 门 地图  ：,房间 和 之间 有 一 扇 滑动 门 地图  ：
353,同 问 楼主 这个 house 现在 还 在 招租 吗 ？,同 问 楼主 这个 house 现在 还 在 招租 吗 ？
354,洗 手间 春天 刚 remodel 过 很 干净  。,洗 手间 春天 刚 改造 过 很 干净  。
355,公寓 有 free parking  。,公寓 有 免费 停车场  。
356,manager 很 nice ， 有 问题 会 及时 给 解决  。,经理 很 好 ， 有 问题 会 及时 给 解决  。
357,洗衣 房 在 basement ；,洗衣 房 在 地下室 ；
358,building management  :  匹兹堡 著名 的 meyers'management ， 家里 有 什么 问题 网上 主页 说 一下 第二 天 就 来 了  。,楼栋 物业 管理  :  匹兹堡 著名 的 梅耶 物业 管理 公司 ， 家里 有 什么 问题 网上 主页 说 一下 第二 天 就 来 了  。
359,楼道 building manager 和蔼可亲  。,楼道 物业 经理 和蔼可亲  。
360,outside  :  lobby  :  floor plan  :  floor plan 显示 的 中间 客厅 有 空隙 的 区域 其实 完全 封闭  。,外部  :  大堂 :  楼层 设计  :  楼层 设计 显示 的 中间 客厅 有 空隙 的 区域 其实 完全 封闭  。
361,room  :  超大 空间 ， 包 家具 ， 直接 入住  。,房间 :  超大 空间 ， 包 家具 ， 直接 入住  。
362,所有 想 寄 想 return 的 东西 ， 直接 放在 公寓 一 楼 就 可以  。,所有 想 寄 想 退回 的 东西 ， 直接 放在 公寓 一 楼 就 可以  。
363,附近 house 的 地下室 或者 车库 都 是 可以 的  。,附近 房子 的 地下室 或者 车库 都 是 可以 的  。
364,家具  ：  queen size 床 ， 桌子 转椅 台灯 ， 有 吊扇 和 顶灯  。,家具  ：  标准 双人床 ， 桌子 转椅 台灯 ， 有 吊扇 和 顶灯  。
365,走 五 分钟 过 一 个 街区 就 是 forbes 和 murray ave ， 各 种 餐馆 ， 超市 都 能 找到  。,走 五 分钟 过 一 个 街区 就 是 福布斯 和 梅瑞 大道 ， 各 种 餐馆 ， 超市 都 能 找到  。
366,联系 方式  ：  email  :  em@16,联系 方式  ：  电子 邮箱 :  em@16
368,后院 有 double deck ， 很 休闲 安静  。,后院 有 双层 露台 ， 很 休闲 安静  。
369,同学 自己 申请 和 分摊 utility .,同学 自己 申请 和 分摊 水电气 费 .
370,家具  ：  整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。,家具  ：  整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。
371,其他 utility 按 人头 平分  。,其他 服务费 按 人头 平分  。
373,电话  ：  pn-4 ， email,电话  ：  pn-4 ， 邮箱
374,靠近 walnut street ， 生活 购物 十分 方便  。,靠近 沃尔纳特 街 ， 生活 购物 十分 方便  。
375,现在 还是 available 吗 ？,现在 还是 空闲 的 吗 ？
376,距离 giant eagle 步行 十 分钟  。,距离 巨 鹰 超市 步行 十 分钟  。
378,十 分钟 可 达 买 吃 一 条 街 - walnut street  。,十 分钟 可 达 买 吃 一 条 街 - 沃尔纳特 街  。
379,house 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生  。,房子 一共 有 三 间 卧室 ， 另外 两 间 分别 住 了 一 个 匹 大 本科 美国 女生 ， 和 一 个 匹 大 博士后 中国 男生  。
380,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区  。,附近 街区 非常 安静 也 非常 安全 ， 临近 富人 区  。
381,房子 目前 几乎 是 fully furnished ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 等  。,房子 目前 几乎 是 家具 齐全 ， 含 电视 ， 床 ， 书桌 ， 餐厅 大 桌子 ， 椅子 等  。
383,房子 位 于 greenfield ， 非常 安静 ， 新 装修 ， 电器 也 都 是 全新 的  。,房子 位于 绿地 ， 非常 安静 ， 新 装修 ， 电器 也 都 是 全新 的  。
384,距离 murray ave 也 非常 近 ， 几 分钟 内 轻松 到达 squirrel hill  。,距离 梅瑞 大道 也 非常 近 ， 几 分钟 内 轻松 到达 松鼠丘 。
385,从 房子 下 一些 台阶 就 有 一 个 在 greenfield avenue 上 的 公交 车站  。,从 房子 下 一些 台阶 就 有 一 个 在 绿地 大道 上 的 公交 车站  。
386,坐标 rebecca ， 两 人 间 的 apartment  。,坐标 瑞 贝卡 ， 两 人 间 的 公寓 。
387,之前 选 这个 房子 也 是 因为 小区 非常 安静 ， 邻居 都 很 nice ， 房子 特别 新  。,之前 选 这个 房子 也 是 因为 小区 非常 安静 ， 邻居 人 都 很 好 ， 房子 特别 新  。
388,如果 renew ， 也 是 yearly lease 从 夏天 都 夏天  。,如果 更新 ， 也 是 一 年 期 租约 从 夏天 都 夏天  。
389,不 包括 utilities .,不 包括 水电气 等 服务费 .
390,同学 之间 分摊 utilities .,同学 之间 分摊 水电气 等 服务费 .
391,whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,全食 超市 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。
394,联系 方式  ：  email  :  em@16,联系 方式  ：  电子 邮箱 :  em@16
395,朋友 来 聚餐 ， 开 party 都 有 足够 空间  。,朋友 来 聚餐 ， 开 派对 都 有 足够 空间  。
396,松鼠 山 公寓 很少 ， 所以 我 的 房子 既 能 享受 apartment 的 物业 ， 又 能 享受 松鼠 山 的 优越 位置  。,松鼠 山 公寓 很少 ， 所以 我 的 房子 既 能 享受 公寓 的 物业 ， 又 能 享受 松鼠 山 的 优越 位置  。
397,这 附近 的 apartment 的 租金 至少 都 是 这个 房子 的 1 .,这 附近 的 公寓 的 租金 至少 都 是 这个 房子 的 1 .
398,顶 个 ~ update 一下  ：  房子 还 在  。,顶 个 ~ 更新 一下  ：  房子 还 在  。
399,适合 爸 妈 来 visit ， 男女 朋友 来 visit ， 各 种  。,适合 爸 妈 来 玩 ， 男女 朋友 来 玩 ， 各 种  。
401,apartment 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴  。,公寓 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴  。
402,meyer management 管理 ， 绝对 安全  。,梅耶 物业 公司 管理 ， 绝对 安全  。
403,apartment 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴  。,公寓 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴  。
405,有 车库 ， drive way parking 和 street parking  。,有 车库 ， 私人 停车道 和 路 旁 停车道 。
406,地址 位 于 beacon st ， 是 独 栋 房屋 的 一 层  。,地址 位 于 贝肯街 ， 是 独 栋 房屋 的 一 层  。
407,后院 有 私家 车库 ， beacon st 两 侧 也 可 免费 趴 车  。,后院 有 私家 车库 ， 贝 肯 街 两 侧 也 可 免费 趴 车  。
408,位 于 greenfield ave 紧邻 giant eagle and murry ave .,位于 绿地 大道 紧邻 巨鹰 超市 和 梅瑞 大道 .
409,现在 就 可以 move in !,现在 就 可以 入住 ！
410,周围 有 很多 餐馆 ， pizza 店 以及 很多 亚洲 食物 ；,周围 有 很多 餐馆 ， 披萨店 以及 很多 亚洲 食物 ；
411,shuttle a  、  b  、  ab 线 均 过 ， escort 覆盖  。,班车 a  、  b  、  ab 线 均 过 ， 护送 车 路线 覆盖  。
412,上学 放学 so easy ！,上学 放学 很 方便 ！
414,附近 有 很多 餐馆 ， 可 逛街 吃饭 的 walnut street 也 在 步行 范围 内  。,附近 有 很多 餐馆 ， 可 逛街 吃饭 的 沃尔纳特 街 也 在 步行 范围 内  。
415,sherwood 是 北 奥克兰 最好 的 apartment .,舍尔 伍德 是 北 奥克兰 最好 的 公寓 .
416,可以 用 google map 搜 一下 地址 ， 我们 平时 95  %  的 时间 都 在 cave 上课 或者 自习 ， 地址,可以 用 谷歌 地图 搜 一下 地址 ， 我们 平时 95%  的 时间 都 在 cave 上课 或者 自习 ， 地址
417,附近 neighborhood 非常 安静 也 非常 安全 ， 临近 富人 区  。,附近 街区 非常 安静 也 非常 安全 ， 临近 富人 区  。
420,周围 有 饭店 超市 逛街 场所 walnut st  。,周围 有 饭店 超市 逛街 场所 沃尔纳特 街  。
421,类型  ：  apartment  。,类型  ：  公寓 。
423,夏天 开始 ， yearly lease  。,夏天 开始 ， 一 年 租期 。
424,小区 环境 非常 幽静  ：  有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,小区 环境 非常 幽静  ：  有 多 处 休闲 场地 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在
425,still available still available ， 价格 可以 商议 紧急 出手 ， 各 方面 可以 商量 up up up,房子 仍然 可 租 ， 价格 可以 商议 紧急 出手 ， 各 方面 可以 商量 ！ 顶顶顶 ~
426,房间 明亮 宽敞 ， 干净 整洁 ， 有 walk in closet ， 家具 齐全 ， 可 拎包 入住  。,房间 明亮 宽敞 ， 干净 整洁 ， 有 步入 式 衣柜 ， 家具 齐全 ， 可 拎包 入住  。
428,有 一 个 fireplace ， 中央 空调  。,有 一 个 火炉 ， 中央 空调  。
429,联系 方式  ：  email  :  em@16,联系 方式  ：  电子 邮箱 :  em@16
432,mason tower 两 室 一 厅 中 的 客厅 招租 ， 八月 底 开始 ！,曼森 塔 两 室 一 厅 中 的 客厅 招租 ， 八月 底 开始 ！
433,旁边 就 是 giant eagle 大 超市  。,旁边 就 是 巨鹰 超市  。
435,卧室 是 ece 妹子 ， 性格 开朗 易 相处 ， 欢迎 咨询,卧室 是 电子 和 计算机 工程 专业 妹子 ， 性格 开朗 易 相处 ， 欢迎 咨询
436,请 问 你们 什么 时候 毕业 ， 我 也 是 ece 的 ， 想 租 17-18 学年 ， 女生,请 问 你们 什么 时候 毕业 ， 我 也 是 电子 和 计算机 工程 的 ， 想 租 17-18 学年 ， 女生
437,安全 环境 好 ， 物业 超 nice  。,安全 环境 好 ， 物业 超 棒 。
438,prefer 男生  。,更 希望 是 男生  。
439,其他 附近 的 房子 可能 有 个别 卧室 或者 house 也 可以 夏天 短 租 的  。,其他 附近 的 房子 可能 有 个别 卧室 或者 整 套 房子 也 可以 夏天 短 租 的  。
440,饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed  。,饭厅 有 两 张 书桌 ， 房间 有 一 张 特大 双人床  。
441,交通 极 便利 ， forbes 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过  。,交通 极 便利 ， 福布斯 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过  。
442,户型  ：  一 室 一 厅 ， 崭新 的 apartment room  。,户型  ：  一 室 一 厅 ， 崭新 的 公寓 房间  。
443,这 是 one bedroom apartment .,这 是 单间 卧室 的 公寓 .
445,五 分钟 步行 到 murray ave ， 这 条 路 上 有 各 种 餐馆 和 超市 ， 生活 十分 方便  。,五 分钟 步行 到 梅瑞 大道 ， 这 条 路 上 有 各 种 餐馆 和 超市 ， 生活 十分 方便  。
446,地下室 有 洗衣机 和 干 衣 机 kitchen with electric stove ， oven ， fridge ， freezer,地下室 有 洗衣机 和 干 衣 机 ， 厨房 有 电 灶台 ， 烤箱 ， 带 冷冻室 和 冷藏室 的 冰箱
447,步行 可 达 四 大 超市 whole foods ， targets ， trader joe's 和 giant eagles （ 五 分钟 距离 ） ， 周围 各 种 餐馆 ， 生活 便利  。,步行 可 达 四 大 超市 全食 超市 ， 塔吉特 商店 ， 乔 氏 商店 ， 巨 鹰 超市 ， 五 分钟 距离 ） ， 周围 各 种 餐馆 ， 生活 便利  。
448,现有 两 匹 大 男生 ， 一 master 一 phd ， 很 好 相处  。,现有 两 匹 大 男生 ， 一 硕士 研究生 一 博士 研究生 ， 很 好 相处  。
449,整个 house 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 house  。,整个 房子 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 房子 。
450,希望 是 yearly lease starting june 1 .,希望 是 年租 ， 六月 起租 1 .
451,海湾 和 远山 ， space needle ， fantastic 夜景  。,海湾 和 远山 ， 太空 针塔 ， 夜景 极好  。
452,最好 是 studio ， 一 室 一 厅 或者 独立 卧室  。,最好 是 带 厨房 和 卫浴 的 单间 ， 一 室 一 厅 或者 独立 卧室  。
453,单独 饭厅 ， 后院 可 免费 停车 ， 包 utility ， 全 套 家具 .,单独 饭厅 ， 后院 可 免费 停车 ， 包 各 种 服务费 ， 全 套 家具 .
454,管理 公司 是 口碑 很 好 的 meyers management  。,管理 公司 是 口碑 很 好 的 梅耶 物业 公司  。
455,p1&p2 去 downtown 玩耍  。,p1&p2 去 市中心 玩耍  。
456,很多 房子 都 是 shuttle 或者 escort 只 能 到 其一 ， 我们 的 家 是 可以 选择 两 个 的 ～ 喜欢 在 学校 熬夜 学习 的 同学 一定 要 考虑 ！,很多 房子 都 是 班车 或者 护送 车 只 能 到 其一 ， 我们 的 家 是 可以 选择 两 个 的 ～ 喜欢 在 学校 熬夜 学习 的 同学 一定 要 考虑 ！
458,物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。,物业 为 梅耶 物业 公司 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到  。
460,加 的 时候 请 备注 租房 ， 谢谢 ~ ~ up up,加 的 时候 请 备注 租房 ， 谢谢 ~ ~ 顶顶
461,美国 请 联系 王 哥 pn-5 （ 美国 电话 ） ， email  ：  em@18,美国 请 联系 王 哥 pn-5 （ 美国 电话 ） ， 电子 邮箱 ：  em@18
462,走到 duquesne 大学 非常 近  。,走到 迪尤肯 大学 非常 近  。
463,匹 大 shuttle 站 ， 直达 匹 大 ；,匹 大 班车站 ， 直达 匹 大 ；
464,up^^up up up 有 兴趣 的 可以 联系 看 房 ， 租金 可以 商量 ！,顶顶顶 ~ 有 兴趣 的 可以 联系 看 房 ， 租金 可以 商量 ！
466,room/house  ：  可以 单独 租 一 个 卧室 （ 家具 齐全 ） ， 也 可以 同学 结伴 租 整 个 house  。,单间 / 房子 ：  可以 单独 租 一 个 卧室 （ 家具 齐全 ） ， 也 可以 同学 结伴 租 整 个 house  。
