NewSentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
511,公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜  。,公寓 五月花 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜  。,[],[1_2],[1],[9_16_22],[8_15_21]
512,客厅 有 个 比较 紧凑 的 dining area 一起 用  。,客厅 有 个 比较 紧凑 的 用餐 区 一起 用  。,[],[6_7],[6_7],[10],[10]
513,不 包 utility  。,不 包 水电气 等 各 类 服务费 。,[],[2_3],[2_3_4_5_6_7],[3],[7]
515,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， leasing office 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹  。,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， 租赁 办公室 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹  。,[],[14_15],[14_15],[5_13_21_27],[5_13_21_27]
516,从 building 进门 开始 全 是 地毯  。,整 栋 楼 从 进门 开始 全 是 地毯  。,[],[1],[0_1_2],[7],[9]
517,giant eagle 超市 就 隔 两 个 block  。,巨鹰 超市 超市 就 隔 两 个 街区 。,[],[0_1_7_8],[0_7_8],[8],[8]
518,步行 十 分钟 内 到 trader joe/s ， giant eagle 和 target （ 食品 及 日用品 超市 ）  。,步行 十 分钟 内 到 乔氏 商店 ， 巨 鹰 超市 ， 塔吉特 商店 （ 食品 及 日用品 超市 ）  。,[],[5_6_7_8_9_11_12],[5_6_7_8_9_12_13_14],[7_12_17_18],[7_11_14_19_20]
519,doorman service 帮忙 收取 快递 信件  。,门卫 帮忙 收取 快递 信件  。,[],[0_1],[0],[6],[5]
520,地毯 刚刚 deep clean 过  。,地毯 刚刚 完全 清理 过  。,[],[2_3],[2_3],[5],[5]
521,门口 有 cvs 超市  。,门口 有 cvs 超市  。,[cvs],[2],[2],[4],[4]
522,家里 厨具 家具 齐全 ， 可以 一 起 share  。,家里 厨具 家具 齐全 ， 可以 一 起 共用  。,[],[8_9],[8_9],[4_9],[4_9]
523,现在 出租 该 house 三 层 的 三 件 卧室 中 的 一 间  。,现在 出租 该 房子 三 层 的 三 件 卧室 中 的 一 间  。,[],[3],[3],[14],[14]
524,距离 audi 和 giant eagle 十 分钟 左右  。,距离 奥迪 和 巨鹰 超市 十 分钟 左右  。,[],[1_3_4],[1_3_4],[8],[8]
525,和 craig street 上 有 很多 餐馆 和 小吃 ， 生活 非常 方便  。,和 克莱德街 上 有 很多 餐馆 和 小吃 ， 生活 非常 方便  。,[],[1_2],[1],[9_13],[8_12]
526,客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 walk-in closet 可以 用  。,客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 步入 式 衣柜 可以 用  。,[],[14],[13_14_15],[3_6_17],[3_6_18]
528,一月 起 available  。,一月 起 可 租 。,[],[2_3],[2_3_4],[3],[4]
529,- free parking or paid garage 联系 方式  ：  pn-8 em@33,免费 停车场 或 付费 车库 联系 方式  ：  pn-8 em@33,[],[0_1_2_3_4_5],[0_1_2_3_4],[0_8_9_10],[7_8_9]
530,天天 去 giant eagle 不 是 梦 ！,天天 去 巨 鹰 超市 不 是 梦 ！,[],[2_3],[2_3_4],[7],[8]
531,两 个 houses  :  house＃1&＃2house＃1  :  代 朋友 发  。,两 个 房子 ： 代 朋友 发  。,[],[2_3_4_5],[2_3],[3_5_9],[3_7]
532,utility 和 网络 全 包  。,各 类 服务费 和 网络 全 包  。,[],[0],[0_1_2],[5],[7]
533,up ， up 春季 学期 开学 的 同学 ， 欢迎 联系  。,顶顶 ！ 春季 学期 开学 的 同学 ， 欢迎 联系  。,[],[0_1_2],[0_1],[1_8_11],[1_7_10]
534,租约  ：  整套 公寓 一 室 一 厅 1005$/month （ 不 包 网 电 ） ， 420$/month for living room ， 585$/month for bedroom  。,租约  ：  整套 公寓 一 室 一 厅 1005$/ 每 月 （ 不 包 网 电 ） ， 客厅 420$ / 每 月 ， 卧室 585$/ 每 月 。,[],[17_18_19_20_21_22_23_24],[9_10_11_18_19_20_21_22_23_24_25_26_27_28],[1_9_14_15_20_24],[1_8_11_16_17_19_20_23_25_28]
535,联系 方式  (  primary  )   ：  + 1-412-951-4590 ， 邮箱 em@34,主要 联系 方式 ：  + 1-412-951-4590 ， 邮箱 em@34,[],[3_4_5_6_7_8],[0],[2_4_5_6_8_10],[3_4_5_6_8]
536,周边 环境  ：  greenfield 的 住户 基本上 是 白人 为主 ， 非常 安全 ， 适合 喜欢 安静 环境 的 同学  。,周边 环境  ：  绿地 的 住户 基本上 是 白人 为主 ， 非常 安全 ， 适合 喜欢 安静 环境 的 同学  。,[],[3],[3],[2_10_13_20],[2_10_13_20]
537,更新  ：  房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， utility 全 包  。,更新  ：  房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， 各 类 服务费 全 包  。,[],[17],[17_18_19],[1_8_10_14_16_20],[1_7_8_10_13_14_16_22]
538,可以 协商 move in date ， 一月 开始 随时 入住 ！,可以 协商 入住 日期 ， 一月 开始 随时 入住 ！,[],[2_3_4_5],[3_4],[5_10],[4_9]
539,还 available 还 available 还 available 还 available 还 available .,仍然 可 租 ！,[],[1_3_5_7_9_10],[0_1_2_3],[10],[3]
540,停车 有 很 大 的 garage  。,停车 有 很 大 的 车库 。,[],[5_6],[5_6],[6],[6]
541,公寓 里 住 的 学生 要求 都 是 graduate 及 以上  。,公寓 里 住 的 学生 要求 都 是 本科生 及 以上  。,[],[8],[8],[11],[11]
542,它们 订 的 这个 价格 也 是 一 分 钱 一 分 货 ， 公寓 里 住 的 学生 要求 都 是 graduate 及 以上  。,它们 订 的 这个 价格 也 是 一 分 钱 一 分 货 ， 公寓 里 住 的 学生 要求 都 是 本科生 及 以上  。,[],[22],[22],[13_25],[13_25]
543,公寓 的 侧面 是 租车 公司 herz ， 便于 租车 旅行  。,公寓 的 侧面 是 租车 公司 赫尔兹 ， 便于 租车 旅行  。,[],[6_7],[6_7],[7_11],[7_11]
544,无需 security deposit  。,无需 订金  。,[],[1_2_3],[1_2],[3],[2]
545,此 次 不 设 transition fee .,此 次 不 设 转让费 .,[],[4_5_6],[4_5],[6],[5]
546,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 apartment  。,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 公寓 。,[],[14_15],[14_15],[15],[15]
547,周边 环境 治安 非常 好 ， 整个 街区 的 house 的 外观 都 十分 优美 ， 一 楼 还 有 小 后院  。,周边 环境 治安 非常 好 ， 整个 街区 的 房子 的 外观 都 十分 优美 ， 一 楼 还 有 小 后院  。,[],[9],[9],[5_15_22],[5_15_22]
548,在 centre ave 上 有 一 个 超大 的 giant eagle ！,在 中央 大道 上 有 一 个 超大 的 巨 鹰 超市 ！,[],[1_2_9_10_11],[1_2_9_10_11_12],[11],[12]
549,垃圾 有 人 每天 清理 ， 相 比较 住 house 简直 省 时 省力  。,垃圾 有 人 每天 清理 ， 相 比较 住 房子 简直 省 时 省力  。,[],[9],[9],[5_14],[5_14]
551,house 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间  。,房子 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间  。,[],[0],[0],[6_16_23],[6_16_23]
552,照片 是 没 家具 的 时候 拍 的 ~ street parking ， 免费  。,照片 是 没 家具 的 时候 拍 的 ~ 路边 停车道 ， 免费  。,[],[9_10_11],[9_10_11],[8_11_13],[8_11_13]
553,giant eagle 超市 步行 距离 ！,巨鹰 超市 步行 距离 ！,[],[0_1],[0],[5],[4]
554,人 非常 nice ， 整洁 干净 ！,人 非常 好 ， 整洁 干净 ！,[],[2_3],[2_3],[3_6],[3_6]
555,我 这 件 卧室 大小 是 大概 可以 放下 两 张 king size 的 床  。,我 这 件 卧室 大小 是 大概 可以 放下 两 张 特大 双人床 床  。,[],[11_12],[11_12],[15],[14]
556,购物  ：  步行 一 个 block 有 cvs ， 买 日常 用品 非常 方便  。,购物  ：  步行 一 个 街区 有 cvs ， 买 日常 用品 非常 方便  。,[cvs],[5_7_8],[5_7_8],[1_8_14],[1_8_14]
557,非 地毯 hard floor  。,非 地毯 硬质 地板 。,[],[2_3_4],[2_3_4],[4],[4]
558,离 giant eagle 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,离 巨 鹰 超市 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,[],[1_2],[1_2_3],[5_11_16],[6_12_17]
559,物业 是 meyer's management ， 保修 基本 都 是 当天 或者 第二 天 上门  。,物业 是 梅耶 物业 管理 公司 ， 保修 基本 都 是 当天 或者 第二 天 上门  。,[],[3_4],[2_4_5_6],[4_14],[6_16]
560,如果 中意 ， 可以 商量 拎包 入住 如 有 问题 ， 请 打 电话 或者 短信  ：  pn-9 微 信  ：  stella_art 或者 email  ：  stella .,如果 中意 ， 可以 商量 拎包 入住 如 有 问题 ， 请 打 电话 或者 短信  ：  pn-9 微 信  ：  stella_art 或者 发 邮件 ：  stella .,[stella],[23_24_25_26],[23_24_25_26_27],[2_10_16_17_20_24_26],[2_10_16_17_20_21_25_27]
561,房东 很 nice  。,房东 很 好 。,[],[2_3],[2_3],[3],[3]
562,因 本人 觉得 客厅 生机 不足 ， 于是 在 墙 上 贴 了 个 iron man  ：  如果 喜欢 ， 欢迎 保留 ；,因 本人 觉得 客厅 生机 不足 ， 于是 在 墙 上 贴 了 个 钢铁侠 ：  如果 喜欢 ， 欢迎 保留 ；,[],[14_15_16],[14_15],[6_16_19_22],[6_15_18_21]
563,我 住 dining room ， 和 living room 有 隔断  。,我 住 餐厅 ， 和 客厅 有 隔断  。,[],[2_3_4_6_7],[2_3_5],[4_10],[3_8]
564,并且 附近 有 cvs 和 印度  、  韩国 超市 ， 购物 也 方便  。,并且 附近 有 cvs 和 印度  、  韩国 超市 ， 购物 也 方便  。,[cvs],[3],[3],[6_9_13],[6_9_13]
565,north oakland 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活  。,北 奥克兰 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活  。,[],[0_1],[0_1],[14_18_23],[14_18_23]
566,一 个 house 在 squirrel hill 靠近 giant eagle 超市  。,一 个 房子 在 松鼠山 靠近 巨鹰 超市  。,[],[2_4_5_7_8],[2_4_6],[10],[8]
567,里面 有 三 个 卧室  ：  bedroom 1 .,里面 有 三 个 卧室  ： 卧室 1 .,[],[6_7_8],[7_8],[5_8],[5_8]
568,street parking ， 免费  。,路边 停车道 ， 免费  。,[],[0_1_2],[0_1_2],[2_4],[2_4]
569,如果 半夜 回家 ， 坐 学校 escort 第一 站 就 到  。,如果 半夜 回家 ， 坐 学校 护送 车 第一 站 就 到  。,[],[6],[6_7],[3_11],[3_12]
570,附近 有 cvs 和 印度 超市 ， 购物 方便 ， 也 有 很多 中国 ， 印度 餐馆  。,附近 有 cvs 和 印度 超市 ， 购物 方便 ， 也 有 很多 中国 ， 印度 餐馆  。,[cvs],[2],[2],[6_9_14_17],[6_9_14_17]
571,从 客厅 可以 看到 frick park ， 景色 不错  。,从 客厅 可以 看到 福瑞克 公园 ， 景色 不错  。,[],[4_5_6],[4_5_6],[6_9],[6_9]
572,周边  ：  出门 即 有 dollar general 超市 和 cvs ， 坐 公交 五 分钟 直达 giant eagle ， 购物 很 便利  。,周边  ：  出门 即 有 达乐 超市 和 cvs ， 坐 公交 五 分钟 直达 巨鹰 超市 ， 购物 很 便利  。,[cvs],[5_6_9_10_16_17_18],[5_8_9_15],[1_10_18_22],[1_9_17_21]
573,学校 escort 可 直达  。,学校 护送 车 可 直达  。,[],[1],[1_2],[4],[5]
574,含 一 个 outdoor parking 固定 车位 ， 不 需要 抢  。,含 一 个 户外 停车场 固定 车位 ， 不 需要 抢  。,[],[3_4],[3_4],[7_11],[7_11]
575,二 楼 是 两 个 bedrooms  。,二 楼 是 两 个 卧室 。,[],[5_6],[5_6],[6],[6]
576,每 个 bedroom 里 还 有 两 层 ， 是 个 loft 的 感觉 ， 很 大  。,每个 卧室 里 还 有 两 层 ， 是 个 阁楼 的 感觉 ， 很 大  。,[],[2_11],[0_1_10],[8_14_17],[7_13_16]
577,离 giant eagle 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,离 巨 鹰 超市 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,[],[1_2],[1_2_3],[5_11_16],[6_12_17]
578,在 center ave 内 ， 安全 有 保障  。,在 中央 大道 内 ， 安全 有 保障  。,[],[1_2],[1_2],[4_8],[4_8]
579,步行 十 分钟 内 到 trader joe/s ， giant eagle 和 target （ 食品 及 日用品 超市 ）  。,步行 十 分钟 内 到 乔氏 超市 ， 巨鹰 超市 和 塔吉特 商店 （ 食品 及 日用品 超市 ）  。,[],[5_6_7_8_9_11_12],[5_8_11_12_13],[7_12_17_18],[7_13_18_19]
580,doorman service 帮忙 收取 快递 信件  。,门卫 帮忙 收取 快递 信件  。,[],[0_1],[0],[6],[5]
581,人 也 很 nice 的 ！,人 也 很 好 的 ！,[],[3],[3],[5],[5]
582,交通 便捷 ， 去 中国 超市 ， whole foods market ， target ， downtown 等 均 可 直达  。,交通 便捷 ， 去 中国 超市 ， 全食 超市 ， 塔吉特 商店 和 市中心 等 均 可 直达  。,[],[7_8_9_10_11_12_13],[7_10_11_12_13],[2_6_10_12_18],[2_6_9_18]
583,两 个 walk-in closet 非常 宽敞  。,两 个 步入 式 衣柜 非常 宽敞  。,[],[3],[2_3_4],[6],[7]
585,房租  ：  $ 410/month plus shared utilities ；,房租  ：  $ 410 / 每 月 ， 外加 均摊 服务费,[],[4_5_6_7],[3_4_5_6_7_8_9_10],[1_2_7],[1_2_4_7]
586,这个 apt 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 apt 了  。,这个 公寓 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 公寓 了  。,[],[1_15],[1_15],[4_17],[4_17]
587,地下室 有 洗衣机 ， 不 用 交 quarter 就 能 洗 有 木 有 啊 ！,地下室 有 洗衣机 ， 不 用 交 费 就 能 洗 有 木 有 啊 ！,[],[7],[7],[3_15],[3_15]
588,人 在 pittsburgh 的 话 可以 来看 房  。,人 在 匹兹堡 的 话 可以 来看 房  。,[],[2],[2],[8],[8]
589,出租 的 房间 是 一 楼 的 大 卧室 ， utility 齐全 ， 有 转角 大 沙发 ， 床 ， 书桌 ， 椅子 ， 台灯  。,出租 的 房间 是 一 楼 的 大 卧室 ， 服务费 齐全 ， 有 转角 大 沙发 ， 床 ， 书桌 ， 椅子 ， 台灯  。,[],[10],[10],[9_12_17_19_21_23_25],[9_12_17_19_21_23_25]
590,离 giant eagle 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,离 巨 鹰 超市 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,[],[1_2],[1_2_3],[5_11_16],[6_12_17]
591,有意 的 可以 联系 我 ， email  :  em@35,有意 的 可以 联系 我 ， 邮箱 :  em@35,[],[6_7_8],[6_7_8],[5_7_8],[5_7_8]
592,所有 家具 齐全 （ queen size 床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住  。,所有 家具 齐全 （ 标准 双人床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住  。,[],[4_5],[4_5_6],[3_7_9_11_13_15_20],[3_6_8_10_12_14_19]
593,去 waterfront 特别 方便  。,去 滨 水区 特别 方便  。,[],[1],[1_2],[4],[5]
594,house 一共 有 两 层 + 地下室  。,房子 一共 有 两 层 + 地下室  。,[],[0],[0],[5_7],[5_7]
595,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 frick park ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机  。,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 福瑞克 公园 ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机  。,[],[12_13_14],[12],[10_14_24_33],[10_14_24_33]
596,一 个 studio （ 独立 卫生间 ， 一 个 大厅 包括 厨房 ）  。,一 个 单间 （ 独立 卫生间 ， 一 个 大厅 包括 厨房 ）  。,[],[2_3],[2_3],[3_6_12_13],[3_6_12_13]
597,卫生间  ：  卫生间 是 跟 一 个 住 小 卧室 的 男生 share  。,卫生间  ：  卫生间 是 跟 一 个 住 小 卧室 的 男生 共用 。,[],[12_13],[12_13],[1_13],[1_13]
598,房间 里面 的 现有 queen size 的 大 床 ， 书桌 ， 书架 ， 衣柜 ， 穿衣镜 ， 完全 的 拎包 入住  。,房间 里面 的 现有 标准 双人 的 大 床 ， 书桌 ， 书架 ， 衣柜 ， 穿衣镜 ， 完全 的 拎包 入住  。,[],[4_5],[4_5],[9_11_13_15_17_22],[9_11_13_15_17_22]
599,公寓 位 于 craig street 上 ， 步行 五 分钟 有 很多 饭店 和 小店  。,公寓 位 于 克莱德 街上 ， 步行 五 分钟 有 很多 饭店 和 小店  。,[],[3_4],[3_4_5],[6_15],[5_14]
600,里面 一 层 是 客厅  、  餐厅  、  厨房 和 一 个 half bathroom ， 厨房 通向 一 个 小 patio 和 后院 ；,里面 一 层 是 客厅  、  餐厅  、  厨房 和 一 个 盥洗室 ， 厨房 通向 一 个 小 露台 和 后院 ；,[],[12_13_14_20],[12_13_19],[5_7_14_23],[5_7_13_22]
601,我 在 其中 一 处 住 将近 三 年 ， 附近 治安 良好 ， 房东 很 nice ， 有 事 会 提前 通知 住户  。,我 在 其中 一 处 住 将近 三 年 ， 附近 治安 良好 ， 房东 很 好 ， 有 事 会 提前 通知 住户  。,[],[16_17],[16_17],[9_13_17_24],[9_13_17_24]
602,（ 房屋 信息 及 房东 联系 方式 见 附件 ） up up up !,（ 房屋 信息 及 房东 联系 方式 见 附件 ） 顶顶顶 !,[],[0_10_11_12_13],[0_10_11],[0_9_13],[0_9_11]
603,有意 者 请 发 apt 信息 至 em@37,有 意 者 请 发 公寓 信息 至 em@37,[],[4],[0_1_5],[7],[8]
604,前面 打算 租房 的 学生 ， 因 签证 check ， 无法 确定 入住 时间  。,前面 打算 租房 的 学生 ， 因 签证 审查 ， 无法 确定 入住 时间  。,[],[8_9],[8_9],[5_9_14],[5_9_14]
605,房子 临时 有 变动 ， 想 求 sherwood 的 客厅 住 一 个 月 ， 9 .,房子 临时 有 变动 ， 想 求 舍尔 伍德 的 客厅 住 一 个 月 ， 9 .,[],[7],[7_8_16_17],[4_14_16],[4_15_17]
606,两 层 house ， 卧室 两 个 ， 一 大 一 小 ， 现在 出租 大 卧室  。,两 层 房子 ， 卧室 两 个 ， 一 大 一 小 ， 现在 出租 大 卧室  。,[],[2_3],[2_3],[3_7_12_17],[3_7_12_17]
607,靠近 fifth avenue ， 治安 好 且 生活 方便  。,靠近 第五 大道 ， 治 安 好 且 生活 方便  。,[],[1_2_3],[1_2_3_4_5],[3_9],[3_10]
608,房型 是 一 室 一 厅 （ 包括 bath 和 kitchen ， 全 独立 ）  。,房型 是 一 室 一 厅 （ 包括 浴室 和 厨房 ， 全 独立 ）  。,[],[8_10_11],[8_10_11],[6_11_14_15],[6_11_14_15]
609,现在 有 位于 bartlett st 的 安静 公寓 中 一 间 卧室 出租 ， 出门 过 马路 即 可 到 giant eagle ， 买 东西 很 方便  。,现在 有 位于 巴尔 莱特 街 的 安静 公寓 中 一 间 卧室 出租 ， 出门 过 马路 即 可 到 巨鹰 超市 ， 买 东西 很 方便  。,[],[3_4_20_21_22],[3_4_5_21_22_23],[13_22_27],[14_23_28]
610,update  ：  已 租 ， 谢谢 ！,更新 ：  已 租 ， 谢谢 ！,[],[0_1],[0_1],[1_4_6],[1_4_6]
611,两 层 house ， 卧室 两 个 ， 一 大 一 小  。,两 层 房子 ， 卧室 两 个 ， 一 大 一 小  。,[],[2_3],[2_3],[3_7_12],[3_7_12]
612,up ~ 可 只 租 一 间 卧室 ， 也 可以 租 一 个 house .,顶 ~ 可 只 租 一 间 卧室 ， 也 可以 租 一 个 房子 .,[],[0_1_14_15],[0_1_14_15],[1_8_15],[1_8_15]
613,现有 两 匹 大 master ， 一 男生 一 女生 ， 很 好 相处  。,现有 两 匹 大 硕士 研究生 ， 一 男生 一 女生 ， 很 好 相处  。,[],[4_5],[4_5_6],[5_10_14],[6_11_15]
614,house 另 一 户 内 还有 大小 房间 可 供 选择  。,房子 另 一 户 内 还有 大小 房间 可 供 选择  。,[],[0],[0],[11],[11]
615,出租 客厅 / 卧室 ， 房间 面积 大 采光 好 ， floor plan 非常 好 ， 卧室 客厅 无 连通 互 不 影响  。,出租 客厅 / 卧室 ， 房间 面积 大 采光 好 ， 户型 非常 好 ， 卧室 客厅 无 连通 互 不 影响  。,[],[11_12],[11],[2_4_10_15_23],[2_4_10_14_22]
617,也 有 一 个 furnished house 在 squirrel hill 靠近 giant eagle 附近  。,也 有 一 个 全 装 房 在 松鼠山 近 巨 鹰 超市 附近  。,[],[4_5_7_8_10_11],[4_5_6_8_9_10_11_12],[13],[14]
618,rooms  :  家居 齐全  。,房子  :  家居 齐全  。,[],[0_1],[0_1],[1_4],[1_4]
619,有意 向 的 请 联系 我 ， email  ：  em@38,有意 向 的 请 联系 我 ， 邮箱 ：  em@38,[],[7_8_9],[7_8_9],[6_8_9],[6_8_9]
620,centre avenue 上 有 很多 餐馆  、  商店 ， 生活 十分 便利  。,中央 大道 上 有 很多 餐馆  、  商店 ， 生活 十分 便利  。,[],[0_1],[0_1],[6_8_12],[6_8_12]
